"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"3547075","Laurentian Valley","Township","Ontario","35","47","515","2.4","00000","2016","3715","100","1315","35.4","1110","29.9","300","8.1","100","2.7","100","2.7","75","2","710","19.1"
"3547076","Petawawa","Town","Ontario","35","47","516","7.6","00100","2011","6040","100","1695","28.1","2105","34.9","365","6","70","1.2","200","3.3","330","5.5","1270","21"
"3547076","Petawawa","Town","Ontario","35","47","516","7.6","00100","2016","6335","100","1775","28","2225","35.1","415","6.6","95","1.5","170","2.7","275","4.3","1375","21.7"
"3548044","North Bay","City","Ontario","35","48","575","4.4","00000","2011","23260","100","6180","26.6","5250","22.6","2295","9.9","370","1.6","775","3.3","1180","5.1","7200","31"
"3548044","North Bay","City","Ontario","35","48","575","4.4","00000","2016","22615","100","6165","27.3","4705","20.8","2255","10","390","1.7","785","3.5","1085","4.8","7225","31.9"
"3548055","West Nipissing","Municipality","Ontario","35","48","","5.1","00000","2011","6020","100","2030","33.7","1440","23.9","505","8.4","95","1.6","175","2.9","180","3","1600","26.6"
"3548055","West Nipissing","Municipality","Ontario","35","48","","5.1","00000","2016","6280","100","2165","34.5","1320","21","525","8.4","90","1.4","195","3.1","160","2.5","1825","29.1"
"3549032","Parry Sound","Town","Ontario","35","49","","5.7","00000","2011","2840","100","695","24.5","515","18.1","295","10.4","50","1.8","105","3.7","105","3.7","1080","38"
"3549032","Parry Sound","Town","Ontario","35","49","","5.7","00000","2016","2925","100","780","26.7","500","17.1","320","10.9","40","1.4","100","3.4","105","3.6","1080","36.9"
"3553005","Greater Sudbury","City","Ontario","35","53","580","4.1","00000","2011","67595","100","18630","27.6","17910","26.5","6500","9.6","1135","1.7","1900","2.8","2360","3.5","19160","28.3"
"3553005","Greater Sudbury","City","Ontario","35","53","580","4.1","00000","2016","69155","100","19145","27.7","16875","24.4","6815","9.9","1215","1.8","1980","2.9","2635","3.8","20485","29.6"
"3554020","Temiskaming Shores","City","Ontario","35","54","","5.0","00000","2011","4405","100","1355","30.8","1100","25","395","9","65","1.5","100","2.3","130","3","1270","28.8"
"3554020","Temiskaming Shores","City","Ontario","35","54","","5.0","00000","2016","4380","100","1385","31.6","955","21.8","345","7.9","55","1.3","110","2.5","130","3","1395","31.8"
"3554068","Kirkland Lake","Town","Ontario","35","54","","5.1","00000","2011","3760","100","955","25.4","770","20.5","385","10.2","40","1.1","75","2","105","2.8","1425","37.9"
"3554068","Kirkland Lake","Town","Ontario","35","54","","5.1","00000","2016","3815","100","970","25.4","695","18.2","365","9.6","50","1.3","60","1.6","115","3","1550","40.6"
"3556027","Timmins","City","Ontario","35","56","586","3.7","00000","2011","17810","100","4900","27.5","5050","28.4","1700","9.5","275","1.5","500","2.8","495","2.8","4890","27.5"
"3556027","Timmins","City","Ontario","35","56","586","3.7","00000","2016","17740","100","5035","28.4","4535","25.6","1770","10","325","1.8","440","2.5","510","2.9","5125","28.9"
"3556042","Cochrane","Town","Ontario","35","56","","4.5","00000","2011","2245","100","715","31.8","595","26.5","170","7.6","45","2","45","2","40","1.8","635","28.3"
"3556042","Cochrane","Town","Ontario","35","56","","4.5","00000","2016","2275","100","740","32.5","565","24.8","200","8.8","35","1.5","45","2","40","1.8","655","28.8"
"3556066","Kapuskasing","Town","Ontario","35","56","","5.2","00000","2011","3740","100","1205","32.2","860","23","265","7.1","25","0.7","70","1.9","55","1.5","1260","33.7"
"3556066","Kapuskasing","Town","Ontario","35","56","","5.2","00000","2016","3805","100","1190","31.3","815","21.4","310","8.1","40","1.1","60","1.6","70","1.8","1320","34.7"
"3556076","Hearst","Town","Ontario","35","56","","7.3","00000","2011","2250","100","665","29.6","595","26.4","175","7.8","10","0.4","30","1.3","40","1.8","720","32"
"3556076","Hearst","Town","Ontario","35","56","","7.3","00000","2016","2380","100","735","30.9","500","21","190","8","15","0.6","25","1.1","45","1.9","870","36.6"
"3557041","Elliot Lake","City","Ontario","35","57","582","4.2","00000","2011","5680","100","2125","37.4","715","12.6","445","7.8","55","1","135","2.4","165","2.9","2045","36"
"3557041","Elliot Lake","City","Ontario","35","57","582","4.2","00000","2016","5515","100","1955","35.4","645","11.7","425","7.7","65","1.2","115","2.1","185","3.4","2130","38.6"
"3557061","Sault Ste. Marie","City","Ontario","35","57","590","4.3","00000","2011","32515","100","8835","27.2","7945","24.4","3500","10.8","520","1.6","830","2.6","940","2.9","9940","30.6"
"3557061","Sault Ste. Marie","City","Ontario","35","57","590","4.3","00000","2016","32635","100","8900","27.3","7210","22.1","3465","10.6","535","1.6","865","2.7","1070","3.3","10595","32.5"
"3557095","Algoma, Unorganized, North Part","Unorganized","Ontario","35","57","","6.2","00000","2011","2400","100","980","40.8","560","23.3","135","5.6","45","1.9","55","2.3","50","2.1","580","24.2"
"3557095","Algoma, Unorganized, North Part","Unorganized","Ontario","35","57","","6.2","00000","2016","2545","100","1045","41.1","535","21","125","4.9","50","2","70","2.8","60","2.4","655","25.7"
"3558004","Thunder Bay","City","Ontario","35","58","595","4.2","00000","2011","46945","100","11780","25.1","11115","23.7","4935","10.5","790","1.7","1210","2.6","1710","3.6","15415","32.8"
"3558004","Thunder Bay","City","Ontario","35","58","595","4.2","00000","2016","47180","100","11960","25.3","10440","22.1","4975","10.5","775","1.6","1345","2.9","1965","4.2","15725","33.3"
"3558011","Oliver Paipoonge","Municipality","Ontario","35","58","595","3.0","00000","2011","2115","100","710","33.6","790","37.4","125","5.9","40","1.9","70","3.3","40","1.9","340","16.1"
"3558011","Oliver Paipoonge","Municipality","Ontario","35","58","595","3.0","00000","2016","2240","100","850","37.9","745","33.3","120","5.4","40","1.8","70","3.1","45","2","370","16.5"
"3558090","Thunder Bay, Unorganized","Unorganized","Ontario","35","58","","6.1","00100","2011","2540","100","980","38.6","640","25.2","120","4.7","40","1.6","65","2.6","50","2","645","25.4"
"3558090","Thunder Bay, Unorganized","Unorganized","Ontario","35","58","","6.1","00100","2016","2590","100","1020","39.4","550","21.2","130","5","55","2.1","80","3.1","45","1.7","710","27.4"
"3559012","Fort Frances","Town","Ontario","35","59","","4.9","00000","2011","3500","100","925","26.4","815","23.3","370","10.6","45","1.3","75","2.1","75","2.1","1200","34.3"
"3559012","Fort Frances","Town","Ontario","35","59","","4.9","00000","2016","3450","100","910","26.4","760","22","380","11","45","1.3","60","1.7","80","2.3","1225","35.5"
"3560010","Kenora","City","Ontario","35","60","598","6.1","00000","2011","6520","100","1775","27.2","1575","24.2","625","9.6","100","1.5","250","3.8","175","2.7","2020","31"
"3560010","Kenora","City","Ontario","35","60","598","6.1","00000","2016","6475","100","1805","27.9","1485","22.9","605","9.3","100","1.5","245","3.8","170","2.6","2060","31.8"
"3560027","Dryden","City","Ontario","35","60","","5.2","00000","2011","3205","100","960","30","820","25.6","270","8.4","45","1.4","95","3","75","2.3","925","28.9"
"3560027","Dryden","City","Ontario","35","60","","5.2","00000","2016","3365","100","1010","30","745","22.1","320","9.5","65","1.9","90","2.7","85","2.5","1050","31.2"
"3560034","Sioux Lookout","Municipality","Ontario","35","60","","5.9","00100","2011","1910","100","470","24.6","540","28.3","205","10.7","55","2.9","105","5.5","75","3.9","455","23.8"
"3560034","Sioux Lookout","Municipality","Ontario","35","60","","5.9","00100","2016","2020","100","505","25","555","27.5","200","9.9","55","2.7","115","5.7","95","4.7","485","24"
"3560090","Kenora, Unorganized","Unorganized","Ontario","35","60","","7.6","00100","2011","2900","100","1240","42.8","735","25.3","160","5.5","40","1.4","85","2.9","55","1.9","585","20.2"
"3560090","Kenora, Unorganized","Unorganized","Ontario","35","60","","7.6","00100","2016","2825","100","1260","44.6","615","21.8","160","5.7","40","1.4","100","3.5","60","2.1","585","20.7"
"4602041","Hanover","Rural municipality","Manitoba","46","02","","3.4","00000","2011","3950","100","1020","25.8","2050","51.9","170","4.3","45","1.1","180","4.6","70","1.8","415","10.5"
"4602041","Hanover","Rural municipality","Manitoba","46","02","","3.4","00000","2016","4515","100","1215","26.9","2255","49.9","210","4.7","60","1.3","235","5.2","80","1.8","465","10.3"
"4602044","Steinbach","City","Manitoba","46","02","605","2.9","00000","2011","5095","100","1520","29.8","1615","31.7","335","6.6","55","1.1","195","3.8","185","3.6","1200","23.6"
"4602044","Steinbach","City","Manitoba","46","02","605","2.9","00000","2016","6025","100","1705","28.3","1810","30","435","7.2","60","1","255","4.2","240","4","1525","25.3"
"4602053","La Broquerie","Rural municipality","Manitoba","46","02","","4.4","00000","2011","1515","100","405","26.7","735","48.5","75","5","30","2","60","4","30","2","185","12.2"
"4602053","La Broquerie","Rural municipality","Manitoba","46","02","","4.4","00000","2016","1840","100","470","25.5","855","46.5","95","5.2","35","1.9","75","4.1","30","1.6","285","15.5"
"4602057","Ste. Anne","Rural municipality","Manitoba","46","02","","3.8","00000","2011","1665","100","625","37.5","540","32.4","75","4.5","40","2.4","60","3.6","35","2.1","290","17.4"
"4602057","Ste. Anne","Rural municipality","Manitoba","46","02","","3.8","00000","2016","1820","100","665","36.5","590","32.4","85","4.7","30","1.6","80","4.4","35","1.9","335","18.4"
"4602069","Taché","Rural municipality","Manitoba","46","02","602","2.7","00000","2011","3285","100","885","26.9","1550","47.2","195","5.9","60","1.8","130","4","65","2","390","11.9"
"4602069","Taché","Rural municipality","Manitoba","46","02","602","2.7","00000","2016","3765","100","1090","29","1635","43.4","270","7.2","75","2","150","4","70","1.9","475","12.6"
"4602075","Ritchot","Rural municipality","Manitoba","46","02","602","2.4","00000","2011","1850","100","560","30.3","800","43.2","110","5.9","35","1.9","70","3.8","35","1.9","240","13"
"4602075","Ritchot","Rural municipality","Manitoba","46","02","602","2.4","00000","2016","2435","100","775","31.8","930","38.2","140","5.7","45","1.8","70","2.9","55","2.3","430","17.7"
"4603041","Rhineland","Municipality","Manitoba","46","03","","3.0","00000","2011","1570","100","410","26.1","890","56.7","35","2.2","15","1","25","1.6","15","1","175","11.1"
"4603041","Rhineland","Municipality","Manitoba","46","03","","3.0","00000","2016","1640","100","435","26.5","865","52.7","65","4","10","0.6","35","2.1","25","1.5","205","12.5"
"4603047","Stanley","Rural municipality","Manitoba","46","03","603","2.7","00000","2011","1980","100","425","21.5","1300","65.7","45","2.3","20","1","65","3.3","25","1.3","95","4.8"
"4603047","Stanley","Rural municipality","Manitoba","46","03","603","2.7","00000","2016","2200","100","490","22.3","1395","63.4","60","2.7","30","1.4","70","3.2","15","0.7","140","6.4"
"4603050","Winkler","City","Manitoba","46","03","603","3.9","00000","2011","3870","100","1130","29.2","1360","35.1","225","5.8","35","0.9","95","2.5","95","2.5","930","24"
"4603050","Winkler","City","Manitoba","46","03","603","3.9","00000","2016","4560","100","1310","28.7","1640","36","235","5.2","40","0.9","125","2.7","130","2.9","1090","23.9"
"4603053","Morden","City","Manitoba","46","03","603","3.6","00000","2011","3170","100","980","30.9","925","29.2","205","6.5","25","0.8","65","2.1","70","2.2","895","28.2"
"4603053","Morden","City","Manitoba","46","03","603","3.6","00000","2016","3500","100","1110","31.7","1030","29.4","230","6.6","35","1","75","2.1","80","2.3","940","26.9"
"4607062","Brandon","City","Manitoba","46","07","610","3.7","00000","2011","19330","100","4895","25.3","4595","23.8","1755","9.1","220","1.1","750","3.9","1225","6.3","5890","30.5"
"4607062","Brandon","City","Manitoba","46","07","610","3.7","00000","2016","20270","100","4990","24.6","4895","24.1","1860","9.2","285","1.4","785","3.9","1190","5.9","6270","30.9"
"4609024","Portage la Prairie","Rural municipality","Manitoba","46","09","","4.2","00000","2011","2070","100","765","37","630","30.4","145","7","45","2.2","55","2.7","35","1.7","395","19.1"
"4609024","Portage la Prairie","Rural municipality","Manitoba","46","09","","4.2","00000","2016","2195","100","770","35.1","660","30.1","170","7.7","35","1.6","70","3.2","40","1.8","450","20.5"
"4609029","Portage la Prairie","City","Manitoba","46","09","607","4.9","00000","2011","5390","100","1350","25","1170","21.7","630","11.7","105","1.9","140","2.6","170","3.2","1830","34"
"4609029","Portage la Prairie","City","Manitoba","46","09","607","4.9","00000","2016","5575","100","1355","24.3","1140","20.4","680","12.2","115","2.1","175","3.1","185","3.3","1925","34.5"
"4610035","Macdonald","Rural municipality","Manitoba","46","10","602","3.0","00000","2011","2050","100","645","31.5","975","47.6","100","4.9","30","1.5","40","2","30","1.5","235","11.5"
"4610035","Macdonald","Rural municipality","Manitoba","46","10","602","3.0","00000","2016","2385","100","785","32.9","1060","44.4","130","5.5","50","2.1","50","2.1","25","1","280","11.7"
"4611040","Winnipeg","City","Manitoba","46","11","602","3.3","00000","2011","268755","100","60505","22.5","69580","25.9","26455","9.8","6610","2.5","10020","3.7","12055","4.5","83520","31.1"
"4611040","Winnipeg","City","Manitoba","46","11","602","3.3","00000","2016","281050","100","63685","22.7","72820","25.9","26950","9.6","7455","2.7","11935","4.2","13605","4.8","84600","30.1"
"4612047","Springfield","Rural municipality","Manitoba","46","12","602","2.7","00000","2011","4900","100","1645","33.6","2005","40.9","235","4.8","70","1.4","115","2.3","70","1.4","760","15.5"
"4612047","Springfield","Rural municipality","Manitoba","46","12","602","2.7","00000","2016","5460","100","1915","35.1","2120","38.8","260","4.8","105","1.9","150","2.7","75","1.4","835","15.3"
"4612054","Brokenhead","Rural municipality","Manitoba","46","12","","4.0","00000","2011","1790","100","615","34.4","615","34.4","100","5.6","25","1.4","55","3.1","40","2.2","350","19.6"
"4612054","Brokenhead","Rural municipality","Manitoba","46","12","","4.0","00000","2016","1970","100","700","35.5","660","33.5","125","6.3","30","1.5","55","2.8","45","2.3","360","18.3"
"4613032","East St. Paul","Rural municipality","Manitoba","46","13","602","1.4","00000","2011","3050","100","975","32","1455","47.7","145","4.8","65","2.1","70","2.3","25","0.8","320","10.5"
"4613032","East St. Paul","Rural municipality","Manitoba","46","13","602","1.4","00000","2016","3260","100","1160","35.6","1425","43.7","150","4.6","75","2.3","60","1.8","30","0.9","365","11.2"
"4613037","West St. Paul","Rural municipality","Manitoba","46","13","602","3.7","00000","2011","1645","100","490","29.8","715","43.5","85","5.2","55","3.3","50","3","25","1.5","235","14.3"
"4613037","West St. Paul","Rural municipality","Manitoba","46","13","602","3.7","00000","2016","1790","100","530","29.6","760","42.5","105","5.9","60","3.4","55","3.1","20","1.1","265","14.8"
"4613043","St. Andrews","Rural municipality","Manitoba","46","13","","2.8","00000","2011","4255","100","1430","33.6","1665","39.1","250","5.9","100","2.4","125","2.9","65","1.5","625","14.7"
"4613043","St. Andrews","Rural municipality","Manitoba","46","13","","2.8","00000","2016","4405","100","1565","35.5","1545","35.1","270","6.1","115","2.6","140","3.2","85","1.9","695","15.8"
"4613047","Selkirk","City","Manitoba","46","13","","5.7","00000","2011","3980","100","965","24.2","850","21.4","580","14.6","95","2.4","120","3","130","3.3","1235","31"
"4613047","Selkirk","City","Manitoba","46","13","","5.7","00000","2016","4160","100","990","23.8","845","20.3","585","14.1","90","2.2","165","4","150","3.6","1335","32.1"
"4613056","St. Clements","Rural municipality","Manitoba","46","13","602","3.6","00000","2011","3995","100","1340","33.5","1355","33.9","250","6.3","85","2.1","120","3","75","1.9","760","19"
"4613056","St. Clements","Rural municipality","Manitoba","46","13","602","3.6","00000","2016","4235","100","1555","36.7","1315","31.1","240","5.7","80","1.9","105","2.5","100","2.4","850","20.1"
