"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"3532038","East Zorra-Tavistock","Township","Ontario","35","32","","4.9","00000","2011","2515","100","850","33.8","890","35.4","125","5","40","1.6","45","1.8","35","1.4","530","21.1"
"3532038","East Zorra-Tavistock","Township","Ontario","35","32","","4.9","00000","2016","2700","100","925","34.3","885","32.8","140","5.2","55","2","45","1.7","50","1.9","605","22.4"
"3532042","Woodstock","City","Ontario","35","32","544","4.0","00000","2011","15690","100","4370","27.9","4115","26.2","1560","9.9","245","1.6","465","3","485","3.1","4460","28.4"
"3532042","Woodstock","City","Ontario","35","32","544","4.0","00000","2016","17150","100","4825","28.1","4300","25.1","1660","9.7","335","2","465","2.7","525","3.1","5035","29.4"
"3532045","Blandford-Blenheim","Township","Ontario","35","32","","2.8","00000","2011","2615","100","845","32.3","1030","39.4","135","5.2","65","2.5","85","3.3","50","1.9","415","15.9"
"3532045","Blandford-Blenheim","Township","Ontario","35","32","","2.8","00000","2016","2730","100","920","33.7","1000","36.6","135","4.9","80","2.9","75","2.7","65","2.4","450","16.5"
"3534005","Bayham","Municipality","Ontario","35","34","","5.0","00000","2011","2285","100","710","31.1","865","37.9","120","5.3","55","2.4","85","3.7","40","1.8","410","17.9"
"3534005","Bayham","Municipality","Ontario","35","34","","5.0","00000","2016","2390","100","740","31","935","39.1","135","5.6","55","2.3","55","2.3","50","2.1","435","18.2"
"3534010","Malahide","Township","Ontario","35","34","","4.1","00000","2011","2805","100","885","31.6","1220","43.5","125","4.5","55","2","95","3.4","40","1.4","390","13.9"
"3534010","Malahide","Township","Ontario","35","34","","4.1","00000","2016","2945","100","920","31.2","1235","41.9","150","5.1","60","2","70","2.4","50","1.7","465","15.8"
"3534011","Aylmer","Town","Ontario","35","34","","3.0","00000","2011","2815","100","775","27.5","845","30","260","9.2","45","1.6","75","2.7","65","2.3","745","26.5"
"3534011","Aylmer","Town","Ontario","35","34","","3.0","00000","2016","2960","100","775","26.2","845","28.5","290","9.8","40","1.4","90","3","75","2.5","840","28.4"
"3534020","Central Elgin","Municipality","Ontario","35","34","555","2.6","00000","2011","4780","100","1705","35.7","1665","34.8","280","5.9","100","2.1","115","2.4","85","1.8","830","17.4"
"3534020","Central Elgin","Municipality","Ontario","35","34","555","2.6","00000","2016","4920","100","1875","38.1","1535","31.2","290","5.9","115","2.3","115","2.3","80","1.6","905","18.4"
"3534021","St. Thomas","City","Ontario","35","34","555","3.3","00000","2011","15690","100","4275","27.2","4095","26.1","1685","10.7","310","2","435","2.8","475","3","4420","28.2"
"3534021","St. Thomas","City","Ontario","35","34","555","3.3","00000","2016","16590","100","4545","27.4","3990","24.1","1815","10.9","310","1.9","395","2.4","500","3","5025","30.3"
"3536020","Chatham-Kent","Municipality","Ontario","35","36","556","4.2","00000","2011","42840","100","12805","29.9","11305","26.4","4220","9.9","610","1.4","950","2.2","940","2.2","12010","28"
"3536020","Chatham-Kent","Municipality","Ontario","35","36","556","4.2","00000","2016","43025","100","13160","30.6","10390","24.1","4130","9.6","620","1.4","930","2.2","970","2.3","12825","29.8"
"3537003","Leamington","Municipality","Ontario","35","37","557","7.5","00100","2011","9865","100","2670","27.1","3215","32.6","890","9","260","2.6","285","2.9","220","2.2","2330","23.6"
"3537003","Leamington","Municipality","Ontario","35","37","557","7.5","00100","2016","9995","100","2725","27.3","2950","29.5","955","9.6","230","2.3","285","2.9","265","2.7","2580","25.8"
"3537013","Kingsville","Town","Ontario","35","37","557","7.5","00000","2011","7710","100","2560","33.2","2570","33.3","580","7.5","140","1.8","160","2.1","105","1.4","1595","20.7"
"3537013","Kingsville","Town","Ontario","35","37","557","7.5","00000","2016","7970","100","2760","34.6","2510","31.5","525","6.6","135","1.7","170","2.1","120","1.5","1755","22"
"3537016","Essex","Town","Ontario","35","37","","7.1","00100","2011","7790","100","2330","29.9","2355","30.2","645","8.3","165","2.1","165","2.1","140","1.8","1990","25.5"
"3537016","Essex","Town","Ontario","35","37","","7.1","00100","2016","8080","100","2455","30.4","2300","28.5","720","8.9","160","2","200","2.5","145","1.8","2105","26.1"
"3537028","Amherstburg","Town","Ontario","35","37","559","2.7","00000","2011","8125","100","2410","29.7","2805","34.5","740","9.1","165","2","195","2.4","125","1.5","1675","20.6"
"3537028","Amherstburg","Town","Ontario","35","37","559","2.7","00000","2016","8520","100","2620","30.8","2730","32","750","8.8","180","2.1","200","2.3","115","1.3","1915","22.5"
"3537034","LaSalle","Town","Ontario","35","37","559","2.7","00000","2011","9900","100","2635","26.6","4200","42.4","880","8.9","255","2.6","235","2.4","110","1.1","1575","15.9"
"3537034","LaSalle","Town","Ontario","35","37","559","2.7","00000","2016","10690","100","2915","27.3","4295","40.2","930","8.7","305","2.9","240","2.2","115","1.1","1895","17.7"
"3537039","Windsor","City","Ontario","35","37","559","3.8","00000","2011","87830","100","18525","21.1","21625","24.6","10900","12.4","2410","2.7","2450","2.8","3405","3.9","28510","32.5"
"3537039","Windsor","City","Ontario","35","37","559","3.8","00000","2016","91630","100","19405","21.2","21285","23.2","11060","12.1","2445","2.7","2520","2.8","3810","4.2","31110","34"
"3537048","Tecumseh","Town","Ontario","35","37","559","2.6","00000","2011","8655","100","2505","28.9","3220","37.2","805","9.3","200","2.3","190","2.2","120","1.4","1610","18.6"
"3537048","Tecumseh","Town","Ontario","35","37","559","2.6","00000","2016","8880","100","2665","30","2990","33.7","855","9.6","210","2.4","185","2.1","120","1.4","1860","20.9"
"3537064","Lakeshore","Town","Ontario","35","37","559","3.6","00000","2011","12330","100","3645","29.6","4925","39.9","965","7.8","270","2.2","270","2.2","155","1.3","2100","17"
"3537064","Lakeshore","Town","Ontario","35","37","559","3.6","00000","2016","13185","100","4015","30.5","5090","38.6","980","7.4","345","2.6","270","2","185","1.4","2305","17.5"
"3538003","St. Clair","Township","Ontario","35","38","562","2.7","00000","2011","5745","100","2040","35.5","1850","32.2","380","6.6","80","1.4","110","1.9","90","1.6","1185","20.6"
"3538003","St. Clair","Township","Ontario","35","38","562","2.7","00000","2016","5785","100","2175","37.6","1675","29","380","6.6","80","1.4","90","1.6","100","1.7","1290","22.3"
"3538019","Petrolia","Town","Ontario","35","38","","5.6","00000","2011","2155","100","620","28.8","685","31.8","185","8.6","25","1.2","45","2.1","40","1.9","550","25.5"
"3538019","Petrolia","Town","Ontario","35","38","","5.6","00000","2016","2275","100","670","29.5","650","28.6","195","8.6","40","1.8","55","2.4","40","1.8","635","27.9"
"3538030","Sarnia","City","Ontario","35","38","562","3.6","00000","2011","31375","100","8960","28.6","7315","23.3","3110","9.9","480","1.5","740","2.4","940","3","9825","31.3"
"3538030","Sarnia","City","Ontario","35","38","562","3.6","00000","2016","31935","100","9140","28.6","6825","21.4","3120","9.8","480","1.5","740","2.3","1035","3.2","10595","33.2"
"3538035","Plympton-Wyoming","Town","Ontario","35","38","562","2.6","00000","2011","2830","100","1030","36.4","995","35.2","170","6","30","1.1","45","1.6","35","1.2","520","18.4"
"3538035","Plympton-Wyoming","Town","Ontario","35","38","562","2.6","00000","2016","3055","100","1215","39.8","960","31.4","180","5.9","45","1.5","45","1.5","50","1.6","560","18.3"
"3538040","Lambton Shores","Municipality","Ontario","35","38","","4.4","00000","2011","4690","100","1900","40.5","1030","22","270","5.8","45","1","75","1.6","80","1.7","1300","27.7"
"3538040","Lambton Shores","Municipality","Ontario","35","38","","4.4","00000","2016","4785","100","2010","42","940","19.6","275","5.7","40","0.8","80","1.7","85","1.8","1360","28.4"
"3539005","Southwest Middlesex","Municipality","Ontario","35","39","","5.5","00000","2011","2355","100","745","31.6","660","28","215","9.1","45","1.9","60","2.5","55","2.3","570","24.2"
"3539005","Southwest Middlesex","Municipality","Ontario","35","39","","5.5","00000","2016","2350","100","770","32.8","630","26.8","175","7.4","50","2.1","50","2.1","60","2.6","620","26.4"
"3539015","Strathroy-Caradoc","Municipality","Ontario","35","39","555","3.1","00000","2011","7965","100","2340","29.4","2565","32.2","675","8.5","155","1.9","225","2.8","135","1.7","1865","23.4"
"3539015","Strathroy-Caradoc","Municipality","Ontario","35","39","555","3.1","00000","2016","8295","100","2490","30","2470","29.8","740","8.9","155","1.9","210","2.5","180","2.2","2045","24.7"
"3539027","Thames Centre","Municipality","Ontario","35","39","555","2.2","00000","2011","4725","100","1575","33.3","1830","38.7","270","5.7","95","2","120","2.5","75","1.6","760","16.1"
"3539027","Thames Centre","Municipality","Ontario","35","39","555","2.2","00000","2016","4925","100","1705","34.6","1775","36","325","6.6","100","2","110","2.2","85","1.7","825","16.8"
"3539033","Middlesex Centre","Municipality","Ontario","35","39","555","3.7","00000","2011","5650","100","1960","34.7","2380","42.1","295","5.2","95","1.7","125","2.2","70","1.2","730","12.9"
"3539033","Middlesex Centre","Municipality","Ontario","35","39","555","3.7","00000","2016","5985","100","2030","33.9","2500","41.8","300","5","110","1.8","115","1.9","70","1.2","855","14.3"
"3539036","London","City","Ontario","35","39","555","3.5","00000","2011","153630","100","36425","23.7","39415","25.7","15225","9.9","2905","1.9","4320","2.8","7820","5.1","47515","30.9"
"3539036","London","City","Ontario","35","39","555","3.5","00000","2016","163140","100","38585","23.7","39725","24.4","16290","10","3205","2","4365","2.7","8780","5.4","52195","32"
"3539041","North Middlesex","Municipality","Ontario","35","39","","4.4","00000","2011","2345","100","745","31.8","865","36.9","155","6.6","30","1.3","50","2.1","35","1.5","460","19.6"
"3539041","North Middlesex","Municipality","Ontario","35","39","","4.4","00000","2016","2335","100","775","33.2","800","34.3","145","6.2","45","1.9","50","2.1","30","1.3","500","21.4"
"3540005","South Huron","Municipality","Ontario","35","40","","5.9","00000","2011","4170","100","1485","35.6","1060","25.4","285","6.8","50","1.2","65","1.6","70","1.7","1150","27.6"
"3540005","South Huron","Municipality","Ontario","35","40","","5.9","00000","2016","4250","100","1495","35.2","985","23.2","295","6.9","60","1.4","55","1.3","90","2.1","1265","29.8"
"3540010","Bluewater","Municipality","Ontario","35","40","","5.0","00000","2011","2820","100","1100","39","755","26.8","130","4.6","20","0.7","45","1.6","45","1.6","715","25.4"
"3540010","Bluewater","Municipality","Ontario","35","40","","5.0","00000","2016","3025","100","1175","38.8","715","23.6","150","5","35","1.2","45","1.5","55","1.8","865","28.6"
"3540025","Central Huron","Municipality","Ontario","35","40","","6.2","00000","2011","3210","100","1195","37.2","810","25.2","210","6.5","25","0.8","55","1.7","70","2.2","835","26"
"3540025","Central Huron","Municipality","Ontario","35","40","","6.2","00000","2016","3130","100","1120","35.8","785","25.1","195","6.2","40","1.3","50","1.6","60","1.9","880","28.1"
"3540028","Goderich","Town","Ontario","35","40","","4.8","00000","2011","3375","100","1090","32.3","735","21.8","265","7.9","30","0.9","60","1.8","75","2.2","1115","33"
"3540028","Goderich","Town","Ontario","35","40","","4.8","00000","2016","3485","100","1125","32.3","675","19.4","305","8.8","40","1.1","65","1.9","70","2","1195","34.3"
"3540040","Huron East","Municipality","Ontario","35","40","","3.6","00000","2011","3540","100","1105","31.2","1125","31.8","220","6.2","45","1.3","60","1.7","60","1.7","925","26.1"
"3540040","Huron East","Municipality","Ontario","35","40","","3.6","00000","2016","3630","100","1150","31.7","1070","29.5","230","6.3","50","1.4","65","1.8","85","2.3","990","27.3"
"3540063","Ashfield-Colborne-Wawanosh","Township","Ontario","35","40","","4.7","00000","2011","2065","100","815","39.5","640","31","85","4.1","30","1.5","40","1.9","40","1.9","410","19.9"
"3540063","Ashfield-Colborne-Wawanosh","Township","Ontario","35","40","","4.7","00000","2016","2105","100","850","40.4","600","28.5","80","3.8","25","1.2","30","1.4","50","2.4","460","21.9"
"3541004","South Bruce","Municipality","Ontario","35","41","","4.0","00000","2011","2150","100","690","32.1","765","35.6","110","5.1","15","0.7","40","1.9","40","1.9","495","23"
"3541004","South Bruce","Municipality","Ontario","35","41","","4.0","00000","2016","2200","100","725","33","730","33.2","120","5.5","25","1.1","40","1.8","40","1.8","525","23.9"
"3541015","Huron-Kinloss","Township","Ontario","35","41","","6.1","00100","2011","2610","100","985","37.7","775","29.7","130","5","30","1.1","60","2.3","30","1.1","600","23"
"3541015","Huron-Kinloss","Township","Ontario","35","41","","6.1","00100","2016","2775","100","1085","39.1","765","27.6","145","5.2","25","0.9","45","1.6","45","1.6","665","24"
"3541024","Kincardine","Municipality","Ontario","35","41","","4.7","00000","2011","4710","100","1645","34.9","1235","26.2","285","6.1","50","1.1","100","2.1","95","2","1300","27.6"
"3541024","Kincardine","Municipality","Ontario","35","41","","4.7","00000","2016","4855","100","1685","34.7","1245","25.6","290","6","55","1.1","85","1.8","75","1.5","1415","29.1"
"3541032","Brockton","Municipality","Ontario","35","41","","5.1","00000","2011","3820","100","1230","32.2","1110","29.1","255","6.7","50","1.3","75","2","80","2.1","1020","26.7"
"3541032","Brockton","Municipality","Ontario","35","41","","5.1","00000","2016","3940","100","1285","32.6","1070","27.2","280","7.1","35","0.9","70","1.8","75","1.9","1120","28.4"
"3541043","Arran-Elderslie","Municipality","Ontario","35","41","","4.8","00000","2011","2725","100","850","31.2","840","30.8","195","7.2","30","1.1","45","1.7","55","2","710","26.1"
"3541043","Arran-Elderslie","Municipality","Ontario","35","41","","4.8","00000","2016","2750","100","860","31.3","805","29.3","190","6.9","30","1.1","50","1.8","55","2","760","27.6"
"3541045","Saugeen Shores","Town","Ontario","35","41","","5.1","00000","2011","5485","100","2010","36.6","1340","24.4","355","6.5","55","1","100","1.8","105","1.9","1520","27.7"
"3541045","Saugeen Shores","Town","Ontario","35","41","","5.1","00000","2016","6025","100","2275","37.8","1390","23.1","390","6.5","65","1.1","100","1.7","105","1.7","1705","28.3"
"3541055","South Bruce Peninsula","Town","Ontario","35","41","","5.4","00000","2011","3650","100","1410","38.6","790","21.6","235","6.4","65","1.8","80","2.2","80","2.2","985","27"
"3541055","South Bruce Peninsula","Town","Ontario","35","41","","5.4","00000","2016","3740","100","1490","39.8","710","19","255","6.8","70","1.9","70","1.9","80","2.1","1075","28.7"
"3542004","West Grey","Municipality","Ontario","35","42","","4.6","00000","2011","4870","100","1800","37","1350","27.7","290","6","100","2.1","125","2.6","105","2.2","1100","22.6"
"3542004","West Grey","Municipality","Ontario","35","42","","4.6","00000","2016","5070","100","1905","37.6","1335","26.3","290","5.7","100","2","135","2.7","105","2.1","1215","24"
"3542005","Southgate","Township","Ontario","35","42","","4.6","00000","2011","2620","100","830","31.7","885","33.8","165","6.3","60","2.3","100","3.8","60","2.3","530","20.2"
"3542005","Southgate","Township","Ontario","35","42","","4.6","00000","2016","2710","100","840","31","855","31.5","190","7","65","2.4","115","4.2","65","2.4","575","21.2"
"3542015","Grey Highlands","Municipality","Ontario","35","42","","4.7","00000","2011","3755","100","1310","34.9","1040","27.7","235","6.3","90","2.4","115","3.1","75","2","895","23.8"
"3542015","Grey Highlands","Municipality","Ontario","35","42","","4.7","00000","2016","3905","100","1385","35.5","1025","26.2","250","6.4","95","2.4","115","2.9","100","2.6","925","23.7"
"3542029","Hanover","Town","Ontario","35","42","","6.0","00000","2011","3165","100","970","30.6","730","23.1","250","7.9","40","1.3","75","2.4","85","2.7","1000","31.6"
"3542029","Hanover","Town","Ontario","35","42","","6.0","00000","2016","3335","100","1020","30.6","685","20.5","295","8.8","50","1.5","80","2.4","85","2.5","1120","33.6"
"3542037","Chatsworth","Township","Ontario","35","42","","5.4","00000","2011","2465","100","965","39.1","710","28.8","155","6.3","40","1.6","75","3","45","1.8","480","19.5"
"3542037","Chatsworth","Township","Ontario","35","42","","5.4","00000","2016","2550","100","990","38.8","730","28.6","140","5.5","65","2.5","55","2.2","50","2","520","20.4"
"3542045","The Blue Mountains","Town","Ontario","35","42","","4.9","00000","2011","2845","100","1165","40.9","605","21.3","150","5.3","35","1.2","60","2.1","65","2.3","770","27.1"
"3542045","The Blue Mountains","Town","Ontario","35","42","","4.9","00000","2016","3270","100","1385","42.4","620","19","160","4.9","35","1.1","45","1.4","85","2.6","945","28.9"
"3542047","Meaford","Municipality","Ontario","35","42","","4.1","00000","2011","4635","100","1810","39.1","1130","24.4","330","7.1","70","1.5","120","2.6","75","1.6","1100","23.7"
"3542047","Meaford","Municipality","Ontario","35","42","","4.1","00000","2016","4830","100","1895","39.2","1065","22","295","6.1","75","1.6","115","2.4","110","2.3","1275","26.4"
"3542053","Georgian Bluffs","Township","Ontario","35","42","566","4.0","00000","2011","4090","100","1665","40.7","1280","31.3","195","4.8","75","1.8","105","2.6","65","1.6","705","17.2"
"3542053","Georgian Bluffs","Township","Ontario","35","42","566","4.0","00000","2016","4260","100","1745","41","1220","28.6","220","5.2","65","1.5","110","2.6","75","1.8","820","19.2"
"3542059","Owen Sound","City","Ontario","35","42","566","5.5","00000","2011","9610","100","2595","27","1965","20.4","985","10.2","125","1.3","240","2.5","290","3","3410","35.5"
"3542059","Owen Sound","City","Ontario","35","42","566","5.5","00000","2016","9630","100","2560","26.6","1790","18.6","1000","10.4","140","1.5","245","2.5","310","3.2","3585","37.2"
"3543003","Adjala-Tosorontio","Township","Ontario","35","43","","4.5","00000","2011","3575","100","1085","30.3","1385","38.7","190","5.3","180","5","170","4.8","70","2","500","14"
"3543003","Adjala-Tosorontio","Township","Ontario","35","43","","4.5","00000","2016","3835","100","1195","31.2","1390","36.2","210","5.5","190","5","195","5.1","70","1.8","585","15.3"
"3543005","Clearview","Township","Ontario","35","43","","5.3","00000","2011","5040","100","1585","31.4","1710","33.9","350","6.9","145","2.9","185","3.7","100","2","965","19.1"
"3543005","Clearview","Township","Ontario","35","43","","5.3","00000","2016","5335","100","1690","31.7","1670","31.3","405","7.6","180","3.4","195","3.7","135","2.5","1060","19.9"
"3543007","New Tecumseth","Town","Ontario","35","43","535","3.0","00000","2011","11310","100","3330","29.4","3590","31.7","1010","8.9","330","2.9","485","4.3","260","2.3","2310","20.4"
"3543007","New Tecumseth","Town","Ontario","35","43","535","3.0","00000","2016","12910","100","3795","29.4","3980","30.8","1150","8.9","430","3.3","545","4.2","340","2.6","2660","20.6"
"3543009","Springwater","Township","Ontario","35","43","568","2.7","00000","2011","6255","100","1860","29.7","2555","40.8","380","6.1","225","3.6","245","3.9","125","2","865","13.8"
"3543009","Springwater","Township","Ontario","35","43","568","2.7","00000","2016","6695","100","2080","31.1","2590","38.7","375","5.6","250","3.7","260","3.9","140","2.1","995","14.9"
"3543014","Bradford West Gwillimbury","Town","Ontario","35","43","535","3.0","00000","2011","9460","100","2335","24.7","3810","40.3","795","8.4","460","4.9","480","5.1","205","2.2","1370","14.5"
"3543014","Bradford West Gwillimbury","Town","Ontario","35","43","535","3.0","00000","2016","11590","100","2545","22","4675","40.3","915","7.9","755","6.5","670","5.8","290","2.5","1735","15"
"3543015","Severn","Township","Ontario","35","43","","4.1","00000","2011","4885","100","1745","35.7","1365","27.9","335","6.9","140","2.9","200","4.1","120","2.5","990","20.3"
"3543015","Severn","Township","Ontario","35","43","","4.1","00000","2016","5435","100","1985","36.5","1405","25.9","335","6.2","165","3","210","3.9","150","2.8","1185","21.8"
"3543017","Innisfil","Town","Ontario","35","43","568","3.6","00000","2011","12165","100","3515","28.9","4040","33.2","995","8.2","490","4","495","4.1","320","2.6","2310","19"
"3543017","Innisfil","Town","Ontario","35","43","568","3.6","00000","2016","13360","100","3770","28.2","4440","33.2","1065","8","635","4.8","650","4.9","365","2.7","2440","18.3"
"3543019","Ramara","Township","Ontario","35","43","","4.2","00000","2011","3785","100","1535","40.6","925","24.4","240","6.3","100","2.6","140","3.7","75","2","765","20.2"
"3543019","Ramara","Township","Ontario","35","43","","4.2","00000","2016","4035","100","1560","38.7","880","21.8","270","6.7","105","2.6","160","4","110","2.7","940","23.3"
"3543021","Essa","Township","Ontario","35","43","","7.4","00100","2011","6405","100","1630","25.4","2455","38.3","510","8","235","3.7","305","4.8","165","2.6","1110","17.3"
"3543021","Essa","Township","Ontario","35","43","","7.4","00100","2016","7175","100","1905","26.6","2630","36.7","590","8.2","305","4.3","320","4.5","175","2.4","1245","17.4"
"3543023","Oro-Medonte","Township","Ontario","35","43","","3.1","00000","2011","7475","100","2630","35.2","2575","34.4","450","6","205","2.7","270","3.6","145","1.9","1205","16.1"
"3543023","Oro-Medonte","Township","Ontario","35","43","","3.1","00000","2016","7990","100","2940","36.8","2555","32","430","5.4","265","3.3","290","3.6","160","2","1355","17"
"3543031","Collingwood","Town","Ontario","35","43","567","4.8","00000","2011","8335","100","2480","29.8","1765","21.2","815","9.8","155","1.9","220","2.6","265","3.2","2645","31.7"
"3543031","Collingwood","Town","Ontario","35","43","567","4.8","00000","2016","9555","100","2960","31","1940","20.3","840","8.8","170","1.8","290","3","340","3.6","3015","31.6"
"3543042","Barrie","City","Ontario","35","43","568","3.5","00000","2011","50070","100","11225","22.4","15710","31.4","5480","10.9","1670","3.3","2675","5.3","2340","4.7","10980","21.9"
"3543042","Barrie","City","Ontario","35","43","568","3.5","00000","2016","52475","100","11595","22.1","15615","29.8","6015","11.5","1975","3.8","2885","5.5","2495","4.8","11890","22.7"
"3543052","Orillia","City","Ontario","35","43","569","4.4","00000","2011","12980","100","3270","25.2","2705","20.8","1535","11.8","310","2.4","525","4","560","4.3","4070","31.4"
"3543052","Orillia","City","Ontario","35","43","569","4.4","00000","2016","13480","100","3455","25.6","2480","18.4","1560","11.6","345","2.6","585","4.3","600","4.5","4455","33"
"3543064","Wasaga Beach","Town","Ontario","35","43","565","4.5","00000","2011","7575","100","3225","42.6","1570","20.7","470","6.2","170","2.2","245","3.2","160","2.1","1730","22.8"
"3543064","Wasaga Beach","Town","Ontario","35","43","565","4.5","00000","2016","9005","100","3795","42.1","1685","18.7","615","6.8","240","2.7","295","3.3","225","2.5","2155","23.9"
"3543068","Tiny","Township","Ontario","35","43","","4.8","00000","2011","4620","100","1755","38","1200","26","310","6.7","90","1.9","155","3.4","100","2.2","1000","21.6"
"3543068","Tiny","Township","Ontario","35","43","","4.8","00000","2016","4900","100","1935","39.5","1150","23.5","310","6.3","120","2.4","155","3.2","120","2.4","1110","22.7"
"3543071","Tay","Township","Ontario","35","43","571","4.4","00000","2011","3940","100","1385","35.2","990","25.1","360","9.1","120","3","160","4.1","115","2.9","810","20.6"
"3543071","Tay","Township","Ontario","35","43","571","4.4","00000","2016","4125","100","1480","35.9","965","23.4","320","7.8","130","3.2","175","4.2","160","3.9","895","21.7"
"3543072","Penetanguishene","Town","Ontario","35","43","571","5.5","00000","2011","3610","100","1110","30.7","845","23.4","370","10.2","95","2.6","120","3.3","95","2.6","975","27"
"3543072","Penetanguishene","Town","Ontario","35","43","571","5.5","00000","2016","3680","100","1135","30.8","765","20.8","360","9.8","95","2.6","140","3.8","105","2.9","1075","29.2"
"3543074","Midland","Town","Ontario","35","43","571","4.4","00000","2011","7165","100","2070","28.9","1495","20.9","825","11.5","150","2.1","265","3.7","210","2.9","2155","30.1"
"3543074","Midland","Town","Ontario","35","43","571","4.4","00000","2016","7375","100","2135","28.9","1410","19.1","900","12.2","150","2","270","3.7","260","3.5","2250","30.5"
"3544002","Gravenhurst","Town","Ontario","35","44","","9.7","00100","2011","4675","100","1605","34.3","965","20.6","380","8.1","75","1.6","180","3.9","160","3.4","1320","28.2"
"3544002","Gravenhurst","Town","Ontario","35","44","","9.7","00100","2016","5015","100","1780","35.5","895","17.8","450","9","115","2.3","200","4","155","3.1","1410","28.1"
"3544018","Bracebridge","Town","Ontario","35","44","","4.5","00000","2011","6290","100","2035","32.4","1630","25.9","485","7.7","140","2.2","215","3.4","170","2.7","1610","25.6"
"3544018","Bracebridge","Town","Ontario","35","44","","4.5","00000","2016","6735","100","2270","33.7","1535","22.8","540","8","150","2.2","200","3","185","2.7","1850","27.5"
"3544042","Huntsville","Town","Ontario","35","44","","4.3","00000","2011","7600","100","2495","32.8","2075","27.3","580","7.6","165","2.2","315","4.1","205","2.7","1765","23.2"
"3544042","Huntsville","Town","Ontario","35","44","","4.3","00000","2016","8110","100","2705","33.4","1995","24.6","640","7.9","190","2.3","330","4.1","240","3","2015","24.8"
"3544053","Muskoka Lakes","Township","Ontario","35","44","","5.7","00000","2011","2630","100","1030","39.2","645","24.5","140","5.3","50","1.9","85","3.2","45","1.7","635","24.1"
"3544053","Muskoka Lakes","Township","Ontario","35","44","","5.7","00000","2016","2915","100","1210","41.5","585","20.1","160","5.5","50","1.7","90","3.1","70","2.4","755","25.9"
"3546015","Minden Hills","Township","Ontario","35","46","","6.0","00000","2011","2495","100","975","39.1","500","20","150","6","45","1.8","90","3.6","75","3","655","26.3"
"3546015","Minden Hills","Township","Ontario","35","46","","6.0","00000","2016","2830","100","1165","41.2","465","16.4","170","6","45","1.6","100","3.5","80","2.8","810","28.6"
"3546024","Dysart et al","Municipality","Ontario","35","46","","6.5","00000","2011","2655","100","1090","41.1","515","19.4","145","5.5","55","2.1","80","3","65","2.4","710","26.7"
"3546024","Dysart et al","Municipality","Ontario","35","46","","6.5","00000","2016","2895","100","1175","40.6","495","17.1","185","6.4","35","1.2","80","2.8","75","2.6","830","28.7"
"3547002","Arnprior","Town","Ontario","35","47","507","4.4","00000","2011","3640","100","970","26.6","745","20.5","400","11","50","1.4","95","2.6","100","2.7","1280","35.2"
"3547002","Arnprior","Town","Ontario","35","47","507","4.4","00000","2016","3910","100","1110","28.4","805","20.6","380","9.7","60","1.5","110","2.8","125","3.2","1315","33.6"
"3547003","McNab/Braeside","Township","Ontario","35","47","507","2.3","00000","2011","2820","100","1015","36","960","34","160","5.7","50","1.8","95","3.4","35","1.2","495","17.6"
"3547003","McNab/Braeside","Township","Ontario","35","47","507","2.3","00000","2016","2885","100","1080","37.4","875","30.3","170","5.9","45","1.6","95","3.3","60","2.1","565","19.6"
"3547048","Renfrew","Town","Ontario","35","47","","5.8","00000","2011","3780","100","985","26.1","685","18.1","415","11","35","0.9","80","2.1","105","2.8","1470","38.9"
"3547048","Renfrew","Town","Ontario","35","47","","5.8","00000","2016","3875","100","1030","26.6","635","16.4","430","11.1","45","1.2","90","2.3","110","2.8","1535","39.6"
"3547056","Whitewater Region","Township","Ontario","35","47","","4.4","00000","2011","2690","100","920","34.2","835","31","165","6.1","50","1.9","75","2.8","40","1.5","600","22.3"
"3547056","Whitewater Region","Township","Ontario","35","47","","4.4","00000","2016","2775","100","950","34.2","785","28.3","180","6.5","55","2","70","2.5","65","2.3","665","24"
"3547064","Pembroke","City","Ontario","35","47","515","5.6","00000","2011","6290","100","1625","25.8","1235","19.6","610","9.7","120","1.9","175","2.8","250","4","2275","36.2"
"3547064","Pembroke","City","Ontario","35","47","515","5.6","00000","2016","6195","100","1570","25.3","1130","18.2","650","10.5","95","1.5","190","3.1","235","3.8","2325","37.5"
"3547075","Laurentian Valley","Township","Ontario","35","47","515","2.4","00000","2011","3650","100","1275","34.9","1220","33.4","255","7","110","3","125","3.4","75","2.1","595","16.3"
