"Geographic code","Geographic name","Global non-response rate","Data quality flag","Year","Sex","Presence and age of children","Total population aged 15 or more (Counts)","Total population aged 15 or more (% Distribution)","Total population aged 15 or more (% Change)","Persons not in a couple (Counts)","Persons not in a couple (% Distribution)","Persons not in a couple (% Change)","Persons in a couple - Total persons in a couple (Counts)","Persons in a couple - Total persons in a couple (% Distribution)","Persons in a couple - Total persons in a couple (% Change)","Persons in a couple - Married spouses - Total (Counts)","Persons in a couple - Married spouses - Total (% Distribution)","Persons in a couple - Married spouses - Total (% Change)","Persons in a couple - Married spouses - Opposite-sex (Counts)","Persons in a couple - Married spouses - Opposite-sex (% Distribution)","Persons in a couple - Married spouses - Opposite-sex (% Change)","Persons in a couple - Married spouses - Same-sex (Counts)","Persons in a couple - Married spouses - Same-sex (% Distribution)","Persons in a couple - Married spouses - Same-sex (% Change)","Persons in a couple - Common-law partners - Total (Counts)","Persons in a couple - Common-law partners - Total (% Distribution)","Persons in a couple - Common-law partners - Total (% Change)","Persons in a couple - Common-law partners - Opposite-sex (Counts)","Persons in a couple - Common-law partners - Opposite-sex (% Distribution)","Persons in a couple - Common-law partners - Opposite-sex (% Change)","Persons in a couple - Common-law partners - Same-sex (Counts)","Persons in a couple - Common-law partners - Same-sex (% Distribution)","Persons in a couple - Common-law partners - Same-sex (% Change)"
"24","Quebec","3.7","20000","2016","Male","With at least one child aged 0 to 14","629825","100","1.1","41400","6.6","21.4","588425","93.4","0","292745","46.5","-11.2","292540","46.4","-11.3","205","0","272.7","295675","46.9","14.2","295390","46.9","14.1","290","0","314.3"
"24","Quebec","3.7","20000","2016","Male","With children 15 years and over only","371100","100","0.4","53165","14.3","21.3","317940","85.7","-2.4","227310","61.3","-16.2","227230","61.2","-16.2","70","0","-50","90625","24.4","66.9","90485","24.4","67.1","140","0","-9.7"
"24","Quebec","3.7","20000","2016","Female","Total, presence and age of children","3374145","100","6.9","1497825","44.4","7.9","1876320","55.6","6.2","1128015","33.4","-2.5","1123545","33.3","-2.8","4465","0.1","293.4","748300","22.2","22.7","733170","21.7","22.3","15135","0.4","45.7"
"24","Quebec","3.7","20000","2016","Female","Without children","2179930","100","11","1212925","55.6","8.9","967005","44.4","13.6","607170","27.9","9.3","603770","27.7","8.8","3395","0.2","288","359840","16.5","21.8","347300","15.9","21.3","12535","0.6","37.5"
"24","Quebec","3.7","20000","2016","Female","With children","1194210","100","0.3","284900","23.9","3.6","909315","76.1","-0.7","520845","43.6","-13.3","519775","43.5","-13.5","1075","0.1","313.5","388465","32.5","23.6","385870","32.3","23.2","2590","0.2","102.3"
"24","Quebec","3.7","20000","2016","Female","With at least one child aged 0 to 14","724855","100","0","133920","18.5","-0.8","590930","81.5","0.2","293420","40.5","-11","292540","40.4","-11.3","880","0.1","329.3","297510","41","14.5","295390","40.8","14.1","2125","0.3","126.1"
"24","Quebec","3.7","20000","2016","Female","With children 15 years and over only","469360","100","0.8","150980","32.2","7.9","318380","67.8","-2.3","227425","48.5","-16.2","227230","48.4","-16.2","190","0","280","90960","19.4","66.9","90485","19.3","67.1","470","0.1","38.2"
"24","Quebec","3.7","20000","2011","Both sexes","Total, presence and age of children","6475940","100","","2799705","43.2","","3676235","56.8","","2286740","35.3","","2279425","35.2","","7310","0.1","","1389495","21.5","","1359935","21","","29560","0.5",""
"24","Quebec","3.7","20000","2011","Both sexes","Without children","4294975","100","","2434190","56.7","","1860780","43.3","","1192280","27.8","","1185735","27.6","","6545","0.2","","668500","15.6","","640990","14.9","","27510","0.6",""
"24","Quebec","3.7","20000","2011","Both sexes","With children","2180965","100","","365515","16.8","","1815450","83.2","","1094460","50.2","","1093690","50.1","","765","0","","720995","33.1","","718945","33","","2050","0.1",""
"24","Quebec","3.7","20000","2011","Both sexes","With at least one child aged 0 to 14","1319610","100","","167135","12.7","","1152475","87.3","","590495","44.7","","589950","44.7","","550","0","","561980","42.6","","560535","42.5","","1445","0.1",""
"24","Quebec","3.7","20000","2011","Both sexes","With children 15 years and over only","861355","100","","198380","23","","662980","77","","503960","58.5","","503740","58.5","","220","0","","159015","18.5","","158415","18.4","","600","0.1",""
"24","Quebec","3.7","20000","2011","Male","Total, presence and age of children","3170390","100","","1329875","41.9","","1840510","58.1","","1143925","36.1","","1139710","35.9","","4210","0.1","","696590","22","","679965","21.4","","16620","0.5",""
"24","Quebec","3.7","20000","2011","Male","Without children","2175860","100","","1242295","57.1","","933565","42.9","","596895","27.4","","592865","27.2","","4020","0.2","","336670","15.5","","320495","14.7","","16180","0.7",""
"24","Quebec","3.7","20000","2011","Male","With children","994525","100","","87580","8.8","","906945","91.2","","547035","55","","546845","55","","190","0","","359910","36.2","","359475","36.1","","440","0",""
"24","Quebec","3.7","20000","2011","Male","With at least one child aged 0 to 14","611740","100","","36160","5.9","","575585","94.1","","295075","48.2","","294975","48.2","","100","0","","280510","45.9","","280270","45.8","","245","0",""
"24","Quebec","3.7","20000","2011","Male","With children 15 years and over only","382790","100","","51425","13.4","","331365","86.6","","251960","65.8","","251875","65.8","","90","0","","79405","20.7","","79210","20.7","","195","0.1",""
"24","Quebec","3.7","20000","2011","Female","Total, presence and age of children","3305550","100","","1469830","44.5","","1835720","55.5","","1142810","34.6","","1139710","34.5","","3100","0.1","","692905","21","","679970","20.6","","12940","0.4",""
"24","Quebec","3.7","20000","2011","Female","Without children","2119115","100","","1191900","56.2","","927215","43.8","","595390","28.1","","592870","28","","2520","0.1","","331825","15.7","","320495","15.1","","11335","0.5",""
"24","Quebec","3.7","20000","2011","Female","With children","1186440","100","","277935","23.4","","908505","76.6","","547425","46.1","","546845","46.1","","575","0","","361080","30.4","","359470","30.3","","1610","0.1",""
"24","Quebec","3.7","20000","2011","Female","With at least one child aged 0 to 14","707875","100","","130980","18.5","","576890","81.5","","295420","41.7","","294975","41.7","","450","0.1","","281470","39.8","","280265","39.6","","1205","0.2",""
"24","Quebec","3.7","20000","2011","Female","With children 15 years and over only","478565","100","","146950","30.7","","331615","69.3","","252000","52.7","","251870","52.6","","130","0","","79610","16.6","","79205","16.6","","405","0.1",""
"24","Quebec","3.7","20000","2006","Both sexes","Total, presence and age of children","6145665","100","","2608100","42.4","","3537565","57.6","","2313860","37.7","","2311340","37.6","","2520","0","","1223705","19.9","","1198855","19.5","","24850","0.4",""
"24","Quebec","3.7","20000","2006","Both sexes","Without children","3963060","100","","2255270","56.9","","1707790","43.1","","1111775","28.1","","1109710","28","","2070","0.1","","596010","15","","572665","14.5","","23350","0.6",""
"24","Quebec","3.7","20000","2006","Both sexes","With children","2182605","100","","352830","16.2","","1829780","83.8","","1202080","55.1","","1201635","55.1","","450","0","","627690","28.8","","626190","28.7","","1500","0.1",""
"24","Quebec","3.7","20000","2006","Both sexes","With at least one child aged 0 to 14","1347495","100","","169075","12.5","","1178415","87.5","","659525","48.9","","659265","48.9","","260","0","","518890","38.5","","517885","38.4","","1005","0.1",""
"24","Quebec","3.7","20000","2006","Both sexes","With children 15 years and over only","835115","100","","183750","22","","651360","78","","542560","65","","542370","64.9","","190","0","","108805","13","","108305","13","","495","0.1",""
"24","Quebec","3.7","20000","2006","Male","Total, presence and age of children","2990695","100","","1219760","40.8","","1770935","59.2","","1157050","38.7","","1155670","38.6","","1380","0","","613885","20.5","","599425","20","","14455","0.5",""
"24","Quebec","3.7","20000","2006","Male","Without children","1998440","100","","1141820","57.1","","856615","42.9","","556050","27.8","","554855","27.8","","1195","0.1","","300570","15","","286335","14.3","","14235","0.7",""
"24","Quebec","3.7","20000","2006","Male","With children","992260","100","","77940","7.9","","914320","92.1","","601005","60.6","","600815","60.6","","185","0","","313315","31.6","","313100","31.6","","225","0",""
"24","Quebec","3.7","20000","2006","Male","With at least one child aged 0 to 14","622800","100","","34110","5.5","","588690","94.5","","329685","52.9","","329635","52.9","","55","0","","259005","41.6","","258940","41.6","","70","0",""
"24","Quebec","3.7","20000","2006","Male","With children 15 years and over only","369460","100","","43830","11.9","","325630","88.1","","271320","73.4","","271185","73.4","","140","0","","54305","14.7","","54155","14.7","","155","0",""
"24","Quebec","3.7","20000","2006","Female","Total, presence and age of children","3154970","100","","1388340","44","","1766630","56","","1156805","36.7","","1155670","36.6","","1135","0","","609820","19.3","","599425","19","","10390","0.3",""
"24","Quebec","3.7","20000","2006","Female","Without children","1964620","100","","1113445","56.7","","851175","43.3","","555730","28.3","","554855","28.2","","875","0","","295440","15","","286330","14.6","","9115","0.5",""
"24","Quebec","3.7","20000","2006","Female","With children","1190345","100","","274890","23.1","","915455","76.9","","601080","50.5","","600815","50.5","","260","0","","314375","26.4","","313095","26.3","","1280","0.1",""
"24","Quebec","3.7","20000","2006","Female","With at least one child aged 0 to 14","724690","100","","134965","18.6","","589720","81.4","","329845","45.5","","329630","45.5","","205","0","","259880","35.9","","258940","35.7","","940","0.1",""
"24","Quebec","3.7","20000","2006","Female","With children 15 years and over only","465655","100","","139920","30","","325730","70","","271240","58.2","","271185","58.2","","50","0","","54495","11.7","","54155","11.6","","340","0.1",""
"24","Quebec","3.7","20000","2001","Both sexes","Total, presence and age of children","5805205","100","","2437280","42","","3367920","58","","2350885","40.5","","2350880","40.5","","","","","1017040","17.5","","996315","17.2","","20725","0.4",""
"24","Quebec","3.7","20000","2001","Both sexes","Without children","3605160","100","","2101680","58.3","","1503480","41.7","","1010370","28","","1010370","28","","","","","493105","13.7","","473705","13.1","","19395","0.5",""
"24","Quebec","3.7","20000","2001","Both sexes","With children","2200040","100","","335595","15.3","","1864445","84.7","","1340510","60.9","","1340510","60.9","","","","","523935","23.8","","522610","23.8","","1325","0.1",""
"24","Quebec","3.7","20000","2001","Both sexes","With at least one child aged 0 to 14","1364100","100","","165715","12.1","","1198385","87.9","","749670","55","","749665","55","","","","","448720","32.9","","447915","32.8","","805","0.1",""
"24","Quebec","3.7","20000","2001","Both sexes","With children 15 years and over only","835940","100","","169880","20.3","","666065","79.7","","590840","70.7","","590845","70.7","","","","","75215","9","","74695","8.9","","525","0.1",""
"24","Quebec","3.7","20000","2001","Male","Total, presence and age of children","2818765","100","","1132475","40.2","","1686295","59.8","","1175440","41.7","","1175440","41.7","","","","","510855","18.1","","498160","17.7","","12690","0.5",""
"24","Quebec","3.7","20000","2001","Male","Without children","1818780","100","","1064450","58.5","","754325","41.5","","505185","27.8","","505185","27.8","","","","","249140","13.7","","236855","13","","12290","0.7",""
"24","Quebec","3.7","20000","2001","Male","With children","999990","100","","68025","6.8","","931960","93.2","","670255","67","","670255","67","","","","","261710","26.2","","261305","26.1","","405","0",""
"24","Quebec","3.7","20000","2001","Male","With at least one child aged 0 to 14","628225","100","","29230","4.7","","599000","95.3","","374830","59.7","","374835","59.7","","","","","224165","35.7","","223960","35.6","","210","0",""
"24","Quebec","3.7","20000","2001","Male","With children 15 years and over only","371760","100","","38795","10.4","","332965","89.6","","295425","79.5","","295420","79.5","","","","","37545","10.1","","37350","10","","190","0.1",""
"24","Quebec","3.7","20000","2001","Female","Total, presence and age of children","2986435","100","","1304805","43.7","","1681630","56.3","","1175440","39.4","","1175440","39.4","","","","","506190","16.9","","498160","16.7","","8030","0.3",""
"24","Quebec","3.7","20000","2001","Female","Without children","1786380","100","","1037235","58.1","","749145","41.9","","505185","28.3","","505185","28.3","","","","","243960","13.7","","236855","13.3","","7105","0.4",""
"24","Quebec","3.7","20000","2001","Female","With children","1200050","100","","267565","22.3","","932485","77.7","","670255","55.9","","670255","55.9","","","","","262230","21.9","","261305","21.8","","925","0.1",""
"24","Quebec","3.7","20000","2001","Female","With at least one child aged 0 to 14","735875","100","","136485","18.5","","599390","81.5","","374835","50.9","","374830","50.9","","","","","224555","30.5","","223960","30.4","","595","0.1",""
"24","Quebec","3.7","20000","2001","Female","With children 15 years and over only","464175","100","","131085","28.2","","333095","71.8","","295425","63.6","","295420","63.6","","","","","37675","8.1","","37350","8","","325","0.1",""
"35","Ontario","3.7","20000","2016","Both sexes","Total, presence and age of children","11038440","100","12.9","4763305","43.2","18.8","6275140","56.8","8.9","5369465","48.6","6.1","5349145","48.5","5.8","20320","0.2","169.7","905670","8.2","29","872825","7.9","29.4","32845","0.3","19.5"
"35","Ontario","3.7","20000","2016","Both sexes","Without children","6975475","100","18.1","4118330","59","18.7","2857150","41","17.3","2306285","33.1","14.3","2290035","32.8","13.9","16245","0.2","162.7","550865","7.9","31.6","521060","7.5","32.4","29800","0.4","19.6"
"35","Ontario","3.7","20000","2016","Both sexes","With children","4062965","100","5","644970","15.9","19.3","3417990","84.1","2.7","3063180","75.4","0.6","3059105","75.3","0.5","4075","0.1","200.7","354810","8.7","25.2","351765","8.7","25.2","3040","0.1","18.1"
"35","Ontario","3.7","20000","2016","Both sexes","With at least one child aged 0 to 14","2291295","100","-2.2","277030","12.1","8.2","2014265","87.9","-3.4","1756685","76.7","-6","1753645","76.5","-6.1","3035","0.1","193.2","257585","11.2","18.6","255535","11.2","18.7","2050","0.1","8.8"
"35","Ontario","3.7","20000","2016","Both sexes","With children 15 years and over only","1771670","100","16.1","367945","20.8","29.2","1403725","79.2","13","1306495","73.7","11.2","1305460","73.7","11.1","1035","0.1","223.4","97225","5.5","46.7","96230","5.4","46.7","995","0.1","44.2"
"35","Ontario","3.7","20000","2016","Male","Total, presence and age of children","5342850","100","13.2","2203580","41.2","19.9","3139270","58.8","8.9","2684520","50.2","6.1","2674570","50.1","5.8","9950","0.2","145.4","454750","8.5","28.9","436415","8.2","29.4","18335","0.3","19.2"
"35","Ontario","3.7","20000","2016","Male","Without children","3509375","100","18.6","2077085","59.2","19.5","1432290","40.8","17.3","1153970","32.9","14.4","1145020","32.6","13.9","8950","0.3","146.6","278320","7.9","31.4","260530","7.4","32.4","17790","0.5","18.4"
"35","Ontario","3.7","20000","2016","Male","With children","1833475","100","4","126495","6.9","27","1706980","93.1","2.7","1530550","83.5","0.6","1529555","83.4","0.5","1000","0.1","132.6","176430","9.6","25.3","175885","9.6","25.2","550","0","54.9"
