"Geographic code","Geographic name","Global non-response rate","Data quality flag","Year","Sex","Presence and age of children","Total population aged 15 or more (Counts)","Total population aged 15 or more (% Distribution)","Total population aged 15 or more (% Change)","Persons not in a couple (Counts)","Persons not in a couple (% Distribution)","Persons not in a couple (% Change)","Persons in a couple - Total persons in a couple (Counts)","Persons in a couple - Total persons in a couple (% Distribution)","Persons in a couple - Total persons in a couple (% Change)","Persons in a couple - Married spouses - Total (Counts)","Persons in a couple - Married spouses - Total (% Distribution)","Persons in a couple - Married spouses - Total (% Change)","Persons in a couple - Married spouses - Opposite-sex (Counts)","Persons in a couple - Married spouses - Opposite-sex (% Distribution)","Persons in a couple - Married spouses - Opposite-sex (% Change)","Persons in a couple - Married spouses - Same-sex (Counts)","Persons in a couple - Married spouses - Same-sex (% Distribution)","Persons in a couple - Married spouses - Same-sex (% Change)","Persons in a couple - Common-law partners - Total (Counts)","Persons in a couple - Common-law partners - Total (% Distribution)","Persons in a couple - Common-law partners - Total (% Change)","Persons in a couple - Common-law partners - Opposite-sex (Counts)","Persons in a couple - Common-law partners - Opposite-sex (% Distribution)","Persons in a couple - Common-law partners - Opposite-sex (% Change)","Persons in a couple - Common-law partners - Same-sex (Counts)","Persons in a couple - Common-law partners - Same-sex (% Distribution)","Persons in a couple - Common-law partners - Same-sex (% Change)"
"12","Nova Scotia","3.9","00000","2016","Both sexes","With at least one child aged 0 to 14","137145","100","-12","23135","16.9","1.8","114010","83.1","-14.4","89615","65.3","-19.9","89370","65.2","-20.1","240","0.2","1500","24395","17.8","14.9","24225","17.7","14.7","170","0.1","70"
"12","Nova Scotia","3.9","00000","2016","Both sexes","With children 15 years and over only","101640","100","-7","23765","23.4","5.4","77875","76.6","-10.2","69770","68.6","-13.5","69710","68.6","-13.6","60","0.1","","8110","8","33.8","8035","7.9","33","75","0.1","200"
"12","Nova Scotia","3.9","00000","2016","Male","Total, presence and age of children","372455","100","3.6","148665","39.9","8.1","223790","60.1","0.8","181285","48.7","-3.3","180555","48.5","-3.6","730","0.2","421.4","42505","11.4","22.7","41255","11.1","22.8","1250","0.3","19.6"
"12","Nova Scotia","3.9","00000","2016","Male","Without children","267370","100","10.6","139360","52.1","7.6","128010","47.9","14.1","101675","38","11.6","101015","37.8","11","660","0.2","371.4","26330","9.8","25.3","25125","9.4","25.6","1205","0.5","19.9"
"12","Nova Scotia","3.9","00000","2016","Male","With children","105085","100","-10.9","9300","8.8","16.1","95785","91.2","-12.8","79610","75.8","-17.3","79535","75.7","-17.4","70","0.1","","16175","15.4","18.8","16130","15.3","18.7","40","0","-11.1"
"12","Nova Scotia","3.9","00000","2016","Male","With at least one child aged 0 to 14","60760","100","-12.9","3885","6.4","20.7","56875","93.6","-14.5","44740","73.6","-20.1","44685","73.5","-20.1","50","0.1","","12135","20","14.6","12110","19.9","14.7","25","0","25"
"12","Nova Scotia","3.9","00000","2016","Male","With children 15 years and over only","44325","100","-7.9","5420","12.2","13.3","38905","87.8","-10.3","34870","78.7","-13.5","34850","78.6","-13.6","20","0","","4035","9.1","32.7","4015","9.1","32.9","15","0","-25"
"12","Nova Scotia","3.9","00000","2016","Female","Total, presence and age of children","402290","100","2.2","177955","44.2","3.7","224340","55.8","1","181590","45.1","-3.1","180560","44.9","-3.6","1035","0.3","639.3","42750","10.6","22.9","41255","10.3","22.8","1495","0.4","26.2"
"12","Nova Scotia","3.9","00000","2016","Female","Without children","268595","100","8.9","140355","52.3","4.5","128240","47.7","14.3","101820","37.9","11.7","101015","37.6","11","800","0.3","540","26415","9.8","25.1","25125","9.4","25.6","1290","0.5","17.3"
"12","Nova Scotia","3.9","00000","2016","Female","With children","133695","100","-9.2","37595","28.1","0.8","96105","71.9","-12.6","79770","59.7","-17.2","79540","59.5","-17.4","230","0.2","1433","16335","12.2","19.5","16135","12.1","18.8","200","0.1","135.3"
"12","Nova Scotia","3.9","00000","2016","Female","With at least one child aged 0 to 14","76390","100","-11.3","19250","25.2","-1.4","57135","74.8","-14.2","44875","58.7","-19.8","44685","58.5","-20.1","195","0.3","1200","12260","16","15.2","12115","15.9","14.7","145","0.2","81.3"
"12","Nova Scotia","3.9","00000","2016","Female","With children 15 years and over only","57310","100","-6.2","18340","32","3.2","38970","68","-10.1","34895","60.9","-13.5","34850","60.8","-13.6","40","0.1","","4075","7.1","34.7","4020","7","33.3","55","0.1",""
"12","Nova Scotia","3.9","00000","2011","Both sexes","Total, presence and age of children","768180","100","","321520","41.9","","446660","58.1","","369745","48.1","","368535","48","","1205","0.2","","76920","10","","74460","9.7","","2460","0.3",""
"12","Nova Scotia","3.9","00000","2011","Both sexes","Without children","517255","100","","274785","53.1","","242470","46.9","","195520","37.8","","194480","37.6","","1040","0.2","","46955","9.1","","44710","8.6","","2240","0.4",""
"12","Nova Scotia","3.9","00000","2011","Both sexes","With children","250925","100","","46735","18.6","","204190","81.4","","174220","69.4","","174055","69.4","","165","0.1","","29970","11.9","","29750","11.9","","220","0.1",""
"12","Nova Scotia","3.9","00000","2011","Both sexes","With at least one child aged 0 to 14","144095","100","","23350","16.2","","120750","83.8","","98090","68.1","","97975","68","","120","0.1","","22665","15.7","","22500","15.6","","160","0.1",""
"12","Nova Scotia","3.9","00000","2011","Both sexes","With children 15 years and over only","106825","100","","23385","21.9","","83440","78.1","","76135","71.3","","76085","71.2","","50","0","","7310","6.8","","7250","6.8","","55","0.1",""
"12","Nova Scotia","3.9","00000","2011","Male","Total, presence and age of children","368580","100","","145435","39.5","","223145","60.5","","184780","50.1","","184270","50","","510","0.1","","38365","10.4","","37225","10.1","","1135","0.3",""
"12","Nova Scotia","3.9","00000","2011","Male","Without children","257495","100","","136325","52.9","","121170","47.1","","97715","37.9","","97240","37.8","","475","0.2","","23450","9.1","","22355","8.7","","1095","0.4",""
"12","Nova Scotia","3.9","00000","2011","Male","With children","111085","100","","9105","8.2","","101975","91.8","","87065","78.4","","87030","78.3","","35","0","","14915","13.4","","14870","13.4","","40","0",""
"12","Nova Scotia","3.9","00000","2011","Male","With at least one child aged 0 to 14","64065","100","","3785","5.9","","60285","94.1","","49010","76.5","","48985","76.5","","20","0","","11275","17.6","","11250","17.6","","25","0",""
"12","Nova Scotia","3.9","00000","2011","Male","With children 15 years and over only","47025","100","","5330","11.3","","41695","88.7","","38055","80.9","","38040","80.9","","10","0","","3640","7.7","","3625","7.7","","15","0",""
"12","Nova Scotia","3.9","00000","2011","Female","Total, presence and age of children","399605","100","","176085","44.1","","223515","55.9","","184960","46.3","","184265","46.1","","695","0.2","","38555","9.6","","37230","9.3","","1330","0.3",""
"12","Nova Scotia","3.9","00000","2011","Female","Without children","259765","100","","138460","53.3","","121305","46.7","","97805","37.7","","97240","37.4","","565","0.2","","23500","9","","22355","8.6","","1145","0.4",""
"12","Nova Scotia","3.9","00000","2011","Female","With children","139840","100","","37625","26.9","","102210","73.1","","87155","62.3","","87025","62.2","","130","0.1","","15055","10.8","","14870","10.6","","180","0.1",""
"12","Nova Scotia","3.9","00000","2011","Female","With at least one child aged 0 to 14","80035","100","","19565","24.4","","60470","75.6","","49080","61.3","","48985","61.2","","95","0.1","","11385","14.2","","11250","14.1","","140","0.2",""
"12","Nova Scotia","3.9","00000","2011","Female","With children 15 years and over only","59805","100","","18060","30.2","","41745","69.8","","38080","63.7","","38040","63.6","","35","0.1","","3665","6.1","","3625","6.1","","40","0.1",""
"12","Nova Scotia","3.9","00000","2006","Both sexes","Total, presence and age of children","753420","100","","309170","41","","444250","59","","374845","49.8","","374560","49.7","","280","0","","69405","9.2","","67175","8.9","","2235","0.3",""
"12","Nova Scotia","3.9","00000","2006","Both sexes","Without children","488255","100","","263875","54","","224375","46","","182255","37.3","","181990","37.3","","265","0.1","","42115","8.6","","40015","8.2","","2105","0.4",""
"12","Nova Scotia","3.9","00000","2006","Both sexes","With children","265165","100","","45290","17.1","","219875","82.9","","192590","72.6","","192570","72.6","","15","0","","27290","10.3","","27160","10.2","","130","0",""
"12","Nova Scotia","3.9","00000","2006","Both sexes","With at least one child aged 0 to 14","155890","100","","22735","14.6","","133160","85.4","","111930","71.8","","111915","71.8","","15","0","","21225","13.6","","21125","13.6","","100","0.1",""
"12","Nova Scotia","3.9","00000","2006","Both sexes","With children 15 years and over only","109270","100","","22555","20.6","","86720","79.4","","80660","73.8","","80655","73.8","","0","0","","6060","5.5","","6040","5.5","","25","0",""
"12","Nova Scotia","3.9","00000","2006","Male","Total, presence and age of children","359605","100","","137550","38.3","","222055","61.7","","187420","52.1","","187285","52.1","","140","0","","34635","9.6","","33585","9.3","","1045","0.3",""
"12","Nova Scotia","3.9","00000","2006","Male","Without children","241685","100","","129540","53.6","","112150","46.4","","91135","37.7","","90995","37.7","","140","0.1","","21010","8.7","","20005","8.3","","1005","0.4",""
"12","Nova Scotia","3.9","00000","2006","Male","With children","117920","100","","8010","6.8","","109905","93.2","","96285","81.7","","96290","81.7","","0","0","","13620","11.6","","13585","11.5","","45","0",""
"12","Nova Scotia","3.9","00000","2006","Male","With at least one child aged 0 to 14","69760","100","","3220","4.6","","66540","95.4","","55960","80.2","","55960","80.2","","0","0","","10585","15.2","","10560","15.1","","20","0",""
"12","Nova Scotia","3.9","00000","2006","Male","With children 15 years and over only","48150","100","","4785","9.9","","43365","90.1","","40330","83.8","","40325","83.7","","0","0","","3040","6.3","","3020","6.3","","20","0",""
"12","Nova Scotia","3.9","00000","2006","Female","Total, presence and age of children","393815","100","","171620","43.6","","222195","56.4","","187425","47.6","","187280","47.6","","140","0","","34775","8.8","","33590","8.5","","1185","0.3",""
"12","Nova Scotia","3.9","00000","2006","Female","Without children","246565","100","","134340","54.5","","112230","45.5","","91120","37","","90995","36.9","","125","0.1","","21110","8.6","","20005","8.1","","1100","0.4",""
"12","Nova Scotia","3.9","00000","2006","Female","With children","147250","100","","37280","25.3","","109970","74.7","","96305","65.4","","96285","65.4","","15","0","","13670","9.3","","13580","9.2","","85","0.1",""
"12","Nova Scotia","3.9","00000","2006","Female","With at least one child aged 0 to 14","86125","100","","19515","22.7","","66615","77.3","","55975","65","","55960","65","","15","0","","10640","12.4","","10560","12.3","","80","0.1",""
"12","Nova Scotia","3.9","00000","2006","Female","With children 15 years and over only","61125","100","","17770","29.1","","43355","70.9","","40325","66","","40325","66","","0","0","","3025","4.9","","3015","4.9","","0","0",""
"12","Nova Scotia","3.9","00000","2001","Both sexes","Total, presence and age of children","730240","100","","292700","40.1","","437540","59.9","","377615","51.7","","377610","51.7","","","","","59930","8.2","","58220","8","","1710","0.2",""
"12","Nova Scotia","3.9","00000","2001","Both sexes","Without children","450945","100","","248560","55.1","","202380","44.9","","167860","37.2","","167865","37.2","","","","","34520","7.7","","33045","7.3","","1475","0.3",""
"12","Nova Scotia","3.9","00000","2001","Both sexes","With children","279295","100","","44140","15.8","","235160","84.2","","209750","75.1","","209750","75.1","","","","","25410","9.1","","25175","9","","235","0.1",""
"12","Nova Scotia","3.9","00000","2001","Both sexes","With at least one child aged 0 to 14","173040","100","","23940","13.8","","149095","86.2","","128345","74.2","","128350","74.2","","","","","20750","12","","20560","11.9","","185","0.1",""
"12","Nova Scotia","3.9","00000","2001","Both sexes","With children 15 years and over only","106260","100","","20195","19","","86060","81","","81405","76.6","","81400","76.6","","","","","4660","4.4","","4610","4.3","","50","0",""
"12","Nova Scotia","3.9","00000","2001","Male","Total, presence and age of children","349740","100","","131050","37.5","","218685","62.5","","188810","54","","188805","54","","","","","29885","8.5","","29110","8.3","","775","0.2",""
"12","Nova Scotia","3.9","00000","2001","Male","Without children","224800","100","","123610","55","","101190","45","","83930","37.3","","83930","37.3","","","","","17260","7.7","","16525","7.4","","735","0.3",""
"12","Nova Scotia","3.9","00000","2001","Male","With children","124940","100","","7440","6","","117495","94","","104875","83.9","","104875","83.9","","","","","12620","10.1","","12590","10.1","","35","0",""
"12","Nova Scotia","3.9","00000","2001","Male","With at least one child aged 0 to 14","77595","100","","3105","4","","74490","96","","64175","82.7","","64175","82.7","","","","","10315","13.3","","10285","13.3","","35","0",""
"12","Nova Scotia","3.9","00000","2001","Male","With children 15 years and over only","47345","100","","4335","9.2","","43005","90.8","","40700","86","","40700","86","","","","","2310","4.9","","2305","4.9","","0","0",""
"12","Nova Scotia","3.9","00000","2001","Female","Total, presence and age of children","380500","100","","161645","42.5","","218850","57.5","","188805","49.6","","188805","49.6","","","","","30045","7.9","","29105","7.6","","935","0.2",""
"12","Nova Scotia","3.9","00000","2001","Female","Without children","226140","100","","124950","55.3","","101190","44.7","","83930","37.1","","83930","37.1","","","","","17255","7.6","","16525","7.3","","735","0.3",""
"12","Nova Scotia","3.9","00000","2001","Female","With children","154355","100","","36695","23.8","","117660","76.2","","104875","67.9","","104875","67.9","","","","","12785","8.3","","12590","8.2","","200","0.1",""
"12","Nova Scotia","3.9","00000","2001","Female","With at least one child aged 0 to 14","95440","100","","20835","21.8","","74605","78.2","","64175","67.2","","64175","67.2","","","","","10435","10.9","","10280","10.8","","150","0.2",""
"12","Nova Scotia","3.9","00000","2001","Female","With children 15 years and over only","58910","100","","15860","26.9","","43055","73.1","","40700","69.1","","40700","69.1","","","","","2355","4","","2305","3.9","","50","0.1",""
"13","New Brunswick","3.9","00000","2016","Both sexes","Total, presence and age of children","620395","100","3.6","247035","39.8","5.4","373360","60.2","2.5","295800","47.7","-2.2","294735","47.5","-2.5","1070","0.2","328","77555","12.5","25.1","75750","12.2","24.8","1805","0.3","39.9"
"13","New Brunswick","3.9","00000","2016","Both sexes","Without children","422095","100","10.7","210850","50","6.1","211245","50","15.7","167870","39.8","14.3","166965","39.6","13.8","905","0.2","364.1","43370","10.3","21.4","41730","9.9","20.8","1640","0.4","39.6"
"13","New Brunswick","3.9","00000","2016","Both sexes","With children","198300","100","-8.8","36185","18.2","1.7","162110","81.7","-10.8","127925","64.5","-17.8","127770","64.4","-17.8","155","0.1","181.8","34185","17.2","30.2","34020","17.2","30.1","165","0.1","43.5"
"13","New Brunswick","3.9","00000","2016","Both sexes","With at least one child aged 0 to 14","114860","100","-10.1","18010","15.7","-0.9","96850","84.3","-11.7","70930","61.8","-20","70825","61.7","-20","105","0.1","90.9","25915","22.6","23.3","25795","22.5","23.1","120","0.1","60"
"13","New Brunswick","3.9","00000","2016","Both sexes","With children 15 years and over only","83435","100","-6.9","18175","21.8","4.3","65260","78.2","-9.6","57000","68.3","-14.8","56940","68.2","-14.9","55","0.1","","8270","9.9","57.8","8225","9.9","58.2","45","0.1","12.5"
"13","New Brunswick","3.9","00000","2016","Male","Total, presence and age of children","301650","100","4.4","115190","38.2","7.9","186455","61.8","2.4","147780","49","-2.3","147365","48.9","-2.5","415","0.1","186.2","38675","12.8","25.2","37875","12.6","24.8","800","0.3","46.8"
"13","New Brunswick","3.9","00000","2016","Male","Without children","213160","100","11.3","107660","50.5","7.3","105500","49.5","15.6","83870","39.3","14.1","83485","39.2","13.8","390","0.2","178.6","21630","10.1","21.5","20865","9.8","20.8","765","0.4","45.7"
"13","New Brunswick","3.9","00000","2016","Male","With children","88485","100","-9","7530","8.5","17","80955","91.5","-10.9","63910","72.2","-17.8","63885","72.2","-17.8","25","0","","17045","19.3","30.2","17010","19.2","30.1","35","0","75"
"13","New Brunswick","3.9","00000","2016","Male","With at least one child aged 0 to 14","51495","100","-10.8","3155","6.1","7.5","48340","93.9","-11.8","35430","68.8","-20","35415","68.8","-20","15","0","50","12915","25.1","23.2","12900","25.1","23.2","20","0","100"
"13","New Brunswick","3.9","00000","2016","Male","With children 15 years and over only","36990","100","-6.5","4375","11.8","25.2","32610","88.2","-9.6","28485","77","-14.9","28470","77","-14.9","15","0","","4130","11.2","58.2","4115","11.1","58.3","20","0.1","33.3"
"13","New Brunswick","3.9","00000","2016","Female","Total, presence and age of children","318745","100","2.9","131840","41.4","3.4","186900","58.6","2.5","148020","46.4","-2.1","147365","46.2","-2.5","650","0.2","519","38885","12.2","25","37875","11.9","24.8","1005","0.3","34"
"13","New Brunswick","3.9","00000","2016","Female","Without children","208930","100","10.1","103190","49.4","4.9","105745","50.6","15.8","84000","40.2","14.5","83485","40","13.8","520","0.2","845.5","21740","10.4","21.2","20870","10","20.8","870","0.4","33.8"
"13","New Brunswick","3.9","00000","2016","Female","With children","109815","100","-8.6","28650","26.1","-1.7","81160","73.9","-10.8","64020","58.3","-17.7","63885","58.2","-17.8","135","0.1","200","17145","15.6","30.2","17010","15.5","30.1","130","0.1","30"
"13","New Brunswick","3.9","00000","2016","Female","With at least one child aged 0 to 14","63365","100","-9.6","14855","23.4","-2.4","48510","76.6","-11.6","35505","56","-19.9","35415","55.9","-20","95","0.1","111.1","13000","20.5","23.3","12900","20.4","23.2","100","0.2","42.9"
"13","New Brunswick","3.9","00000","2016","Female","With children 15 years and over only","46450","100","-7.1","13795","29.7","-0.9","32655","70.3","-9.5","28510","61.4","-14.8","28475","61.3","-14.9","40","0.1","","4140","8.9","57.4","4115","8.9","58.3","25","0.1","0"
"13","New Brunswick","3.9","00000","2011","Both sexes","Total, presence and age of children","622300","100","","245495","39.4","","376805","60.6","","304915","49","","304140","48.9","","770","0.1","","71895","11.6","","70235","11.3","","1660","0.3",""
"13","New Brunswick","3.9","00000","2011","Both sexes","Without children","413775","100","","209310","50.6","","204465","49.4","","164150","39.7","","163490","39.5","","660","0.2","","40315","9.7","","38830","9.4","","1490","0.4",""
"13","New Brunswick","3.9","00000","2011","Both sexes","With children","208530","100","","36185","17.4","","172340","82.6","","140765","67.5","","140650","67.4","","110","0.1","","31575","15.1","","31405","15.1","","175","0.1",""
"13","New Brunswick","3.9","00000","2011","Both sexes","With at least one child aged 0 to 14","120855","100","","18180","15","","102675","85","","78505","65","","78445","64.9","","60","0","","24170","20","","24075","19.9","","100","0.1",""
"13","New Brunswick","3.9","00000","2011","Both sexes","With children 15 years and over only","87670","100","","18005","20.5","","69665","79.5","","62260","71","","62210","71","","55","0.1","","7405","8.4","","7330","8.4","","75","0.1",""
"13","New Brunswick","3.9","00000","2011","Male","Total, presence and age of children","301630","100","","113320","37.6","","188310","62.4","","152430","50.5","","152070","50.4","","360","0.1","","35875","11.9","","35120","11.6","","760","0.3",""
"13","New Brunswick","3.9","00000","2011","Male","Without children","208105","100","","105875","50.9","","102230","49.1","","82080","39.4","","81745","39.3","","340","0.2","","20150","9.7","","19415","9.3","","735","0.4",""
"13","New Brunswick","3.9","00000","2011","Male","With children","93520","100","","7450","8","","86075","92","","70350","75.2","","70330","75.2","","25","0","","15725","16.8","","15700","16.8","","20","0",""
"13","New Brunswick","3.9","00000","2011","Male","With at least one child aged 0 to 14","54385","100","","3105","5.7","","51280","94.3","","39230","72.1","","39220","72.1","","10","0","","12045","22.1","","12035","22.1","","10","0",""
"13","New Brunswick","3.9","00000","2011","Male","With children 15 years and over only","39140","100","","4350","11.1","","34795","88.9","","31115","79.5","","31105","79.5","","15","0","","3680","9.4","","3665","9.4","","10","0",""
"13","New Brunswick","3.9","00000","2011","Female","Total, presence and age of children","320675","100","","132175","41.2","","188500","58.8","","152480","47.5","","152070","47.4","","410","0.1","","36020","11.2","","35115","11","","900","0.3",""
"13","New Brunswick","3.9","00000","2011","Female","Without children","205675","100","","103435","50.3","","102230","49.7","","82070","39.9","","81745","39.7","","325","0.2","","20165","9.8","","19410","9.4","","750","0.4",""
"13","New Brunswick","3.9","00000","2011","Female","With children","115000","100","","28735","25","","86265","75","","70415","61.2","","70330","61.2","","85","0.1","","15855","13.8","","15700","13.7","","155","0.1",""
"13","New Brunswick","3.9","00000","2011","Female","With at least one child aged 0 to 14","66475","100","","15075","22.7","","51395","77.3","","39270","59.1","","39225","59","","50","0.1","","12125","18.2","","12035","18.1","","85","0.1",""
"13","New Brunswick","3.9","00000","2011","Female","With children 15 years and over only","48530","100","","13660","28.1","","34870","71.9","","31145","64.2","","31105","64.1","","40","0.1","","3730","7.7","","3665","7.6","","65","0.1",""
"13","New Brunswick","3.9","00000","2006","Both sexes","Total, presence and age of children","598695","100","","234280","39.1","","364420","60.9","","302420","50.5","","302170","50.5","","250","0","","61995","10.4","","60705","10.1","","1290","0.2",""
"13","New Brunswick","3.9","00000","2006","Both sexes","Without children","381300","100","","198695","52.1","","182600","47.9","","146865","38.5","","146675","38.5","","195","0.1","","35735","9.4","","34555","9.1","","1175","0.3",""
"13","New Brunswick","3.9","00000","2006","Both sexes","With children","217400","100","","35585","16.4","","181815","83.6","","155550","71.6","","155495","71.5","","55","0","","26265","12.1","","26145","12","","115","0.1",""
"13","New Brunswick","3.9","00000","2006","Both sexes","With at least one child aged 0 to 14","127815","100","","18165","14.2","","109655","85.8","","88630","69.3","","88575","69.3","","55","0","","21025","16.4","","20950","16.4","","75","0.1",""
"13","New Brunswick","3.9","00000","2006","Both sexes","With children 15 years and over only","89585","100","","17420","19.4","","72165","80.6","","66920","74.7","","66925","74.7","","0","0","","5240","5.8","","5200","5.8","","40","0",""
"13","New Brunswick","3.9","00000","2006","Male","Total, presence and age of children","288865","100","","106735","36.9","","182130","63.1","","151235","52.4","","151085","52.3","","145","0.1","","30900","10.7","","30350","10.5","","545","0.2",""
"13","New Brunswick","3.9","00000","2006","Male","Without children","191580","100","","100300","52.4","","91280","47.6","","73480","38.4","","73335","38.3","","140","0.1","","17805","9.3","","17275","9","","525","0.3",""
"13","New Brunswick","3.9","00000","2006","Male","With children","97285","100","","6435","6.6","","90850","93.4","","77755","79.9","","77750","79.9","","0","0","","13090","13.5","","13075","13.4","","20","0",""
"13","New Brunswick","3.9","00000","2006","Male","With at least one child aged 0 to 14","57710","100","","2935","5.1","","54780","94.9","","44295","76.8","","44285","76.7","","10","0","","10480","18.2","","10475","18.2","","10","0",""
"13","New Brunswick","3.9","00000","2006","Male","With children 15 years and over only","39570","100","","3495","8.8","","36070","91.2","","33465","84.6","","33460","84.6","","0","0","","2610","6.6","","2600","6.6","","15","0",""
"13","New Brunswick","3.9","00000","2006","Female","Total, presence and age of children","309830","100","","127545","41.2","","182290","58.8","","151185","48.8","","151085","48.8","","105","0","","31100","10","","30350","9.8","","750","0.2",""
"13","New Brunswick","3.9","00000","2006","Female","Without children","189720","100","","98395","51.9","","91325","48.1","","73390","38.7","","73340","38.7","","55","0","","17930","9.5","","17280","9.1","","650","0.3",""
"13","New Brunswick","3.9","00000","2006","Female","With children","120115","100","","29150","24.3","","90965","75.7","","77795","64.8","","77750","64.7","","45","0","","13170","11","","13075","10.9","","100","0.1",""
"13","New Brunswick","3.9","00000","2006","Female","With at least one child aged 0 to 14","70100","100","","15225","21.7","","54875","78.3","","44330","63.2","","44285","63.2","","45","0.1","","10545","15","","10475","14.9","","70","0.1",""
"13","New Brunswick","3.9","00000","2006","Female","With children 15 years and over only","50015","100","","13925","27.8","","36085","72.1","","33465","66.9","","33460","66.9","","0","0","","2630","5.3","","2600","5.2","","25","0",""
"13","New Brunswick","3.9","00000","2001","Both sexes","Total, presence and age of children","587245","100","","226260","38.5","","360980","61.5","","305525","52","","305520","52","","","","","55455","9.4","","54440","9.3","","1015","0.2",""
"13","New Brunswick","3.9","00000","2001","Both sexes","Without children","354060","100","","191650","54.1","","162415","45.9","","132835","37.5","","132835","37.5","","","","","29580","8.4","","28685","8.1","","890","0.3",""
"13","New Brunswick","3.9","00000","2001","Both sexes","With children","233185","100","","34610","14.8","","198570","85.2","","172690","74.1","","172685","74.1","","","","","25885","11.1","","25760","11","","125","0.1",""
"13","New Brunswick","3.9","00000","2001","Both sexes","With at least one child aged 0 to 14","142045","100","","17485","12.3","","124560","87.7","","102945","72.5","","102945","72.5","","","","","21620","15.2","","21525","15.2","","90","0.1",""
"13","New Brunswick","3.9","00000","2001","Both sexes","With children 15 years and over only","91135","100","","17125","18.8","","74005","81.2","","69745","76.5","","69745","76.5","","","","","4260","4.7","","4230","4.6","","40","0",""
"13","New Brunswick","3.9","00000","2001","Male","Total, presence and age of children","284120","100","","103635","36.5","","180480","63.5","","152765","53.8","","152760","53.8","","","","","27715","9.8","","27220","9.6","","495","0.2",""
"13","New Brunswick","3.9","00000","2001","Male","Without children","178320","100","","97100","54.5","","81225","45.6","","66420","37.2","","66415","37.2","","","","","14805","8.3","","14340","8","","465","0.3",""
"13","New Brunswick","3.9","00000","2001","Male","With children","105795","100","","6535","6.2","","99255","93.8","","86345","81.6","","86340","81.6","","","","","12910","12.2","","12880","12.2","","35","0",""
"13","New Brunswick","3.9","00000","2001","Male","With at least one child aged 0 to 14","64945","100","","2700","4.2","","62250","95.9","","51475","79.3","","51475","79.3","","","","","10770","16.6","","10765","16.6","","10","0",""
"13","New Brunswick","3.9","00000","2001","Male","With children 15 years and over only","40850","100","","3840","9.4","","37010","90.6","","34875","85.4","","34870","85.4","","","","","2135","5.2","","2115","5.2","","20","0",""
"13","New Brunswick","3.9","00000","2001","Female","Total, presence and age of children","303130","100","","122625","40.5","","180505","59.5","","152760","50.4","","152765","50.4","","","","","27740","9.2","","27220","9","","520","0.2",""
"13","New Brunswick","3.9","00000","2001","Female","Without children","175735","100","","94550","53.8","","81190","46.2","","66415","37.8","","66415","37.8","","","","","14775","8.4","","14340","8.2","","430","0.2",""
"13","New Brunswick","3.9","00000","2001","Female","With children","127390","100","","28075","22","","99315","78","","86345","67.8","","86345","67.8","","","","","12970","10.2","","12875","10.1","","95","0.1",""
"13","New Brunswick","3.9","00000","2001","Female","With at least one child aged 0 to 14","77105","100","","14790","19.2","","62320","80.8","","51470","66.8","","51470","66.8","","","","","10845","14.1","","10765","14","","80","0.1",""
"13","New Brunswick","3.9","00000","2001","Female","With children 15 years and over only","50285","100","","13285","26.4","","37000","73.6","","34870","69.3","","34870","69.3","","","","","2130","4.2","","2110","4.2","","15","0",""
"24","Quebec","3.7","20000","2016","Both sexes","Total, presence and age of children","6634300","100","8","2878100","43.4","10.4","3756195","56.6","6.2","2256715","34","-2.5","2247095","33.9","-2.8","9615","0.1","281.5","1499480","22.6","22.5","1466340","22.1","22.3","33135","0.5","33.3"
"24","Quebec","3.7","20000","2016","Both sexes","Without children","4439160","100","12","2498640","56.3","10.8","1940520","43.7","13.6","1215815","27.4","9.4","1207545","27.2","8.8","8265","0.2","299.3","724710","16.3","21.6","694595","15.6","21.3","30110","0.7","29"
"24","Quebec","3.7","20000","2016","Both sexes","With children","2195140","100","0.6","379465","17.3","7.5","1815670","82.7","-0.8","1040900","47.4","-13.4","1039545","47.4","-13.5","1355","0.1","201.1","774775","35.3","23.4","771745","35.2","23.2","3025","0.1","101.7"
"24","Quebec","3.7","20000","2016","Both sexes","With at least one child aged 0 to 14","1354675","100","0.5","175320","12.9","3.7","1179350","87.1","0.1","586165","43.3","-11.1","585080","43.2","-11.3","1085","0.1","317.3","593185","43.8","14.3","590775","43.6","14.1","2410","0.2","139.8"
"24","Quebec","3.7","20000","2016","Both sexes","With children 15 years and over only","840460","100","0.6","204140","24.3","11.1","636320","75.7","-2.3","454735","54.1","-16.2","454465","54.1","-16.2","265","0","39.5","181585","21.6","66.9","180970","21.5","67.1","615","0.1","24.2"
"24","Quebec","3.7","20000","2016","Male","Total, presence and age of children","3260155","100","9","1380280","42.3","13.2","1879875","57.7","6.2","1128700","34.6","-2.5","1123545","34.5","-2.8","5150","0.2","273.2","751175","23","22.4","733170","22.5","22.3","18005","0.6","24.6"
"24","Quebec","3.7","20000","2016","Male","Without children","2259230","100","13","1285715","56.9","12.6","973515","43.1","13.6","608645","26.9","9.5","603770","26.7","8.8","4870","0.2","307.5","364875","16.2","21.4","347295","15.4","21.3","17575","0.8","23.5"
"24","Quebec","3.7","20000","2016","Male","With children","1000920","100","0.9","94565","9.4","21.3","906360","90.6","-0.9","520055","52","-13.5","519775","51.9","-13.5","280","0","51.4","386305","38.6","23.3","385875","38.6","23.2","435","0","93.3"
