Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016)
2431,Les Appalaches,Municipalité régionale de comté,Quebec,24,4.7,00000,Female,21295,2805,12205,6285,1015,21860,2755,13465,5640,845,22060,2785,14215,5065,605,100,13.2,57.3,29.5,4.8,100,12.6,61.6,25.8,3.9,100,12.6,64.4,23,2.7,-2.6,1.8,-9.4,11.4,20.1,-3.5,0.7,-14.1,24.1,67.8
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4.0,00000,Both sexes,23425,3870,14350,5200,570,23365,3755,15150,4465,550,23160,3890,15360,3910,440,100,16.5,61.3,22.2,2.4,100,16.1,64.8,19.1,2.4,100,16.8,66.3,16.9,1.9,0.3,3.1,-5.3,16.5,3.6,1.1,-0.5,-6.6,33,29.5
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4.0,00000,Male,11845,2000,7410,2435,175,11750,1920,7835,1995,185,11535,1980,7835,1720,130,100,16.9,62.6,20.6,1.5,100,16.3,66.7,17,1.6,100,17.2,67.9,14.9,1.1,0.8,4.2,-5.4,22.1,-5.4,2.7,1,-5.4,41.6,34.6
2432,L'Érable,Municipalité régionale de comté,Quebec,24,4.0,00000,Female,11580,1870,6940,2775,395,11615,1830,7320,2470,365,11625,1910,7520,2190,310,100,16.1,59.9,24,3.4,100,15.8,63,21.3,3.1,100,16.4,64.7,18.8,2.7,-0.3,2.2,-5.2,12.3,8.2,-0.4,-2.1,-7.7,26.7,27.4
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,00000,Both sexes,31740,5675,20310,5760,635,29615,5100,19760,4760,535,27425,4750,18705,3970,465,100,17.9,64,18.1,2,100,17.2,66.7,16.1,1.8,100,17.3,68.2,14.5,1.7,7.2,11.3,2.8,21,18.7,15.7,19.5,8.6,45.1,36.6
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,00000,Male,16300,2920,10640,2735,200,15140,2615,10305,2215,175,13965,2425,9715,1830,145,100,17.9,65.3,16.8,1.2,100,17.3,68.1,14.6,1.2,100,17.4,69.6,13.1,1,7.7,11.7,3.3,23.5,14.3,16.7,20.4,9.5,49.5,37.9
2433,Lotbinière,Municipalité régionale de comté,Quebec,24,3.1,00000,Female,15440,2750,9665,3025,435,14475,2480,9450,2545,360,13460,2325,8990,2140,320,100,17.8,62.6,19.6,2.8,100,17.1,65.3,17.6,2.5,100,17.3,66.8,15.9,2.4,6.7,10.9,2.3,18.9,20.8,14.7,18.3,7.5,41.4,35.9
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,00000,Both sexes,53010,8545,33370,11090,1305,49370,7290,32860,9220,1055,46510,6885,31595,8025,830,100,16.1,63,20.9,2.5,100,14.8,66.6,18.7,2.1,100,14.8,67.9,17.3,1.8,7.4,17.2,1.6,20.3,23.7,14,24.1,5.6,38.2,57.2
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,00000,Male,26720,4310,17165,5240,430,24800,3685,16905,4210,325,23265,3475,16265,3520,240,100,16.1,64.2,19.6,1.6,100,14.9,68.2,17,1.3,100,14.9,69.9,15.1,1,7.7,17,1.5,24.5,32.3,14.9,24,5.5,48.9,79.2
2434,Portneuf,Municipalité régionale de comté,Quebec,24,3.7,00000,Female,26290,4235,16205,5850,875,24570,3605,15955,5015,735,23250,3410,15325,4505,590,100,16.1,61.6,22.3,3.3,100,14.7,64.9,20.4,3,100,14.7,65.9,19.4,2.5,7,17.5,1.6,16.7,19,13.1,24.2,5.7,29.9,48.3
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4.0,00000,Both sexes,12360,1480,7190,3690,455,12925,1490,8190,3240,405,12670,1510,8455,2700,275,100,12,58.2,29.9,3.7,100,11.5,63.4,25.1,3.1,100,11.9,66.7,21.3,2.2,-4.4,-0.7,-12.2,13.9,12.3,-2.4,-2,-15,36.7,65.5
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4.0,00000,Male,6175,760,3605,1810,175,6475,770,4175,1530,145,6375,795,4330,1245,100,100,12.3,58.4,29.3,2.8,100,11.9,64.5,23.6,2.2,100,12.5,67.9,19.5,1.6,-4.6,-1.3,-13.7,18.3,20.7,-3.1,-4.4,-16.7,45.4,75
2435,Mékinac,Municipalité régionale de comté,Quebec,24,4.0,00000,Female,6180,715,3585,1880,280,6450,720,4020,1710,265,6295,715,4120,1460,180,100,11.6,58,30.4,4.5,100,11.2,62.3,26.5,4.1,100,11.4,65.4,23.2,2.9,-4.2,-0.7,-10.8,9.9,5.7,-1.8,0,-13,28.8,55.6
2436,Shawinigan,Territoire équivalent,Quebec,24,4.0,00000,Both sexes,49345,5865,30010,13480,2165,50060,5720,32275,12060,1785,51905,6585,34095,11225,1400,100,11.9,60.8,27.3,4.4,100,11.4,64.5,24.1,3.6,100,12.7,65.7,21.6,2.7,-1.4,2.5,-7,11.8,21.3,-4.9,-10.9,-12,20.1,54.6
2436,Shawinigan,Territoire équivalent,Quebec,24,4.0,00000,Male,23910,3010,15040,5855,680,23965,2935,16065,4965,485,24645,3380,16905,4355,350,100,12.6,62.9,24.5,2.8,100,12.2,67,20.7,2,100,13.7,68.6,17.7,1.4,-0.2,2.6,-6.4,17.9,40.2,-3,-10.9,-11,34.4,94.3
2436,Shawinigan,Territoire équivalent,Quebec,24,4.0,00000,Female,25435,2850,14970,7620,1480,26095,2790,16210,7095,1300,27260,3205,17185,6865,1050,100,11.2,58.9,30,5.8,100,10.7,62.1,27.2,5,100,11.8,63,25.2,3.9,-2.5,2.2,-7.6,7.4,13.8,-6.7,-11.1,-12.9,11,41
2437,Francheville,Census division,Quebec,24,4.3,00000,Both sexes,153030,21500,97100,34430,4655,149205,20040,100030,29130,3810,143270,20920,97865,24485,2800,100,14,63.5,22.5,3,100,13.4,67,19.5,2.6,100,14.6,68.3,17.1,2,2.6,7.3,-2.9,18.2,22.2,6.8,2.8,-0.8,40.6,66.3
2437,Francheville,Census division,Quebec,24,4.3,00000,Male,74360,11155,48070,15130,1455,72385,10290,49825,12270,1035,68750,10645,48335,9775,720,100,15,64.6,20.3,2,100,14.2,68.8,17,1.4,100,15.5,70.3,14.2,1,2.7,8.4,-3.5,23.3,40.6,8.2,4.8,-0.5,54.8,102.1
2437,Francheville,Census division,Quebec,24,4.3,00000,Female,78675,10340,49030,19300,3205,76820,9750,50205,16860,2775,74520,10280,49530,14705,2080,100,13.1,62.3,24.5,4.1,100,12.7,65.4,21.9,3.6,100,13.8,66.5,19.7,2.8,2.4,6.1,-2.3,14.5,15.5,5.6,0.6,-1,31.2,54.1
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,20400,3245,12680,4480,625,20080,3070,13225,3790,510,18805,3060,12650,3090,400,100,15.9,62.2,22,3.1,100,15.3,65.9,18.9,2.5,100,16.3,67.3,16.4,2.1,1.6,5.7,-4.1,18.2,22.5,8.5,6,0.2,45,56.3
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,10355,1675,6515,2160,200,10130,1585,6815,1725,160,9490,1585,6520,1380,130,100,16.2,62.9,20.9,1.9,100,15.6,67.3,17,1.6,100,16.7,68.7,14.5,1.4,2.2,5.7,-4.4,25.2,25,9.1,5.7,-0.1,56.5,53.8
2438,Bécancour,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,10050,1565,6165,2320,420,9950,1485,6410,2060,355,9315,1470,6130,1710,270,100,15.6,61.3,23.1,4.2,100,14.9,64.4,20.7,3.6,100,15.8,65.8,18.4,2.9,1,5.4,-3.8,12.6,18.3,7.9,6.5,0.6,35.7,55.6
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,00000,Both sexes,72015,11895,44910,15205,1890,69235,11430,45715,12095,1520,66245,11445,44885,9920,1155,100,16.5,62.4,21.1,2.6,100,16.5,66,17.5,2.2,100,17.3,67.8,15,1.7,4,4.1,-1.8,25.7,24.3,8.7,3.9,0.1,53.3,63.6
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,00000,Male,35685,6065,22670,6945,630,34280,5865,23050,5360,445,32610,5800,22545,4260,330,100,17,63.5,19.5,1.8,100,17.1,67.2,15.6,1.3,100,17.8,69.1,13.1,1,4.1,3.4,-1.6,29.6,41.6,9.4,4.6,0.6,63,90.9
2439,Arthabaska,Municipalité régionale de comté,Quebec,24,4.4,00000,Female,36335,5825,22245,8260,1260,34960,5560,22665,6730,1075,33640,5640,22340,5665,830,100,16,61.2,22.7,3.5,100,15.9,64.8,19.3,3.1,100,16.8,66.4,16.8,2.5,3.9,4.8,-1.9,22.7,17.2,8,3.3,-0.4,45.8,51.8
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,00000,Both sexes,14290,2265,8245,3775,510,14755,2290,9165,3300,455,14470,2210,9350,2910,325,100,15.9,57.7,26.4,3.6,100,15.5,62.1,22.4,3.1,100,15.3,64.6,20.1,2.2,-3.2,-1.1,-10,14.4,12.1,-1.2,2.5,-11.8,29.7,56.9
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,00000,Male,7155,1200,4185,1775,165,7415,1235,4695,1480,135,7175,1150,4800,1225,95,100,16.8,58.5,24.8,2.3,100,16.7,63.3,20,1.8,100,16,66.9,17.1,1.3,-3.5,-2.8,-10.9,19.9,22.2,-0.3,4.3,-12.8,44.9,73.7
2440,Les Sources,Municipalité régionale de comté,Quebec,24,4.5,00000,Female,7130,1065,4055,2005,350,7340,1050,4470,1820,320,7290,1060,4545,1685,230,100,14.9,56.9,28.1,4.9,100,14.3,60.9,24.8,4.4,100,14.5,62.3,23.1,3.2,-2.9,1.4,-9.3,10.2,9.4,-2.2,0.5,-10.8,19,52.2
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,00000,Both sexes,22335,3830,13970,4535,530,22065,3670,14720,3675,415,21740,3885,14820,3040,325,100,17.1,62.5,20.3,2.4,100,16.6,66.7,16.7,1.9,100,17.9,68.2,14,1.5,1.2,4.4,-5.1,23.4,27.7,2.7,-1.4,-5.7,49.2,63.1
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,00000,Male,11485,2000,7170,2325,225,11320,1890,7605,1825,145,11080,1960,7680,1435,100,100,17.4,62.4,20.2,2,100,16.7,67.2,16.1,1.3,100,17.7,69.3,13,0.9,1.5,5.8,-5.7,27.4,55.2,3.7,2,-6.6,62,125
2441,Le Haut-Saint-François,Municipalité régionale de comté,Quebec,24,3.7,00000,Female,10845,1825,6805,2215,310,10745,1775,7120,1850,270,10665,1920,7140,1605,220,100,16.8,62.7,20.4,2.9,100,16.5,66.3,17.2,2.5,100,18,66.9,15,2.1,0.9,2.8,-4.4,19.7,14.8,1.7,-4.9,-4.7,38,40.9
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,30690,5375,19395,5915,715,29655,5020,19875,4760,575,29025,5185,19850,3990,500,100,17.5,63.2,19.3,2.3,100,16.9,67,16.1,1.9,100,17.9,68.4,13.7,1.7,3.5,7.1,-2.4,24.3,24.3,5.7,3.7,-2.3,48.2,43
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,15640,2865,9860,2910,240,15070,2655,10225,2190,160,14700,2730,10230,1745,150,100,18.3,63,18.6,1.5,100,17.6,67.9,14.5,1.1,100,18.6,69.6,11.9,1,3.8,7.9,-3.6,32.9,50,6.4,4.9,-3.6,66.8,60
2442,Le Val-Saint-François,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,15045,2510,9530,3005,475,14580,2370,9650,2570,415,14320,2450,9625,2245,355,100,16.7,63.3,20,3.2,100,16.3,66.2,17.6,2.8,100,17.1,67.2,15.7,2.5,3.2,5.9,-1.2,16.9,14.5,5.1,2.4,-1,33.9,33.8
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,00000,Both sexes,161320,25950,105220,30155,4275,154600,24250,105170,25185,3785,147430,24485,101720,21230,2925,100,16.1,65.2,18.7,2.7,100,15.7,68,16.3,2.4,100,16.6,69,14.4,2,4.3,7,0,19.7,12.9,9.4,6,3.4,42,46.2
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,00000,Male,78565,13390,52335,12835,1245,74770,12530,51950,10285,1050,70670,12600,49765,8305,750,100,17,66.6,16.3,1.6,100,16.8,69.5,13.8,1.4,100,17.8,70.4,11.8,1.1,5.1,6.9,0.7,24.8,18.6,11.2,6.3,5.2,54.5,66
2443,Sherbrooke,Territoire équivalent,Quebec,24,4.2,00000,Female,82760,12555,52885,17315,3025,79835,11720,53215,14900,2740,76760,11890,51950,12920,2180,100,15.2,63.9,20.9,3.7,100,14.7,66.7,18.7,3.4,100,15.5,67.7,16.8,2.8,3.7,7.1,-0.6,16.2,10.4,7.8,5.6,1.8,34,38.8
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,00000,Both sexes,18495,3310,11390,3795,495,18850,3425,12165,3255,395,18465,3560,12185,2725,315,100,17.9,61.6,20.5,2.7,100,18.2,64.5,17.3,2.1,100,19.3,66,14.8,1.7,-1.9,-3.4,-6.4,16.6,25.3,0.2,-7,-6.5,39.3,57.1
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,00000,Male,9380,1725,5825,1830,185,9480,1760,6195,1520,140,9250,1810,6215,1230,90,100,18.4,62.1,19.5,2,100,18.6,65.3,16,1.5,100,19.6,67.2,13.3,1,-1.1,-2,-6,20.4,32.1,1.4,-4.7,-6.3,48.8,105.6
2444,Coaticook,Municipalité régionale de comté,Quebec,24,3.7,00000,Female,9115,1585,5565,1965,310,9370,1665,5970,1735,255,9215,1750,5970,1490,225,100,17.4,61.1,21.6,3.4,100,17.8,63.7,18.5,2.7,100,19,64.8,16.2,2.4,-2.7,-4.8,-6.8,13.3,21.6,-1.1,-9.4,-6.8,31.9,37.8
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,00000,Both sexes,50415,7020,30385,13010,1250,48550,6910,31485,10155,965,45310,6995,30490,7825,725,100,13.9,60.3,25.8,2.5,100,14.2,64.9,20.9,2,100,15.4,67.3,17.3,1.6,3.8,1.6,-3.5,28.1,29.5,11.3,0.4,-0.3,66.3,72.4
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,00000,Male,24875,3675,14940,6260,435,23970,3580,15535,4860,310,22175,3510,15045,3625,215,100,14.8,60.1,25.2,1.7,100,14.9,64.8,20.3,1.3,100,15.8,67.8,16.3,1,3.8,2.7,-3.8,28.8,40.3,12.2,4.7,-0.7,72.7,102.3
2445,Memphrémagog,Municipalité régionale de comté,Quebec,24,4.6,00000,Female,25540,3345,15445,6750,810,24585,3335,15955,5295,660,23135,3485,15450,4200,510,100,13.1,60.5,26.4,3.2,100,13.6,64.9,21.5,2.7,100,15.1,66.8,18.2,2.2,3.9,0.3,-3.2,27.5,22.7,10.4,-4,0,60.7,58.8
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4.0,00000,Both sexes,58315,9060,35960,13290,1470,55620,8635,36695,10295,1190,52770,8480,35755,8535,1110,100,15.5,61.7,22.8,2.5,100,15.5,66,18.5,2.1,100,16.1,67.8,16.2,2.1,4.8,4.9,-2,29.1,23.5,10.5,6.8,0.6,55.7,32.4
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4.0,00000,Male,29170,4610,18175,6380,490,27735,4405,18465,4865,345,26345,4385,18095,3865,340,100,15.8,62.3,21.9,1.7,100,15.9,66.6,17.5,1.2,100,16.6,68.7,14.7,1.3,5.2,4.7,-1.6,31.1,42,10.7,5.1,0.4,65.1,44.1
2446,Brome-Missisquoi,Municipalité régionale de comté,Quebec,24,4.0,00000,Female,29140,4450,17785,6905,985,27885,4225,18230,5430,845,26425,4090,17655,4675,765,100,15.3,61,23.7,3.4,100,15.2,65.4,19.5,3,100,15.5,66.8,17.7,2.9,4.5,5.3,-2.4,27.2,16.6,10.3,8.8,0.7,47.7,28.8
2447,La Haute-Yamaska,Municipalité régionale de comté,Quebec,24,4.0,00000,Both sexes,88305,14655,56050,17605,2075,85045,13965,57185,13890,1580,79355,13580,54505,11270,1200,100,16.6,63.5,19.9,2.3,100,16.4,67.2,16.3,1.9,100,17.1,68.7,14.2,1.5,3.8,4.9,-2,26.7,31.3,11.3,7.9,2.8,56.2,72.9
2447,La Haute-Yamaska,Municipalité régionale de comté,Quebec,24,4.0,00000,Male,43600,7530,28140,7925,700,41770,7120,28630,6025,490,38815,6905,27150,4760,350,100,17.3,64.5,18.2,1.6,100,17,68.5,14.4,1.2,100,17.8,69.9,12.3,0.9,4.4,5.8,-1.7,31.5,42.9,12.3,9.1,3.6,66.5,100
2447,La Haute-Yamaska,Municipalité régionale de comté,Quebec,24,4.0,00000,Female,44705,7125,27910,9680,1370,43275,6845,28560,7865,1090,40540,6675,27360,6510,855,100,15.9,62.4,21.7,3.1,100,15.8,66,18.2,2.5,100,16.5,67.5,16.1,2.1,3.3,4.1,-2.3,23.1,25.7,10.3,6.7,2,48.7,60.2
2448,Acton,Municipalité régionale de comté,Quebec,24,3.5,00000,Both sexes,15595,2635,9815,3145,310,15385,2590,10195,2600,255,15285,2720,10450,2120,255,100,16.9,62.9,20.2,2,100,16.8,66.3,16.9,1.7,100,17.8,68.4,13.9,1.7,1.4,1.7,-3.7,21,21.6,2,-3.1,-6.1,48.3,21.6
2448,Acton,Municipalité régionale de comté,Quebec,24,3.5,00000,Male,7980,1340,5095,1550,120,7895,1345,5290,1260,80,7775,1405,5380,990,85,100,16.8,63.8,19.4,1.5,100,17,67,16,1,100,18.1,69.2,12.7,1.1,1.1,-0.4,-3.7,23,50,2.6,-4.6,-5.3,56.6,41.2
2448,Acton,Municipalité régionale de comté,Quebec,24,3.5,00000,Female,7615,1295,4725,1590,185,7485,1245,4900,1340,170,7515,1315,5075,1125,170,100,17,62,20.9,2.4,100,16.6,65.5,17.9,2.3,100,17.5,67.5,15,2.3,1.7,4,-3.6,18.7,8.8,1.3,-1.5,-6.9,41.3,8.8
2449,Drummond,Municipalité régionale de comté,Quebec,24,4.4,00000,Both sexes,103400,17610,66045,19740,2295,98680,16510,65935,16235,2155,92980,15985,63845,13150,1585,100,17,63.9,19.1,2.2,100,16.7,66.8,16.5,2.2,100,17.2,68.7,14.1,1.7,4.8,6.7,0.2,21.6,6.5,11.2,10.2,3.4,50.1,44.8
2449,Drummond,Municipalité régionale de comté,Quebec,24,4.4,00000,Male,51560,9075,33505,8980,760,49020,8490,33440,7090,640,45950,8210,32275,5465,440,100,17.6,65,17.4,1.5,100,17.3,68.2,14.5,1.3,100,17.9,70.2,11.9,1,5.2,6.9,0.2,26.7,18.8,12.2,10.5,3.8,64.3,72.7
2449,Drummond,Municipalité régionale de comté,Quebec,24,4.4,00000,Female,51835,8530,32545,10760,1535,49660,8015,32500,9150,1520,47035,7775,31575,7680,1140,100,16.5,62.8,20.8,3,100,16.1,65.4,18.4,3.1,100,16.5,67.1,16.3,2.4,4.4,6.4,0.1,17.6,1,10.2,9.7,3.1,40.1,34.6
2450,Nicolet-Yamaska,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,23160,3635,14355,5170,740,22795,3480,14910,4410,610,23005,3760,15185,4065,575,100,15.7,62,22.3,3.2,100,15.3,65.4,19.3,2.7,100,16.3,66,17.7,2.5,1.6,4.5,-3.7,17.2,21.3,0.7,-3.3,-5.5,27.2,28.7
2450,Nicolet-Yamaska,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,11530,1825,7370,2340,225,11280,1795,7575,1910,150,11310,1920,7710,1675,125,100,15.8,63.9,20.3,2,100,15.9,67.2,16.9,1.3,100,17,68.2,14.8,1.1,2.2,1.7,-2.7,22.5,50,1.9,-4.9,-4.4,39.7,80
2450,Nicolet-Yamaska,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,11625,1815,6985,2830,515,11520,1685,7335,2505,455,11695,1840,7475,2385,450,100,15.6,60.1,24.3,4.4,100,14.6,63.7,21.7,3.9,100,15.7,63.9,20.4,3.8,0.9,7.7,-4.8,13,13.2,-0.6,-1.4,-6.6,18.7,14.4
2451,Maskinongé,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,36320,5305,22715,8295,895,36285,4965,24300,7025,765,35640,5080,24600,5960,665,100,14.6,62.5,22.8,2.5,100,13.7,67,19.4,2.1,100,14.3,69,16.7,1.9,0.1,6.8,-6.5,18.1,17,1.9,4.4,-7.7,39.2,34.6
2451,Maskinongé,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,18380,2710,11640,4030,315,18305,2555,12445,3305,230,17955,2590,12685,2680,190,100,14.7,63.3,21.9,1.7,100,14,68,18.1,1.3,100,14.4,70.6,14.9,1.1,0.4,6.1,-6.5,21.9,37,2.4,4.6,-8.2,50.4,65.8
2451,Maskinongé,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,17935,2595,11075,4265,575,17980,2405,11850,3720,535,17685,2490,11915,3275,475,100,14.5,61.8,23.8,3.2,100,13.4,65.9,20.7,3,100,14.1,67.4,18.5,2.7,-0.3,7.9,-6.5,14.7,7.5,1.4,4.2,-7,30.2,21.1
2452,D'Autray,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,42190,6430,27115,8640,805,41650,6455,27955,7240,745,40320,6785,27550,5985,610,100,15.2,64.3,20.5,1.9,100,15.5,67.1,17.4,1.8,100,16.8,68.3,14.8,1.5,1.3,-0.4,-3,19.3,8.1,4.6,-5.2,-1.6,44.4,32
2452,D'Autray,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,21130,3235,13775,4120,270,20910,3260,14225,3420,230,20210,3415,14030,2755,150,100,15.3,65.2,19.5,1.3,100,15.6,68,16.4,1.1,100,16.9,69.4,13.6,0.7,1.1,-0.8,-3.2,20.5,17.4,4.6,-5.3,-1.8,49.5,80
2452,D'Autray,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,21060,3195,13345,4525,535,20740,3190,13730,3820,510,20110,3370,13520,3225,455,100,15.2,63.4,21.5,2.5,100,15.4,66.2,18.4,2.5,100,16.8,67.2,16,2.3,1.5,0.2,-2.8,18.5,4.9,4.7,-5.2,-1.3,40.3,17.6
2453,Pierre-De Saurel,Municipalité régionale de comté,Quebec,24,3.9,00000,Both sexes,51025,6615,31525,12880,1565,50900,6365,33885,10645,1135,49930,6630,34450,8850,925,100,13,61.8,25.2,3.1,100,12.5,66.6,20.9,2.2,100,13.3,69,17.7,1.9,0.2,3.9,-7,21,37.9,2.2,-0.2,-8.5,45.5,69.2
2453,Pierre-De Saurel,Municipalité régionale de comté,Quebec,24,3.9,00000,Male,25230,3430,15910,5890,475,24990,3185,17000,4805,330,24455,3355,17320,3785,250,100,13.6,63.1,23.3,1.9,100,12.7,68,19.2,1.3,100,13.7,70.8,15.5,1,1,7.7,-6.4,22.6,43.9,3.2,2.2,-8.1,55.6,90
2453,Pierre-De Saurel,Municipalité régionale de comté,Quebec,24,3.9,00000,Female,25800,3190,15615,6995,1090,25910,3180,16885,5845,805,25470,3275,17130,5070,675,100,12.4,60.5,27.1,4.2,100,12.3,65.2,22.6,3.1,100,12.9,67.3,19.9,2.7,-0.4,0.3,-7.5,19.7,35.4,1.3,-2.6,-8.8,38,61.5
2454,Les Maskoutains,Municipalité régionale de comté,Quebec,24,4.2,00000,Both sexes,87100,14330,55510,17255,2475,84250,13400,56615,14240,1950,80695,13235,55200,12255,1640,100,16.5,63.7,19.8,2.8,100,15.9,67.2,16.9,2.3,100,16.4,68.4,15.2,2,3.4,6.9,-2,21.2,26.9,7.9,8.3,0.6,40.8,50.9
2454,Les Maskoutains,Municipalité régionale de comté,Quebec,24,4.2,00000,Male,42645,7310,27910,7425,730,41155,6850,28410,5900,535,39280,6815,27580,4885,380,100,17.1,65.4,17.4,1.7,100,16.6,69,14.3,1.3,100,17.3,70.2,12.4,1,3.6,6.7,-1.8,25.8,36.4,8.6,7.3,1.2,52,92.1
2454,Les Maskoutains,Municipalité régionale de comté,Quebec,24,4.2,00000,Female,44455,7020,27605,9830,1740,43090,6545,28200,8340,1415,41415,6425,27625,7370,1260,100,15.8,62.1,22.1,3.9,100,15.2,65.4,19.4,3.3,100,15.5,66.7,17.8,3,3.2,7.3,-2.1,17.9,23,7.3,9.3,-0.1,33.4,38.1
2455,Rouville,Municipalité régionale de comté,Quebec,24,3.9,00000,Both sexes,36535,6765,23685,6090,725,35690,6205,24530,4960,645,31365,5620,21865,3875,440,100,18.5,64.8,16.7,2,100,17.4,68.7,13.9,1.8,100,17.9,69.7,12.4,1.4,2.4,9,-3.4,22.8,12.4,16.5,20.4,8.3,57.2,64.8
2455,Rouville,Municipalité régionale de comté,Quebec,24,3.9,00000,Male,18425,3460,12020,2950,275,17935,3150,12395,2395,250,15760,2885,11085,1785,150,100,18.8,65.2,16,1.5,100,17.6,69.1,13.4,1.4,100,18.3,70.3,11.3,1,2.7,9.8,-3,23.2,10,16.9,19.9,8.4,65.3,83.3
2455,Rouville,Municipalité régionale de comté,Quebec,24,3.9,00000,Female,18110,3310,11660,3140,445,17755,3055,12130,2570,395,15610,2735,10785,2090,285,100,18.3,64.4,17.3,2.5,100,17.2,68.3,14.5,2.2,100,17.5,69.1,13.4,1.8,2,8.3,-3.9,22.2,12.7,16,21,8.1,50.2,56.1
2456,Le Haut-Richelieu,Municipalité régionale de comté,Quebec,24,3.6,00000,Both sexes,117440,19600,76385,21460,2365,114345,19060,78225,17060,1840,108895,19230,74780,14875,1540,100,16.7,65,18.3,2,100,16.7,68.4,14.9,1.6,100,17.7,68.7,13.7,1.4,2.7,2.8,-2.4,25.8,28.5,7.8,1.9,2.1,44.3,53.6
