Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016)
2456,Le Haut-Richelieu,Municipalité régionale de comté,Quebec,24,3.6,00000,Male,58200,10065,38265,9875,785,56465,9665,39100,7705,545,53770,9915,37350,6510,485,100,17.3,65.7,17,1.3,100,17.1,69.2,13.6,1,100,18.4,69.5,12.1,0.9,3.1,4.1,-2.1,28.2,44,8.2,1.5,2.4,51.7,61.9
2456,Le Haut-Richelieu,Municipalité régionale de comté,Quebec,24,3.6,00000,Female,59240,9540,38120,11580,1580,57875,9395,39125,9355,1295,55120,9320,37435,8365,1055,100,16.1,64.3,19.5,2.7,100,16.2,67.6,16.2,2.2,100,16.9,67.9,15.2,1.9,2.4,1.5,-2.6,23.8,22,7.5,2.4,1.8,38.4,49.8
2457,La Vallée-du-Richelieu,Municipalité régionale de comté,Quebec,24,2.6,00000,Both sexes,124420,24265,81065,19095,1895,116770,22360,79615,14795,1470,106765,21480,74270,11010,1035,100,19.5,65.2,15.3,1.5,100,19.1,68.2,12.7,1.3,100,20.1,69.6,10.3,1,6.6,8.5,1.8,29.1,28.9,16.5,13,9.1,73.4,83.1
2457,La Vallée-du-Richelieu,Municipalité régionale de comté,Quebec,24,2.6,00000,Male,61085,12245,40070,8775,620,57385,11330,39235,6815,465,52625,10925,36700,4995,300,100,20,65.6,14.4,1,100,19.7,68.4,11.9,0.8,100,20.8,69.7,9.5,0.6,6.4,8.1,2.1,28.8,33.3,16.1,12.1,9.2,75.7,106.7
2457,La Vallée-du-Richelieu,Municipalité régionale de comté,Quebec,24,2.6,00000,Female,63335,12015,40990,10325,1275,59390,11030,40380,7980,1005,54135,10555,37570,6015,740,100,19,64.7,16.3,2,100,18.6,68,13.4,1.7,100,19.5,69.4,11.1,1.4,6.6,8.9,1.5,29.4,26.9,17,13.8,9.1,71.7,72.3
2458,Longueuil,Territoire équivalent,Quebec,24,3.2,00000,Both sexes,415350,66310,269115,79925,9115,399095,61100,272330,65665,6955,385530,62465,269710,53360,5410,100,16,64.8,19.2,2.2,100,15.3,68.2,16.5,1.7,100,16.2,70,13.8,1.4,4.1,8.5,-1.2,21.7,31.1,7.7,6.2,-0.2,49.8,68.5
2458,Longueuil,Territoire équivalent,Quebec,24,3.2,00000,Male,200785,33880,132210,34690,2970,192650,31010,133260,28380,1925,185495,31735,131180,22580,1430,100,16.9,65.8,17.3,1.5,100,16.1,69.2,14.7,1,100,17.1,70.7,12.2,0.8,4.2,9.3,-0.8,22.2,54.3,8.2,6.8,0.8,53.6,107.7
2458,Longueuil,Territoire équivalent,Quebec,24,3.2,00000,Female,214560,32430,136900,45240,6145,206445,30095,139065,37280,5030,200035,30725,138525,30780,3975,100,15.1,63.8,21.1,2.9,100,14.6,67.4,18.1,2.4,100,15.4,69.3,15.4,2,3.9,7.8,-1.6,21.4,22.2,7.3,5.5,-1.2,47,54.6
2459,Marguerite-D'Youville,Municipalité régionale de comté,Quebec,24,2.4,00000,Both sexes,77550,14880,52045,10620,955,74415,14785,51890,7740,645,69880,15155,49390,5335,440,100,19.2,67.1,13.7,1.2,100,19.9,69.7,10.4,0.9,100,21.7,70.7,7.6,0.6,4.2,0.6,0.3,37.2,48.1,11,-1.8,5.4,99.1,117
2459,Marguerite-D'Youville,Municipalité régionale de comté,Quebec,24,2.4,00000,Male,38475,7635,25825,5015,300,36995,7675,25740,3590,180,34830,7785,24600,2445,125,100,19.8,67.1,13,0.8,100,20.7,69.6,9.7,0.5,100,22.4,70.6,7,0.4,4,-0.5,0.3,39.7,66.7,10.5,-1.9,5,105.1,140
2459,Marguerite-D'Youville,Municipalité régionale de comté,Quebec,24,2.4,00000,Female,39080,7245,26220,5610,655,37420,7115,26155,4150,460,35050,7370,24795,2885,315,100,18.5,67.1,14.4,1.7,100,19,69.9,11.1,1.2,100,21,70.7,8.2,0.9,4.4,1.8,0.2,35.2,42.4,11.5,-1.7,5.7,94.5,107.9
2460,L'Assomption,Municipalité régionale de comté,Quebec,24,2.3,00000,Both sexes,124760,21595,82045,21115,2190,119840,19965,83180,16700,1525,109620,19840,77240,12540,950,100,17.3,65.8,16.9,1.8,100,16.7,69.4,13.9,1.3,100,18.1,70.5,11.4,0.9,4.1,8.2,-1.4,26.4,43.6,13.8,8.8,6.2,68.4,130.5
2460,L'Assomption,Municipalité régionale de comté,Quebec,24,2.3,00000,Male,60920,11055,40325,9545,755,58635,10225,40910,7505,465,53765,10190,38050,5530,270,100,18.1,66.2,15.7,1.2,100,17.4,69.8,12.8,0.8,100,19,70.8,10.3,0.5,3.9,8.1,-1.4,27.2,62.4,13.3,8.5,6,72.6,179.6
2460,L'Assomption,Municipalité régionale de comté,Quebec,24,2.3,00000,Female,63835,10540,41725,11570,1435,61205,9740,42270,9195,1060,55855,9650,39195,7010,680,100,16.5,65.4,18.1,2.2,100,15.9,69.1,15,1.7,100,17.3,70.2,12.6,1.2,4.3,8.2,-1.3,25.8,35.4,14.3,9.2,6.5,65,111
2461,Joliette,Municipalité régionale de comté,Quebec,24,4.6,00000,Both sexes,66550,10115,41295,15145,1990,63550,9230,42185,12140,1645,58370,8925,39645,9800,1190,100,15.2,62.1,22.8,3,100,14.5,66.4,19.1,2.6,100,15.3,67.9,16.8,2,4.7,9.6,-2.1,24.8,21,14,13.3,4.2,54.5,67.2
2461,Joliette,Municipalité régionale de comté,Quebec,24,4.6,00000,Male,31980,5130,20260,6590,630,30535,4710,20705,5120,455,27825,4565,19280,3975,335,100,16,63.4,20.6,2,100,15.4,67.8,16.8,1.5,100,16.4,69.3,14.3,1.2,4.7,8.9,-2.1,28.7,38.5,14.9,12.4,5.1,65.8,88.1
2461,Joliette,Municipalité régionale de comté,Quebec,24,4.6,00000,Female,34570,4985,21030,8555,1360,33020,4520,21480,7015,1190,30545,4360,20365,5820,850,100,14.4,60.8,24.7,3.9,100,13.7,65.1,21.2,3.6,100,14.3,66.7,19.1,2.8,4.7,10.3,-2.1,22,14.3,13.2,14.3,3.3,47,60
2462,Matawinie,Municipalité régionale de comté,Quebec,24,5.2,00000,Both sexes,50435,6445,31640,12350,1050,49515,6590,32740,10190,830,49715,7430,33400,8890,620,100,12.8,62.7,24.5,2.1,100,13.3,66.1,20.6,1.7,100,14.9,67.2,17.9,1.2,1.9,-2.2,-3.4,21.2,26.5,1.4,-13.3,-5.3,38.9,69.4
2462,Matawinie,Municipalité régionale de comté,Quebec,24,5.2,00000,Male,25745,3280,16220,6245,380,25195,3375,16740,5080,280,25365,3775,17095,4490,205,100,12.7,63,24.3,1.5,100,13.4,66.4,20.2,1.1,100,14.9,67.4,17.7,0.8,2.2,-2.8,-3.1,22.9,35.7,1.5,-13.1,-5.1,39.1,85.4
2462,Matawinie,Municipalité régionale de comté,Quebec,24,5.2,00000,Female,24685,3170,15415,6100,675,24320,3215,15995,5110,555,24350,3645,16300,4395,415,100,12.8,62.4,24.7,2.7,100,13.2,65.8,21,2.3,100,15,66.9,18,1.7,1.5,-1.4,-3.6,19.4,21.6,1.4,-13,-5.4,38.8,62.7
2463,Montcalm,Municipalité régionale de comté,Quebec,24,3.1,00000,Both sexes,52595,9810,35160,7630,595,48380,8590,33515,6275,525,42555,7905,29475,5180,395,100,18.7,66.9,14.5,1.1,100,17.8,69.3,13,1.1,100,18.6,69.3,12.2,0.9,8.7,14.2,4.9,21.6,13.3,23.6,24.1,19.3,47.3,50.6
2463,Montcalm,Municipalité régionale de comté,Quebec,24,3.1,00000,Male,27140,5140,18130,3875,215,24870,4395,17390,3090,175,21775,3990,15225,2560,125,100,18.9,66.8,14.3,0.8,100,17.7,69.9,12.4,0.7,100,18.3,69.9,11.8,0.6,9.1,17,4.3,25.4,22.9,24.6,28.8,19.1,51.4,72
2463,Montcalm,Municipalité régionale de comté,Quebec,24,3.1,00000,Female,25455,4665,17030,3760,380,23505,4195,16125,3185,355,20780,3915,14250,2620,270,100,18.3,66.9,14.8,1.5,100,17.8,68.6,13.6,1.5,100,18.8,68.6,12.6,1.3,8.3,11.2,5.6,18.1,7,22.5,19.2,19.5,43.5,40.7
2464,Les Moulins,Municipalité régionale de comté,Quebec,24,2.1,00000,Both sexes,158270,31950,106695,19625,1395,148815,29605,105130,14080,980,128465,26960,91710,9800,645,100,20.2,67.4,12.4,0.9,100,19.9,70.6,9.5,0.7,100,21,71.4,7.6,0.5,6.4,7.9,1.5,39.4,42.3,23.2,18.5,16.3,100.3,116.3
2464,Les Moulins,Municipalité régionale de comté,Quebec,24,2.1,00000,Male,78390,16435,52850,9110,455,73865,15225,52080,6565,265,63745,13775,45540,4430,170,100,21,67.4,11.6,0.6,100,20.6,70.5,8.9,0.4,100,21.6,71.4,6.9,0.3,6.1,7.9,1.5,38.8,71.7,23,19.3,16.1,105.6,167.6
2464,Les Moulins,Municipalité régionale de comté,Quebec,24,2.1,00000,Female,79875,15515,53845,10510,935,74945,14380,53050,7515,715,64720,13185,46160,5370,470,100,19.4,67.4,13.2,1.2,100,19.2,70.8,10,1,100,20.4,71.3,8.3,0.7,6.6,7.9,1.5,39.9,30.8,23.4,17.7,16.6,95.7,98.9
2465,Laval,Territoire équivalent,Quebec,24,2.9,00000,Both sexes,422990,73480,276920,72585,10385,401550,69305,269660,62590,7180,368710,65530,250395,52785,4690,100,17.4,65.5,17.2,2.5,100,17.3,67.2,15.6,1.8,100,17.8,67.9,14.3,1.3,5.3,6,2.7,16,44.6,14.7,12.1,10.6,37.5,121.4
2465,Laval,Territoire équivalent,Quebec,24,2.9,00000,Male,205510,37450,136295,31760,3595,194885,35295,132625,26960,2265,179215,33325,123155,22740,1355,100,18.2,66.3,15.5,1.7,100,18.1,68.1,13.8,1.2,100,18.6,68.7,12.7,0.8,5.5,6.1,2.8,17.8,58.7,14.7,12.4,10.7,39.7,165.3
2465,Laval,Territoire équivalent,Quebec,24,2.9,00000,Female,217485,36035,140630,40825,6790,206665,34005,137035,35625,4920,189490,32200,127240,30055,3335,100,16.6,64.7,18.8,3.1,100,16.5,66.3,17.2,2.4,100,17,67.1,15.9,1.8,5.2,6,2.6,14.6,38,14.8,11.9,10.5,35.8,103.6
2466,Montréal,Territoire équivalent,Quebec,24,3.8,00000,Both sexes,1942045,304470,1313915,323660,52100,1886480,287640,1303545,295295,44205,1854440,286205,1281685,286555,36775,100,15.7,67.7,16.7,2.7,100,15.2,69.1,15.7,2.3,100,15.4,69.1,15.5,2,2.9,5.9,0.8,9.6,17.9,4.7,6.4,2.5,12.9,41.7
2466,Montréal,Territoire équivalent,Quebec,24,3.8,00000,Male,944490,155320,653520,135650,16660,913165,146420,646800,119935,13045,892485,146020,632665,113805,10235,100,16.4,69.2,14.4,1.8,100,16,70.8,13.1,1.4,100,16.4,70.9,12.8,1.1,3.4,6.1,1,13.1,27.7,5.8,6.4,3.3,19.2,62.8
2466,Montréal,Territoire équivalent,Quebec,24,3.8,00000,Female,997555,149155,660400,188005,35440,973315,141215,656745,175360,31160,961955,140185,649020,172750,26540,100,15,66.2,18.8,3.6,100,14.5,67.5,18,3.2,100,14.6,67.5,18,2.8,2.5,5.6,0.6,7.2,13.7,3.7,6.4,1.8,8.8,33.5
2467,Roussillon,Municipalité régionale de comté,Quebec,24,2.4,20000,Both sexes,171445,32540,114200,24700,2335,162190,30460,111805,19925,1730,149995,30060,103810,16125,1335,100,19,66.6,14.4,1.4,100,18.8,68.9,12.3,1.1,100,20,69.2,10.8,0.9,5.7,6.8,2.1,24,35,14.3,8.3,10,53.2,74.9
2467,Roussillon,Municipalité régionale de comté,Quebec,24,2.4,20000,Male,84670,16770,56565,11335,845,80080,15725,55265,9095,565,73800,15445,51175,7180,365,100,19.8,66.8,13.4,1,100,19.6,69,11.4,0.7,100,20.9,69.3,9.7,0.5,5.7,6.6,2.4,24.6,49.6,14.7,8.6,10.5,57.9,131.5
2467,Roussillon,Municipalité régionale de comté,Quebec,24,2.4,20000,Female,86775,15765,57640,13370,1490,82105,14730,56535,10830,1170,76195,14615,52635,8940,965,100,18.2,66.4,15.4,1.7,100,17.9,68.9,13.2,1.4,100,19.2,69.1,11.7,1.3,5.7,7,2,23.5,27.4,13.9,7.9,9.5,49.6,54.4
2468,Les Jardins-de-Napierville,Municipalité régionale de comté,Quebec,24,3.8,00000,Both sexes,27870,4980,18235,4655,530,26235,4635,17760,3840,415,24110,4445,16480,3185,370,100,17.9,65.4,16.7,1.9,100,17.7,67.7,14.6,1.6,100,18.4,68.4,13.2,1.5,6.2,7.4,2.7,21.2,27.7,15.6,12,10.6,46.2,43.2
2468,Les Jardins-de-Napierville,Municipalité régionale de comté,Quebec,24,3.8,00000,Male,14260,2570,9405,2290,195,13445,2370,9260,1810,120,12300,2245,8585,1465,90,100,18,66,16.1,1.4,100,17.6,68.9,13.5,0.9,100,18.3,69.8,11.9,0.7,6.1,8.4,1.6,26.5,62.5,15.9,14.5,9.6,56.3,116.7
2468,Les Jardins-de-Napierville,Municipalité régionale de comté,Quebec,24,3.8,00000,Female,13605,2415,8825,2365,335,12785,2265,8500,2025,300,11810,2200,7895,1720,280,100,17.8,64.9,17.4,2.5,100,17.7,66.5,15.8,2.3,100,18.6,66.9,14.6,2.4,6.4,6.6,3.8,16.8,11.7,15.2,9.8,11.8,37.5,19.6
2469,Le Haut-Saint-Laurent,Municipalité régionale de comté,Quebec,24,5.9,00000,Both sexes,22450,3495,14060,4900,535,21200,3025,14070,4100,485,21940,3500,14810,3640,395,100,15.6,62.6,21.8,2.4,100,14.3,66.4,19.3,2.3,100,16,67.5,16.6,1.8,5.9,15.5,-0.1,19.5,10.3,2.3,-0.1,-5.1,34.6,35.4
2469,Le Haut-Saint-Laurent,Municipalité régionale de comté,Quebec,24,5.9,00000,Male,11350,1795,7185,2365,205,10655,1570,7155,1935,160,11100,1815,7570,1710,135,100,15.8,63.3,20.8,1.8,100,14.7,67.2,18.2,1.5,100,16.4,68.2,15.4,1.2,6.5,14.3,0.4,22.2,28.1,2.3,-1.1,-5.1,38.3,51.9
2469,Le Haut-Saint-Laurent,Municipalité régionale de comté,Quebec,24,5.9,00000,Female,11100,1695,6875,2530,330,10545,1460,6915,2170,325,10845,1680,7240,1925,260,100,15.3,61.9,22.8,3,100,13.8,65.6,20.6,3.1,100,15.5,66.8,17.8,2.4,5.3,16.1,-0.6,16.6,1.5,2.4,0.9,-5,31.4,26.9
2470,Beauharnois-Salaberry,Municipalité régionale de comté,Quebec,24,4.3,00000,Both sexes,64320,9410,40885,14020,1800,61950,8480,41210,12260,1515,60800,9250,41175,10380,1275,100,14.6,63.6,21.8,2.8,100,13.7,66.5,19.8,2.4,100,15.2,67.7,17.1,2.1,3.8,11,-0.8,14.4,18.8,5.8,1.7,-0.7,35.1,41.2
2470,Beauharnois-Salaberry,Municipalité régionale de comté,Quebec,24,4.3,00000,Male,31475,4870,20295,6310,625,30035,4355,20430,5245,445,29400,4720,20450,4230,350,100,15.5,64.5,20,2,100,14.5,68,17.5,1.5,100,16.1,69.6,14.4,1.2,4.8,11.8,-0.7,20.3,40.4,7.1,3.2,-0.8,49.2,78.6
2470,Beauharnois-Salaberry,Municipalité régionale de comté,Quebec,24,4.3,00000,Female,32850,4540,20595,7715,1175,31915,4125,20780,7015,1075,31405,4530,20725,6150,925,100,13.8,62.7,23.5,3.6,100,12.9,65.1,22,3.4,100,14.4,66,19.6,2.9,2.9,10.1,-0.9,10,9.3,4.6,0.2,-0.6,25.4,27
2471,Vaudreuil-Soulanges,Municipalité régionale de comté,Quebec,24,2.3,00000,Both sexes,149350,29280,98940,21130,2005,139355,27720,95505,16120,1555,120395,25140,83300,11950,1175,100,19.6,66.2,14.1,1.3,100,19.9,68.5,11.6,1.1,100,20.9,69.2,9.9,1,7.2,5.6,3.6,31.1,28.9,24.1,16.5,18.8,76.8,70.6
2471,Vaudreuil-Soulanges,Municipalité régionale de comté,Quebec,24,2.3,00000,Male,74100,15045,49125,9930,675,68975,14050,47475,7450,485,59635,12855,41360,5415,360,100,20.3,66.3,13.4,0.9,100,20.4,68.8,10.8,0.7,100,21.6,69.4,9.1,0.6,7.4,7.1,3.5,33.3,39.2,24.3,17,18.8,83.4,87.5
2471,Vaudreuil-Soulanges,Municipalité régionale de comté,Quebec,24,2.3,00000,Female,75250,14235,49820,11200,1330,70380,13675,48035,8670,1075,60755,12280,41945,6530,815,100,18.9,66.2,14.9,1.8,100,19.4,68.3,12.3,1.5,100,20.2,69,10.7,1.3,6.9,4.1,3.7,29.2,23.7,23.9,15.9,18.8,71.5,63.2
2472,Deux-Montagnes,Municipalité régionale de comté,Quebec,24,2.5,20000,Both sexes,98200,17960,65130,15115,1385,95670,17040,66800,11830,1100,87270,16425,61365,9470,885,100,18.3,66.3,15.4,1.4,100,17.8,69.8,12.4,1.1,100,18.8,70.3,10.9,1,2.6,5.4,-2.5,27.8,25.9,12.5,9.3,6.1,59.6,56.5
2472,Deux-Montagnes,Municipalité régionale de comté,Quebec,24,2.5,20000,Male,48345,9295,32245,6810,485,47135,8765,33175,5185,310,42755,8340,30310,4105,255,100,19.2,66.7,14.1,1,100,18.6,70.4,11,0.7,100,19.5,70.9,9.6,0.6,2.6,6,-2.8,31.3,56.5,13.1,11.5,6.4,65.9,90.2
2472,Deux-Montagnes,Municipalité régionale de comté,Quebec,24,2.5,20000,Female,49860,8665,32880,8310,905,48540,8270,33625,6645,785,44510,8090,31060,5370,625,100,17.4,65.9,16.7,1.8,100,17,69.3,13.7,1.6,100,18.2,69.8,12.1,1.4,2.7,4.8,-2.2,25.1,15.3,12,7.1,5.9,54.7,44.8
2473,Thérèse-De Blainville,Municipalité régionale de comté,Quebec,24,3.0,00000,Both sexes,157105,28265,106590,22245,2190,154145,29505,107080,17555,1615,143350,31135,99320,12895,1070,100,18,67.8,14.2,1.4,100,19.1,69.5,11.4,1,100,21.7,69.3,9,0.7,1.9,-4.2,-0.5,26.7,35.6,9.6,-9.2,7.3,72.5,104.7
2473,Thérèse-De Blainville,Municipalité régionale de comté,Quebec,24,3.0,00000,Male,77590,14430,53080,10085,750,75985,14915,53195,7875,485,70695,15845,49205,5650,320,100,18.6,68.4,13,1,100,19.6,70,10.4,0.6,100,22.4,69.6,8,0.5,2.1,-3.3,-0.2,28.1,54.6,9.8,-8.9,7.9,78.5,134.4
2473,Thérèse-De Blainville,Municipalité régionale de comté,Quebec,24,3.0,00000,Female,79510,13835,53510,12165,1435,78160,14595,53885,9685,1130,72655,15295,50115,7245,750,100,17.4,67.3,15.3,1.8,100,18.7,68.9,12.4,1.4,100,21.1,69,10,1,1.7,-5.2,-0.7,25.6,27,9.4,-9.5,6.8,67.9,91.3
2474,Mirabel,Territoire équivalent,Quebec,24,2.0,00000,Both sexes,50510,11125,34470,4915,315,41960,9445,28960,3555,215,34625,8320,23865,2440,170,100,22,68.2,9.7,0.6,100,22.5,69,8.5,0.5,100,24,68.9,7,0.5,20.4,17.8,19,38.3,46.5,45.9,33.7,44.4,101.4,85.3
2474,Mirabel,Territoire équivalent,Quebec,24,2.0,00000,Male,25230,5655,17205,2370,130,21110,4825,14610,1680,70,17350,4225,11960,1170,45,100,22.4,68.2,9.4,0.5,100,22.9,69.2,8,0.3,100,24.4,68.9,6.7,0.3,19.5,17.2,17.8,41.1,85.7,45.4,33.8,43.9,102.6,188.9
2474,Mirabel,Territoire équivalent,Quebec,24,2.0,00000,Female,25285,5470,17270,2545,180,20845,4620,14350,1875,145,17275,4095,11905,1275,125,100,21.6,68.3,10.1,0.7,100,22.2,68.8,9,0.7,100,23.7,68.9,7.4,0.7,21.3,18.4,20.3,35.7,24.1,46.4,33.6,45.1,99.6,44
2475,La Rivière-du-Nord,Municipalité régionale de comté,Quebec,24,3.8,00000,Both sexes,128170,21795,84375,22000,2370,115165,18750,79265,17155,1630,101575,17450,70490,13630,1225,100,17,65.8,17.2,1.8,100,16.3,68.8,14.9,1.4,100,17.2,69.4,13.4,1.2,11.3,16.2,6.4,28.2,45.4,26.2,24.9,19.7,61.4,93.5
2475,La Rivière-du-Nord,Municipalité régionale de comté,Quebec,24,3.8,00000,Male,63565,11245,42265,10050,785,56950,9595,39620,7740,495,49980,8930,35140,5915,350,100,17.7,66.5,15.8,1.2,100,16.8,69.6,13.6,0.9,100,17.9,70.3,11.8,0.7,11.6,17.2,6.7,29.8,58.6,27.2,25.9,20.3,69.9,124.3
2475,La Rivière-du-Nord,Municipalité régionale de comté,Quebec,24,3.8,00000,Female,64610,10550,42105,11945,1590,58215,9150,39645,9415,1135,51590,8525,35355,7710,870,100,16.3,65.2,18.5,2.5,100,15.7,68.1,16.2,1.9,100,16.5,68.5,14.9,1.7,11,15.3,6.2,26.9,40.1,25.2,23.8,19.1,54.9,82.8
2476,Argenteuil,Municipalité régionale de comté,Quebec,24,3.8,00000,Both sexes,32390,4595,20545,7250,755,32120,4600,21470,6050,650,29990,4680,20345,4970,490,100,14.2,63.4,22.4,2.3,100,14.3,66.8,18.8,2,100,15.6,67.8,16.6,1.6,0.8,-0.1,-4.3,19.8,16.2,8,-1.8,1,45.9,54.1
2476,Argenteuil,Municipalité régionale de comté,Quebec,24,3.8,00000,Male,16160,2375,10320,3465,245,16015,2300,10935,2785,210,14815,2345,10195,2270,145,100,14.7,63.9,21.4,1.5,100,14.4,68.3,17.4,1.3,100,15.8,68.8,15.3,1,0.9,3.3,-5.6,24.4,16.7,9.1,1.3,1.2,52.6,69
2476,Argenteuil,Municipalité régionale de comté,Quebec,24,3.8,00000,Female,16230,2220,10230,3785,515,16100,2300,10530,3265,440,15180,2330,10145,2700,345,100,13.7,63,23.3,3.2,100,14.3,65.4,20.3,2.7,100,15.3,66.8,17.8,2.3,0.8,-3.5,-2.8,15.9,17,6.9,-4.7,0.8,40.2,49.3
2477,Les Pays-d'en-Haut,Municipalité régionale de comté,Quebec,24,3.5,00000,Both sexes,41880,4795,25800,11275,970,40330,4695,26745,8890,765,36575,4625,25105,6845,495,100,11.4,61.6,26.9,2.3,100,11.6,66.3,22,1.9,100,12.6,68.6,18.7,1.4,3.8,2.1,-3.5,26.8,26.8,14.5,3.7,2.8,64.7,96
2477,Les Pays-d'en-Haut,Municipalité régionale de comté,Quebec,24,3.5,00000,Male,20645,2385,12640,5620,385,19920,2345,13130,4445,280,18020,2295,12355,3370,170,100,11.6,61.2,27.2,1.9,100,11.8,65.9,22.3,1.4,100,12.7,68.6,18.7,0.9,3.6,1.7,-3.7,26.4,37.5,14.6,3.9,2.3,66.8,126.5
2477,Les Pays-d'en-Haut,Municipalité régionale de comté,Quebec,24,3.5,00000,Female,21230,2415,13165,5660,590,20415,2355,13615,4445,485,18550,2325,12750,3470,325,100,11.4,62,26.7,2.8,100,11.5,66.7,21.8,2.4,100,12.5,68.7,18.7,1.8,4,2.5,-3.3,27.3,21.6,14.4,3.9,3.3,63.1,81.5
2478,Les Laurentides,Municipalité régionale de comté,Quebec,24,4.1,20000,Both sexes,45900,6085,28760,11050,995,45160,6140,30290,8725,780,42900,6320,29355,7225,615,100,13.3,62.7,24.1,2.2,100,13.6,67.1,19.3,1.7,100,14.7,68.4,16.8,1.4,1.6,-0.9,-5.1,26.6,27.6,7,-3.7,-2,52.9,61.8
2478,Les Laurentides,Municipalité régionale de comté,Quebec,24,4.1,20000,Male,22630,3135,14150,5345,350,22280,3110,14955,4210,255,21250,3210,14545,3495,210,100,13.9,62.5,23.6,1.5,100,14,67.1,18.9,1.1,100,15.1,68.4,16.4,1,1.6,0.8,-5.4,27,37.3,6.5,-2.3,-2.7,52.9,66.7
2478,Les Laurentides,Municipalité régionale de comté,Quebec,24,4.1,20000,Female,23270,2950,14610,5705,640,22880,3030,15330,4520,525,21645,3110,14810,3730,405,100,12.7,62.8,24.5,2.8,100,13.2,67,19.8,2.3,100,14.4,68.4,17.2,1.9,1.7,-2.6,-4.7,26.2,21.9,7.5,-5.1,-1.4,52.9,58
2479,Antoine-Labelle,Municipalité régionale de comté,Quebec,24,5.8,00000,Both sexes,35245,4360,21955,8925,765,35160,4620,23460,7075,615,35000,5130,24060,5810,475,100,12.4,62.3,25.3,2.2,100,13.1,66.7,20.1,1.7,100,14.7,68.7,16.6,1.4,0.2,-5.6,-6.4,26.1,24.4,0.7,-15,-8.7,53.6,61.1
2479,Antoine-Labelle,Municipalité régionale de comté,Quebec,24,5.8,00000,Male,17890,2285,11065,4540,270,17770,2355,11825,3590,220,17590,2640,12095,2845,160,100,12.8,61.9,25.4,1.5,100,13.3,66.5,20.2,1.2,100,15,68.8,16.2,0.9,0.7,-3,-6.4,26.5,22.7,1.7,-13.4,-8.5,59.6,68.8
2479,Antoine-Labelle,Municipalité régionale de comté,Quebec,24,5.8,00000,Female,17355,2080,10890,4385,495,17390,2265,11635,3485,390,17415,2490,11960,2960,310,100,12,62.7,25.3,2.9,100,13,66.9,20,2.2,100,14.3,68.7,17,1.8,-0.2,-8.2,-6.4,25.8,26.9,-0.3,-16.5,-8.9,48.1,59.7
2480,Papineau,Municipalité régionale de comté,Quebec,24,3.9,00000,Both sexes,22835,2990,14205,5635,545,22540,2855,14930,4755,455,21865,3090,14730,4045,365,100,13.1,62.2,24.7,2.4,100,12.7,66.2,21.1,2,100,14.1,67.4,18.5,1.7,1.3,4.7,-4.9,18.5,19.8,4.4,-3.2,-3.6,39.3,49.3
2480,Papineau,Municipalité régionale de comté,Quebec,24,3.9,00000,Male,11560,1530,7175,2860,200,11405,1480,7565,2355,150,11015,1565,7495,1960,130,100,13.2,62.1,24.7,1.7,100,13,66.3,20.6,1.3,100,14.2,68,17.8,1.2,1.4,3.4,-5.2,21.4,33.3,4.9,-2.2,-4.3,45.9,53.8
