"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","0 to 4","300","0","285","10","0","100","0","95","3.3","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","5 to 9","355","0","335","20","0","100","0","94.4","5.6","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","10 to 14","320","0","225","95","5","100","0","70.3","29.7","1.6"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 24","615","0","295","320","0","100","0","48","52","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 19","325","0","160","165","0","100","0","49.2","50.8","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","20 to 24","290","0","130","155","0","100","0","44.8","53.4","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","25 to 44","1325","0","705","620","5","100","0","53.2","46.8","0.4"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","45 to 64","2295","0","1545","745","0","100","0","67.3","32.5","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","65 and over","1815","0","1270","535","0","100","0","70","29.5","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","65 to 74","1235","0","840","390","0","100","0","68","31.6","0"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","75 and over","575","5","435","145","0","100","0.9","75.7","25.2","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","Total","27610","25","19265","8320","5","100","0.1","69.8","30.1","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","0 to 14","4825","10","4395","420","5","100","0.2","91.1","8.7","0.1"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","0 to 4","1670","5","1620","45","5","100","0.3","97","2.7","0.3"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","5 to 9","1775","0","1695","85","0","100","0","95.5","4.8","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","10 to 14","1380","0","1080","295","0","100","0","78.3","21.4","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","15 to 24","2565","0","1220","1345","0","100","0","47.6","52.4","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","15 to 19","1255","0","615","640","0","100","0","49","51","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","20 to 24","1310","0","605","705","0","100","0","46.2","53.8","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","25 to 44","6690","5","3545","3140","0","100","0.1","53","46.9","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","45 to 64","8545","5","6160","2385","0","100","0.1","72.1","27.9","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","65 and over","4980","10","3945","1025","0","100","0.2","79.2","20.6","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","65 to 74","3215","5","2510","695","0","100","0.2","78.1","21.6","0"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","75 and over","1765","0","1435","330","0","100","0","81.3","18.7","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","Total","43410","320","25260","17820","10","100","0.7","58.2","41.1","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","0 to 14","10425","60","8805","1560","5","100","0.6","84.5","15","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","0 to 4","3915","30","3660","220","5","100","0.8","93.5","5.6","0.1"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","5 to 9","3805","20","3270","520","0","100","0.5","85.9","13.7","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","10 to 14","2705","10","1875","820","5","100","0.4","69.3","30.3","0.2"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","15 to 24","4150","70","1575","2500","0","100","1.7","38","60.2","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","15 to 19","2100","20","840","1240","0","100","1","40","59","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","20 to 24","2050","55","735","1260","0","100","2.7","35.9","61.5","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","25 to 44","13725","105","6050","7565","0","100","0.8","44.1","55.1","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","45 to 64","11065","35","6180","4850","0","100","0.3","55.9","43.8","0"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","65 and over","4040","45","2650","1340","5","100","1.1","65.6","33.2","0.1"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","65 to 74","2925","15","1900","1010","5","100","0.5","65","34.5","0.2"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","75 and over","1120","30","750","335","5","100","2.7","67","29.9","0.4"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","Total","560310","1390","330780","226260","1870","100","0.2","59","40.4","0.3"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","0 to 14","80905","210","70160","9765","775","100","0.3","86.7","12.1","1"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","0 to 4","27975","105","26165","1140","570","100","0.4","93.5","4.1","2"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","5 to 9","28255","55","26030","2045","120","100","0.2","92.1","7.2","0.4"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","10 to 14","24680","50","17965","6575","85","100","0.2","72.8","26.6","0.3"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","15 to 24","65045","140","22945","41870","95","100","0.2","35.3","64.4","0.1"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","15 to 19","26280","50","10690","15500","40","100","0.2","40.7","59","0.2"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","20 to 24","38765","90","12255","26365","55","100","0.2","31.6","68","0.1"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","25 to 44","147515","600","58530","88075","310","100","0.4","39.7","59.7","0.2"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","45 to 64","157530","270","99850","57040","365","100","0.2","63.4","36.2","0.2"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","65 and over","109310","170","79290","29515","335","100","0.2","72.5","27","0.3"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","65 to 74","65130","80","45885","18995","170","100","0.1","70.5","29.2","0.3"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","75 and over","44185","90","33410","10520","170","100","0.2","75.6","23.8","0.4"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","Total","142235","160","91940","50045","90","100","0.1","64.6","35.2","0.1"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","0 to 14","24695","15","21445","3200","30","100","0.1","86.8","13","0.1"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","0 to 4","7860","10","7580","245","25","100","0.1","96.4","3.1","0.3"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","5 to 9","8915","5","8320","590","0","100","0.1","93.3","6.6","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","10 to 14","7915","5","5550","2360","0","100","0.1","70.1","29.8","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","15 to 24","16275","10","6515","9750","5","100","0.1","40","59.9","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","15 to 19","7850","5","3310","4535","0","100","0.1","42.2","57.8","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","20 to 24","8430","5","3205","5220","0","100","0.1","38","61.9","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","25 to 44","35575","60","16725","18760","30","100","0.2","47","52.7","0.1"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","45 to 64","41555","45","28320","13175","10","100","0.1","68.2","31.7","0"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","65 and over","24135","25","18935","5160","15","100","0.1","78.5","21.4","0.1"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","65 to 74","15740","5","11980","3740","10","100","0","76.1","23.8","0.1"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","75 and over","8395","20","6950","1420","10","100","0.2","82.8","16.9","0.1"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","Total","36450","15","27420","8985","35","100","0","75.2","24.7","0.1"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","0 to 14","7145","5","6415","730","0","100","0.1","89.8","10.2","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","0 to 4","2555","0","2495","60","0","100","0","97.7","2.3","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","5 to 9","2525","0","2345","175","0","100","0","92.9","6.9","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","10 to 14","2065","0","1575","490","0","100","0","76.3","23.7","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","15 to 24","3855","0","1995","1855","5","100","0","51.8","48.1","0.1"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","15 to 19","1925","0","1055","875","0","100","0","54.8","45.5","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","20 to 24","1930","0","945","980","5","100","0","49","50.8","0.3"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","25 to 44","9645","5","5865","3750","20","100","0.1","60.8","38.9","0.2"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","45 to 64","10020","0","8070","1950","0","100","0","80.5","19.5","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","65 and over","5785","5","5075","705","0","100","0.1","87.7","12.2","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","65 to 74","3510","5","3000","505","0","100","0.1","85.5","14.4","0"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","75 and over","2280","5","2075","200","0","100","0.2","91","8.8","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","Total","18665","0","15085","3560","10","100","0","80.8","19.1","0.1"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","0 to 14","3475","0","3230","250","0","100","0","92.9","7.2","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","0 to 4","1105","0","1090","15","0","100","0","98.6","1.4","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","5 to 9","1250","0","1230","15","0","100","0","98.4","1.2","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","10 to 14","1120","0","905","215","0","100","0","80.8","19.2","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","15 to 24","1930","0","1115","810","5","100","0","57.8","42","0.3"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","15 to 19","995","0","570","415","0","100","0","57.3","41.7","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","20 to 24","935","0","545","385","0","100","0","58.3","41.2","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","25 to 44","4330","0","3000","1315","10","100","0","69.3","30.4","0.2"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","45 to 64","5335","0","4470","860","0","100","0","83.8","16.1","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","65 and over","3600","0","3270","325","0","100","0","90.8","9","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","65 to 74","2235","0","1990","245","0","100","0","89","11","0"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","75 and over","1365","0","1280","80","0","100","0","93.8","5.9","0"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","Total","16245","30","13165","3035","10","100","0.2","81","18.7","0.1"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","0 to 14","2390","5","2240","140","5","100","0.2","93.7","5.9","0.2"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","0 to 4","755","5","735","15","0","100","0.7","97.4","2","0"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","5 to 9","835","0","815","20","5","100","0","97.6","2.4","0.6"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","10 to 14","800","0","695","100","0","100","0","86.9","12.5","0"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","15 to 24","1580","0","995","585","0","100","0","63","37","0"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","15 to 19","810","0","525","280","0","100","0","64.8","34.6","0"
