"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"2473","Thérèse-De Blainville","Municipalité régionale de comté","Quebec","24","3.0","00000","65 and over","21715","380","11950","9245","135","100","1.7","55","42.6","0.6"
"2473","Thérèse-De Blainville","Municipalité régionale de comté","Quebec","24","3.0","00000","65 to 74","13510","180","6865","6400","65","100","1.3","50.8","47.4","0.5"
"2473","Thérèse-De Blainville","Municipalité régionale de comté","Quebec","24","3.0","00000","75 and over","8205","200","5080","2845","75","100","2.4","61.9","34.7","0.9"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","Total","50455","210","28905","21250","80","100","0.4","57.3","42.1","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","0 to 14","11125","65","9695","1350","20","100","0.6","87.1","12.1","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","0 to 4","3685","40","3390","240","15","100","1.1","92","6.5","0.4"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","5 to 9","3945","15","3620","310","5","100","0.4","91.8","7.9","0.1"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","10 to 14","3500","5","2685","805","0","100","0.1","76.7","23","0"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","15 to 24","6135","10","2715","3410","5","100","0.2","44.3","55.6","0.1"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","15 to 19","3060","5","1485","1575","5","100","0.2","48.5","51.5","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","20 to 24","3075","5","1225","1835","5","100","0.2","39.8","59.7","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","25 to 44","15210","45","6035","9095","25","100","0.3","39.7","59.8","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","45 to 64","13110","55","7195","5845","15","100","0.4","54.9","44.6","0.1"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","65 and over","4870","30","3270","1560","10","100","0.6","67.1","32","0.2"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","65 to 74","3370","15","2110","1240","10","100","0.4","62.6","36.8","0.3"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","75 and over","1500","10","1165","320","5","100","0.7","77.7","21.3","0.3"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","Total","126525","430","76980","48845","265","100","0.3","60.8","38.6","0.2"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 14","21755","75","19390","2200","85","100","0.3","89.1","10.1","0.4"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 4","7515","40","7030","380","65","100","0.5","93.5","5.1","0.9"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","5 to 9","7660","25","7115","505","15","100","0.3","92.9","6.6","0.2"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","10 to 14","6580","10","5245","1315","5","100","0.2","79.7","20","0.1"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 24","14075","15","7125","6920","15","100","0.1","50.6","49.2","0.1"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 19","6620","5","3530","3070","10","100","0.1","53.3","46.4","0.2"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","20 to 24","7465","15","3590","3850","10","100","0.2","48.1","51.6","0.1"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","25 to 44","32465","105","14740","17550","70","100","0.3","45.4","54.1","0.2"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","45 to 64","37380","130","21810","15385","50","100","0.3","58.3","41.2","0.1"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","65 and over","20850","105","13920","6790","35","100","0.5","66.8","32.6","0.2"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","65 to 74","12915","55","8210","4640","15","100","0.4","63.6","35.9","0.1"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","75 and over","7930","50","5705","2150","25","100","0.6","71.9","27.1","0.3"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","Total","31910","1785","14250","15845","25","100","5.6","44.7","49.7","0.1"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 14","4585","285","3325","965","5","100","6.2","72.5","21","0.1"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 4","1410","110","1135","155","5","100","7.8","80.5","11","0.4"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","5 to 9","1650","105","1240","310","0","100","6.4","75.2","18.8","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","10 to 14","1530","75","950","505","0","100","4.9","62.1","33","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 24","3065","110","1155","1800","0","100","3.6","37.7","58.7","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 19","1505","55","615","835","0","100","3.7","40.9","55.5","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","20 to 24","1560","55","535","970","0","100","3.5","34.3","62.2","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","25 to 44","6630","165","2285","4170","0","100","2.5","34.5","62.9","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","45 to 64","10710","525","4525","5655","5","100","4.9","42.3","52.8","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","65 and over","6915","700","2955","3250","10","100","10.1","42.7","47","0.1"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","65 to 74","4415","370","1800","2240","0","100","8.4","40.8","50.7","0"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","75 and over","2500","335","1155","1005","10","100","13.4","46.2","40.2","0.4"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","Total","41685","945","16145","24565","30","100","2.3","38.7","58.9","0.1"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","0 to 14","4795","90","3575","1130","10","100","1.9","74.6","23.6","0.2"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","0 to 4","1505","50","1270","180","5","100","3.3","84.4","12","0.3"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","5 to 9","1650","15","1295","335","0","100","0.9","78.5","20.3","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","10 to 14","1645","20","1010","610","0","100","1.2","61.4","37.1","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","15 to 24","3115","30","1070","2020","0","100","1","34.3","64.8","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","15 to 19","1625","20","600","1010","0","100","1.2","36.9","62.2","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","20 to 24","1490","15","465","1010","0","100","1","31.2","67.8","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","25 to 44","7175","95","2150","4930","0","100","1.3","30","68.7","0"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","45 to 64","15480","315","5395","9760","10","100","2","34.9","63","0.1"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","65 and over","11115","420","3960","6730","10","100","3.8","35.6","60.5","0.1"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","65 to 74","7255","180","2395","4670","5","100","2.5","33","64.4","0.1"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","75 and over","3860","235","1560","2055","5","100","6.1","40.4","53.2","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","Total","45520","630","24380","20480","25","100","1.4","53.6","45","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","0 to 14","6080","60","5100","910","5","100","1","83.9","15","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","0 to 4","1935","25","1760","140","5","100","1.3","91","7.2","0.3"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","5 to 9","2145","25","1855","265","0","100","1.2","86.5","12.4","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","10 to 14","2005","10","1485","510","0","100","0.5","74.1","25.4","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","15 to 24","3900","20","1740","2135","0","100","0.5","44.6","54.7","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","15 to 19","1960","15","925","1020","0","100","0.8","47.2","52","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","20 to 24","1935","0","810","1115","0","100","0","41.9","57.6","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","25 to 44","9105","60","3750","5285","5","100","0.7","41.2","58","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","45 to 64","15635","180","8160","7290","5","100","1.2","52.2","46.6","0"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","65 and over","10805","305","5630","4855","10","100","2.8","52.1","44.9","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","65 to 74","6975","130","3450","3390","5","100","1.9","49.5","48.6","0.1"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","75 and over","3820","175","2180","1465","5","100","4.6","57.1","38.4","0.1"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","Total","34575","90","26470","8010","5","100","0.3","76.6","23.2","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","0 to 14","4360","10","4105","250","0","100","0.2","94.2","5.7","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","0 to 4","1315","0","1275","35","5","100","0","97","2.7","0.4"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","5 to 9","1525","5","1480","45","0","100","0.3","97","3","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","10 to 14","1520","0","1350","170","0","100","0","88.8","11.2","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","15 to 24","2995","0","2050","945","0","100","0","68.4","31.6","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","15 to 19","1535","0","1105","425","0","100","0","72","27.7","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","20 to 24","1460","0","945","515","0","100","0","64.7","35.3","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","25 to 44","6420","15","4465","1945","0","100","0.2","69.5","30.3","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","45 to 64","12170","25","9260","2885","0","100","0.2","76.1","23.7","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","65 and over","8630","40","6600","1985","0","100","0.5","76.5","23","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","65 to 74","5705","25","4235","1445","0","100","0.4","74.2","25.3","0"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","75 and over","2920","15","2365","540","0","100","0.5","81","18.5","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","Total","22690","395","12250","10030","15","100","1.7","54","44.2","0.1"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","0 to 14","2985","35","2495","450","10","100","1.2","83.6","15.1","0.3"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","0 to 4","1015","10","895","105","5","100","1","88.2","10.3","0.5"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","5 to 9","1040","10","890","135","10","100","1","85.6","13","1"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","10 to 14","935","15","715","210","0","100","1.6","76.5","22.5","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 24","1970","15","885","1070","5","100","0.8","44.9","54.3","0.3"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 19","1025","5","505","515","0","100","0.5","49.3","50.2","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","20 to 24","945","10","380","555","0","100","1.1","40.2","58.7","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","25 to 44","4325","50","1820","2445","5","100","1.2","42.1","56.5","0.1"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","45 to 64","7870","135","3930","3805","0","100","1.7","49.9","48.3","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","65 and over","5535","155","3115","2260","0","100","2.8","56.3","40.8","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","65 to 74","3555","90","1810","1650","0","100","2.5","50.9","46.4","0"
"2480","Papineau","Municipalité régionale de comté","Quebec","24","3.9","00000","75 and over","1980","65","1310","610","0","100","3.3","66.2","30.8","0"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","Total","273265","19180","77415","174885","1785","100","7","28.3","64","0.7"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","0 to 14","50515","3195","31465","15150","710","100","6.3","62.3","30","1.4"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","0 to 4","17190","1600","11880","3120","590","100","9.3","69.1","18.2","3.4"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","5 to 9","17795","920","11735","5065","80","100","5.2","65.9","28.5","0.4"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","10 to 14","15525","665","7850","6965","40","100","4.3","50.6","44.9","0.3"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","15 to 24","33850","1885","7310","24595","60","100","5.6","21.6","72.7","0.2"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","15 to 19","15680","680","4025","10960","20","100","4.3","25.7","69.9","0.1"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","20 to 24","18170","1200","3285","13635","45","100","6.6","18.1","75","0.2"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","25 to 44","75060","6325","11320","57235","180","100","8.4","15.1","76.3","0.2"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","45 to 64","77565","5410","16455","55360","345","100","7","21.2","71.4","0.4"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","65 and over","36270","2370","10870","22545","490","100","6.5","30","62.2","1.4"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","65 to 74","23090","1430","6130","15295","235","100","6.2","26.5","66.2","1"
"2481","Gatineau","Territoire équivalent","Quebec","24","3.4","00000","75 and over","13180","940","4745","7250","250","100","7.1","36","55","1.9"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","Total","48955","5450","12780","30710","15","100","11.1","26.1","62.7","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","0 to 14","9665","870","5640","3150","5","100","9","58.4","32.6","0.1"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","0 to 4","2875","340","1965","565","5","100","11.8","68.3","19.7","0.2"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","5 to 9","3550","340","2160","1050","0","100","9.6","60.8","29.6","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","10 to 14","3240","185","1520","1530","0","100","5.7","46.9","47.2","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","15 to 24","5145","345","1095","3700","0","100","6.7","21.3","71.9","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","15 to 19","2710","155","670","1885","0","100","5.7","24.7","69.6","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","20 to 24","2440","190","430","1820","0","100","7.8","17.6","74.6","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","25 to 44","12155","935","1800","9425","5","100","7.7","14.8","77.5","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","45 to 64","16150","2115","2900","11130","5","100","13.1","18","68.9","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","65 and over","5835","1180","1335","3310","5","100","20.2","22.9","56.7","0.1"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","65 to 74","4160","775","845","2535","0","100","18.6","20.3","60.9","0"
"2482","Les Collines-de-l'Outaouais","Municipalité régionale de comté","Quebec","24","2.8","00000","75 and over","1675","405","495","775","5","100","24.2","29.6","46.3","0.3"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","Total","20020","1870","9935","8205","10","100","9.3","49.6","41","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","0 to 14","2650","435","1820","400","0","100","16.4","68.7","15.1","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","0 to 4","895","155","635","105","0","100","17.3","70.9","11.7","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","5 to 9","850","145","605","95","0","100","17.1","71.2","11.2","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","10 to 14","905","130","580","195","0","100","14.4","64.1","21.5","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","15 to 24","1850","215","860","770","0","100","11.6","46.5","41.6","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","15 to 19","925","125","435","370","0","100","13.5","47","40","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","20 to 24","920","85","430","400","0","100","9.2","46.7","43.5","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","25 to 44","3695","280","1470","1950","0","100","7.6","39.8","52.8","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","45 to 64","7230","535","3460","3235","5","100","7.4","47.9","44.7","0.1"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","65 and over","4590","410","2325","1850","0","100","8.9","50.7","40.3","0"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","65 to 74","2945","245","1390","1305","5","100","8.3","47.2","44.3","0.2"
"2483","La Vallée-de-la-Gatineau","Municipalité régionale de comté","Quebec","24","6.9","20000","75 and over","1650","165","935","545","5","100","10","56.7","33","0.3"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","Total","14105","5975","855","7270","5","100","42.4","6.1","51.5","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","0 to 14","2045","835","305","895","5","100","40.8","14.9","43.8","0.2"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","0 to 4","670","355","170","145","5","100","53","25.4","21.6","0.7"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","5 to 9","680","245","85","350","0","100","36","12.5","51.5","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","10 to 14","695","235","55","400","0","100","33.8","7.9","57.6","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","15 to 24","1475","550","45","880","0","100","37.3","3.1","59.7","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","15 to 19","780","265","25","490","0","100","34","3.2","62.8","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","20 to 24","695","285","25","390","0","100","41","3.6","56.1","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","25 to 44","2660","925","60","1670","0","100","34.8","2.3","62.8","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","45 to 64","4645","1975","250","2415","0","100","42.5","5.4","52","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","65 and over","3285","1685","185","1410","0","100","51.3","5.6","42.9","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","65 to 74","2080","1015","90","970","0","100","48.8","4.3","46.6","0"
"2484","Pontiac","Municipalité régionale de comté","Quebec","24","5.2","00000","75 and over","1200","670","90","440","0","100","55.8","7.5","36.7","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","Total","15785","1355","8495","5935","5","100","8.6","53.8","37.6","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","0 to 14","2710","320","1915","475","0","100","11.8","70.7","17.5","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","0 to 4","830","110","625","95","0","100","13.3","75.3","11.4","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","5 to 9","985","110","715","160","0","100","11.2","72.6","16.2","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","10 to 14","890","95","575","220","0","100","10.7","64.6","24.7","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","15 to 24","1610","190","685","735","0","100","11.8","42.5","45.7","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","15 to 19","835","90","375","370","0","100","10.8","44.9","44.3","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","20 to 24","770","100","310","365","0","100","13","40.3","47.4","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","25 to 44","3295","330","1315","1645","0","100","10","39.9","49.9","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","45 to 64","5150","335","2675","2140","0","100","6.5","51.9","41.6","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","65 and over","3025","170","1910","935","0","100","5.6","63.1","30.9","0"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","65 to 74","1840","115","1065","655","5","100","6.3","57.9","35.6","0.3"
"2485","Témiscamingue","Municipalité régionale de comté","Quebec","24","5.7","00000","75 and over","1180","55","845","285","0","100","4.7","71.6","24.2","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","Total","42085","115","27905","14050","20","100","0.3","66.3","33.4","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","0 to 14","7020","10","6525","475","10","100","0.1","92.9","6.8","0.1"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","0 to 4","2445","0","2360","75","10","100","0","96.5","3.1","0.4"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","5 to 9","2485","5","2365","110","5","100","0.2","95.2","4.4","0.2"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","10 to 14","2095","5","1795","290","0","100","0.2","85.7","13.8","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","15 to 24","5130","10","2850","2270","0","100","0.2","55.6","44.2","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","15 to 19","2395","0","1420","970","0","100","0","59.3","40.5","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","20 to 24","2735","5","1435","1300","0","100","0.2","52.5","47.5","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","25 to 44","10400","20","5395","4975","5","100","0.2","51.9","47.8","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","45 to 64","12435","20","8165","4250","0","100","0.2","65.7","34.2","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","65 and over","7095","55","4970","2075","0","100","0.8","70","29.2","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","65 to 74","4150","15","2765","1375","0","100","0.4","66.6","33.1","0"
"2486","Rouyn-Noranda","Territoire équivalent","Quebec","24","4.2","00000","75 and over","2945","40","2200","700","5","100","1.4","74.7","23.8","0.2"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","Total","20360","15","17175","3170","5","100","0.1","84.4","15.6","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","0 to 14","3490","0","3405","80","0","100","0","97.6","2.3","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","0 to 4","1115","0","1095","15","5","100","0","98.2","1.3","0.4"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","5 to 9","1210","5","1190","20","0","100","0.4","98.3","1.7","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","10 to 14","1165","0","1120","45","0","100","0","96.1","3.9","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","15 to 24","2060","0","1555","505","0","100","0","75.5","24.5","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","15 to 19","1055","0","835","220","0","100","0","79.1","20.9","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","20 to 24","1000","0","715","285","0","100","0","71.5","28.5","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","25 to 44","4405","5","3195","1205","0","100","0.1","72.5","27.4","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","45 to 64","6405","0","5410","990","5","100","0","84.5","15.5","0.1"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","65 and over","4010","5","3610","390","0","100","0.1","90","9.7","0"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","65 to 74","2415","0","2140","275","0","100","0","88.6","11.4","0"
