"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","25 to 44","88550","82005","35","5750","765","100","92.6","0","6.5","0.9"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","45 to 64","71980","68080","30","2960","910","100","94.6","0","4.1","1.3"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","65 and over","35545","33420","5","1515","605","100","94","0","4.3","1.7"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","65 to 74","19895","18680","0","870","335","100","93.9","0","4.4","1.7"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","75 and over","15650","14735","5","645","265","100","94.2","0","4.1","1.7"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","Total","19085","17855","10","1160","60","100","93.6","0.1","6.1","0.3"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","0 to 14","4040","3675","10","335","25","100","91","0.2","8.3","0.6"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","0 to 4","1410","1375","5","10","15","100","97.5","0.4","0.7","1.1"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","5 to 9","1330","1170","0","145","5","100","88","0","10.9","0.4"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","10 to 14","1300","1120","0","170","5","100","86.2","0","13.1","0.4"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","15 to 24","2250","1985","0","270","0","100","88.2","0","12","0"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","15 to 19","1150","975","0","175","0","100","84.8","0","15.2","0"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","20 to 24","1100","1010","0","95","0","100","91.8","0","8.6","0"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","25 to 44","4910","4625","5","275","15","100","94.2","0.1","5.6","0.3"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","45 to 64","4760","4600","0","140","15","100","96.6","0","2.9","0.3"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","65 and over","3120","2970","0","140","10","100","95.2","0","4.5","0.3"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","65 to 74","1610","1530","0","75","10","100","95","0","4.7","0.6"
"735","North Battleford","CA","Saskatchewan","47"," ","5.7","00000","75 and over","1510","1440","0","65","0","100","95.4","0","4.3","0"
"745","Prince Albert","CA","Saskatchewan","47"," ","6.3","00100","Total","42555","38995","20","3345","200","100","91.6","0","7.9","0.5"
"745","Prince Albert","CA","Saskatchewan","47"," ","6.3","00100","0 to 14","9135","7960","5","1085","85","100","87.1","0.1","11.9","0.9"
"745","Prince Albert","CA","Saskatchewan","47"," ","6.3","00100","0 to 4","2935","2825","5","55","50","100","96.3","0.2","1.9","1.7"
"745","Prince Albert","CA","Saskatchewan","47"," ","6.3","00100","5 to 9","3195","2705","0","465","25","100","84.7","0","14.6","0.8"
"745","Prince Albert","CA","Saskatchewan","47"," ","6.3","00100","10 to 14","3005","2425","0","570","10","100","80.7","0","19","0.3"
