"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"442","Trois-Rivières","CMA","Quebec","24"," ","4.3","00000","75 and over","13855","10","11505","2335","10","100","0.1","83","16.9","0.1"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","Total","52895","70","40755","12040","25","100","0.1","77","22.8","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","0 to 14","6850","15","6365","465","5","100","0.2","92.9","6.8","0.1"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","0 to 4","2400","5","2325","60","5","100","0.2","96.9","2.5","0.2"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","5 to 9","2325","5","2215","105","0","100","0.2","95.3","4.5","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","10 to 14","2120","0","1825","295","0","100","0","86.1","13.9","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","15 to 24","5015","5","2980","2025","5","100","0.1","59.4","40.4","0.1"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","15 to 19","2395","5","1540","855","0","100","0.2","64.3","35.7","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","20 to 24","2620","0","1445","1170","5","100","0","55.2","44.7","0.2"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","25 to 44","10580","25","6610","3940","5","100","0.2","62.5","37.2","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","45 to 64","17215","20","13715","3475","5","100","0.1","79.7","20.2","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","65 and over","13235","10","11080","2140","0","100","0.1","83.7","16.2","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","65 to 74","7670","5","6320","1350","0","100","0.1","82.4","17.6","0"
"444","Shawinigan","CA","Quebec","24"," ","3.9","00000","75 and over","5560","0","4770","790","5","100","0","85.8","14.2","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","Total","94675","105","68165","26150","255","100","0.1","72","27.6","0.3"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","0 to 14","16265","15","14580","1585","90","100","0.1","89.6","9.7","0.6"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","0 to 4","5255","10","5050","150","45","100","0.2","96.1","2.9","0.9"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","5 to 9","5770","0","5445","295","25","100","0","94.4","5.1","0.4"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","10 to 14","5240","0","4085","1140","20","100","0","78","21.8","0.4"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","15 to 24","10640","5","5605","5000","25","100","0","52.7","47","0.2"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","15 to 19","5320","0","2945","2355","15","100","0","55.4","44.3","0.3"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","20 to 24","5320","5","2660","2650","5","100","0.1","50","49.8","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","25 to 44","23325","20","13960","9275","65","100","0.1","59.8","39.8","0.3"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","45 to 64","27015","40","19985","6940","50","100","0.1","74","25.7","0.2"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","65 and over","17440","25","14040","3340","30","100","0.1","80.5","19.2","0.2"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","65 to 74","11025","20","8655","2345","10","100","0.2","78.5","21.3","0.1"
"447","Drummondville","CA","Quebec","24"," ","4.5","00000","75 and over","6410","10","5385","1000","20","100","0.2","84","15.6","0.3"
"450","Granby","CA","Quebec","24"," ","4.0","00000","Total","84060","350","51515","31885","310","100","0.4","61.3","37.9","0.4"
"450","Granby","CA","Quebec","24"," ","4.0","00000","0 to 14","13950","70","12010","1775","105","100","0.5","86.1","12.7","0.8"
"450","Granby","CA","Quebec","24"," ","4.0","00000","0 to 4","4510","35","4160","250","60","100","0.8","92.2","5.5","1.3"
"450","Granby","CA","Quebec","24"," ","4.0","00000","5 to 9","4895","20","4450","405","25","100","0.4","90.9","8.3","0.5"
"450","Granby","CA","Quebec","24"," ","4.0","00000","10 to 14","4550","10","3405","1115","15","100","0.2","74.8","24.5","0.3"
"450","Granby","CA","Quebec","24"," ","4.0","00000","15 to 24","9030","40","4075","4890","30","100","0.4","45.1","54.2","0.3"
"450","Granby","CA","Quebec","24"," ","4.0","00000","15 to 19","4435","15","2145","2265","10","100","0.3","48.4","51.1","0.2"
"450","Granby","CA","Quebec","24"," ","4.0","00000","20 to 24","4595","20","1930","2625","20","100","0.4","42","57.1","0.4"
"450","Granby","CA","Quebec","24"," ","4.0","00000","25 to 44","19275","80","9175","9910","110","100","0.4","47.6","51.4","0.6"
"450","Granby","CA","Quebec","24"," ","4.0","00000","45 to 64","25320","90","15300","9890","40","100","0.4","60.4","39.1","0.2"
"450","Granby","CA","Quebec","24"," ","4.0","00000","65 and over","16480","75","10955","5415","30","100","0.5","66.5","32.9","0.2"
"450","Granby","CA","Quebec","24"," ","4.0","00000","65 to 74","10105","35","6375","3675","20","100","0.3","63.1","36.4","0.2"
"450","Granby","CA","Quebec","24"," ","4.0","00000","75 and over","6375","40","4580","1745","10","100","0.6","71.8","27.4","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","Total","58555","95","41845","16385","235","100","0.2","71.5","28","0.4"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","0 to 14","8735","10","7985","625","115","100","0.1","91.4","7.2","1.3"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","0 to 4","2925","10","2780","60","75","100","0.3","95","2.1","2.6"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","5 to 9","3090","5","2965","105","20","100","0.2","96","3.4","0.6"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","10 to 14","2725","0","2245","455","20","100","0","82.4","16.7","0.7"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","15 to 24","6735","10","3565","3150","15","100","0.1","52.9","46.8","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","15 to 19","3020","0","1720","1290","10","100","0","57","42.7","0.3"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","20 to 24","3715","5","1845","1855","10","100","0.1","49.7","49.9","0.3"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","25 to 44","13475","55","7390","5980","55","100","0.4","54.8","44.4","0.4"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","45 to 64","16720","15","12210","4460","30","100","0.1","73","26.7","0.2"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","65 and over","12885","5","10690","2175","15","100","0","83","16.9","0.1"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","65 to 74","7150","5","5730","1415","5","100","0.1","80.1","19.8","0.1"
"452","Saint-Hyacinthe","CA","Quebec","24"," ","5.2","00000","75 and over","5735","0","4960","765","10","100","0","86.5","13.3","0.2"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","Total","40990","70","30020","10870","30","100","0.2","73.2","26.5","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","0 to 14","5185","15","4750","415","5","100","0.3","91.6","8","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","0 to 4","1715","5","1660","40","10","100","0.3","96.8","2.3","0.6"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","5 to 9","1770","5","1695","75","0","100","0.3","95.8","4.2","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","10 to 14","1700","5","1400","305","0","100","0.3","82.4","17.9","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","15 to 24","3710","5","2130","1575","5","100","0.1","57.4","42.5","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","15 to 19","1760","5","1095","665","0","100","0.3","62.2","37.8","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","20 to 24","1945","0","1035","910","5","100","0","53.2","46.8","0.3"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","25 to 44","8430","15","4695","3710","5","100","0.2","55.7","44","0.1"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","45 to 64","13035","25","9955","3050","5","100","0.2","76.4","23.4","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","65 and over","10625","15","8490","2120","5","100","0.1","79.9","20","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","65 to 74","6435","10","5015","1405","0","100","0.2","77.9","21.8","0"
"454","Sorel-Tracy","CA","Quebec","24"," ","4.1","00000","75 and over","4195","5","3475","710","5","100","0.1","82.8","16.9","0.1"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","Total","48065","80","34135","13675","170","100","0.2","71","28.5","0.4"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","0 to 14","7025","15","6325","615","75","100","0.2","90","8.8","1.1"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","0 to 4","2340","5","2225","65","45","100","0.2","95.1","2.8","1.9"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","5 to 9","2520","5","2400","100","15","100","0.2","95.2","4","0.6"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","10 to 14","2175","5","1705","450","10","100","0.2","78.4","20.7","0.5"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","15 to 24","5170","10","2735","2410","10","100","0.2","52.9","46.6","0.2"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","15 to 19","2435","5","1335","1085","5","100","0.2","54.8","44.6","0.2"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","20 to 24","2735","5","1400","1330","5","100","0.2","51.2","48.6","0.2"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","25 to 44","10845","25","6105","4670","40","100","0.2","56.3","43.1","0.4"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","45 to 64","13985","20","10290","3650","25","100","0.1","73.6","26.1","0.2"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","65 and over","11035","15","8680","2325","15","100","0.1","78.7","21.1","0.1"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","65 to 74","6520","5","4965","1535","10","100","0.1","76.2","23.5","0.2"
"456","Joliette","CA","Quebec","24"," ","5.3","00000","75 and over","4515","10","3710","785","10","100","0.2","82.2","17.4","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","Total","4053360","286280","1472055","2231540","63480","100","7.1","36.3","55.1","1.6"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","0 to 14","690685","41545","428195","202090","18855","100","6","62","29.3","2.7"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","0 to 4","231220","23915","154690","36035","16580","100","10.3","66.9","15.6","7.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","5 to 9","242450","11395","164000","65315","1740","100","4.7","67.6","26.9","0.7"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","10 to 14","217010","6240","109505","100740","530","100","2.9","50.5","46.4","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","15 to 24","495530","24260","113675","356670","920","100","4.9","22.9","72","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","15 to 19","224570","8235","59735","156195","395","100","3.7","26.6","69.6","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","20 to 24","270955","16020","53935","200475","525","100","5.9","19.9","74","0.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","25 to 44","1118260","76135","262340","774365","5415","100","6.8","23.5","69.2","0.5"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","45 to 64","1110655","79960","389105","628225","13370","100","7.2","35","56.6","1.2"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","65 and over","638230","64385","278740","270185","24925","100","10.1","43.7","42.3","3.9"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","65 to 74","368055","31765","152945","174165","9180","100","8.6","41.6","47.3","2.5"
"462","Montréal","CMA","Quebec","24"," ","3.3","20000","75 and over","270180","32620","125790","96025","15750","100","12.1","46.6","35.5","5.8"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","Total","39670","170","25030","14440","35","100","0.4","63.1","36.4","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","0 to 14","5480","25","4880","570","10","100","0.5","89.1","10.4","0.2"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","0 to 4","1970","15","1835","110","10","100","0.8","93.1","5.6","0.5"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","5 to 9","1870","0","1690","175","0","100","0","90.4","9.4","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","10 to 14","1640","5","1355","285","0","100","0.3","82.6","17.4","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","15 to 24","4395","15","2315","2065","0","100","0.3","52.7","47","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","15 to 19","1925","10","1115","800","0","100","0.5","57.9","41.6","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","20 to 24","2465","5","1200","1265","0","100","0.2","48.7","51.3","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","25 to 44","8910","40","4505","4350","10","100","0.4","50.6","48.8","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","45 to 64","12065","45","7310","4700","5","100","0.4","60.6","39","0"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","65 and over","8825","45","6015","2755","10","100","0.5","68.2","31.2","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","65 to 74","5275","25","3400","1845","5","100","0.5","64.5","35","0.1"
"465","Salaberry-de-Valleyfield","CA","Quebec","24"," ","5.0","00000","75 and over","3550","15","2615","910","5","100","0.4","73.7","25.6","0.1"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","Total","12475","405","6420","5645","10","100","3.2","51.5","45.3","0.1"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","0 to 14","1780","85","1345","350","0","100","4.8","75.6","19.7","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","0 to 4","550","35","460","50","5","100","6.4","83.6","9.1","0.9"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","5 to 9","630","35","480","115","0","100","5.6","76.2","18.3","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","10 to 14","600","20","405","185","0","100","3.3","67.5","30.8","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","15 to 24","1310","20","535","755","0","100","1.5","40.8","57.6","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","15 to 19","640","10","295","340","0","100","1.6","46.1","53.1","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","20 to 24","670","10","245","420","0","100","1.5","36.6","62.7","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","25 to 44","2630","40","1065","1525","0","100","1.5","40.5","58","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","45 to 64","3935","90","1990","1845","5","100","2.3","50.6","46.9","0.1"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","65 and over","2825","170","1480","1170","0","100","6","52.4","41.4","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","65 to 74","1665","60","860","735","0","100","3.6","51.7","44.1","0"
"468","Lachute","CA","Quebec","24"," ","4.5","00000","75 and over","1155","105","620","430","0","100","9.1","53.7","37.2","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","Total","14860","14335","0","475","50","100","96.5","0","3.2","0.3"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","0 to 14","3535","3375","0","145","20","100","95.5","0","4.1","0.6"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","0 to 4","1295","1270","0","10","15","100","98.1","0","0.8","1.2"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","5 to 9","1235","1165","0","65","5","100","94.3","0","5.3","0.4"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","10 to 14","1005","940","0","65","0","100","93.5","0","6.5","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","15 to 24","2200","2105","0","90","0","100","95.7","0","4.1","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","15 to 19","930","890","0","40","0","100","95.7","0","4.3","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","20 to 24","1265","1215","0","55","0","100","96","0","4.3","0"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","25 to 44","5300","5115","0","180","10","100","96.5","0","3.4","0.2"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","45 to 64","2880","2815","0","55","15","100","97.7","0","1.9","0.5"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","65 and over","950","930","0","10","5","100","97.9","0","1.1","0.5"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","65 to 74","595","585","0","5","5","100","98.3","0","0.8","0.8"
"47840","Lloydminster (Saskatchewan part)","CA","Saskatchewan","47","48","4.2","00000","75 and over","355","345","0","5","0","100","97.2","0","1.4","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","Total","33535","295","22275","10940","20","100","0.9","66.4","32.6","0.1"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","0 to 14","5980","90","5350","530","10","100","1.5","89.5","8.9","0.2"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","0 to 4","1980","25","1840","105","10","100","1.3","92.9","5.3","0.5"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","5 to 9","2140","35","1960","145","0","100","1.6","91.6","6.8","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","10 to 14","1855","30","1550","280","0","100","1.6","83.6","15.1","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","15 to 24","3920","45","2035","1840","0","100","1.1","51.9","46.9","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","15 to 19","1860","30","1085","745","0","100","1.6","58.3","40.1","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","20 to 24","2060","15","950","1095","0","100","0.7","46.1","53.2","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","25 to 44","8360","60","4290","4005","0","100","0.7","51.3","47.9","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","45 to 64","10110","50","6860","3190","5","100","0.5","67.9","31.6","0"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","65 and over","5170","40","3745","1375","5","100","0.8","72.4","26.6","0.1"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","65 to 74","3270","20","2275","960","5","100","0.6","69.6","29.4","0.2"
"480","Val-d'Or","CA","Quebec","24"," ","4.7","00000","75 and over","1900","20","1465","410","5","100","1.1","77.1","21.6","0.3"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","Total","42090","115","27905","14050","20","100","0.3","66.3","33.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","0 to 14","7020","10","6520","475","15","100","0.1","92.9","6.8","0.2"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","0 to 4","2445","5","2360","70","10","100","0.2","96.5","2.9","0.4"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","5 to 9","2485","5","2365","115","5","100","0.2","95.2","4.6","0.2"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","10 to 14","2095","5","1800","295","0","100","0.2","85.9","14.1","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","15 to 24","5135","10","2850","2270","0","100","0.2","55.5","44.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","15 to 19","2395","5","1420","970","0","100","0.2","59.3","40.5","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","20 to 24","2740","5","1430","1300","0","100","0.2","52.2","47.4","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","25 to 44","10400","20","5395","4975","0","100","0.2","51.9","47.8","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","45 to 64","12435","20","8165","4250","0","100","0.2","65.7","34.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","65 and over","7100","50","4970","2075","0","100","0.7","70","29.2","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","65 to 74","4150","10","2765","1375","0","100","0.2","66.6","33.1","0"
"485","Rouyn-Noranda","CA","Quebec","24"," ","4.2","00000","75 and over","2945","40","2200","700","0","100","1.4","74.7","23.8","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","Total","19415","18280","10","1055","65","100","94.2","0.1","5.4","0.3"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","0 to 14","4310","3905","5","370","35","100","90.6","0.1","8.6","0.8"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","0 to 4","1430","1385","0","15","30","100","96.9","0","1","2.1"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","5 to 9","1510","1335","0","170","0","100","88.4","0","11.3","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","10 to 14","1375","1185","0","180","0","100","86.2","0","13.1","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","15 to 24","2300","2100","0","195","0","100","91.3","0","8.5","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","15 to 19","1220","1085","0","135","0","100","88.9","0","11.1","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","20 to 24","1080","1020","0","60","0","100","94.4","0","5.6","0"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","25 to 44","6260","5945","0","305","10","100","95","0","4.9","0.2"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","45 to 64","4675","4515","5","145","10","100","96.6","0.1","3.1","0.2"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","65 and over","1870","1815","0","40","10","100","97.1","0","2.1","0.5"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","65 to 74","1065","1035","0","30","10","100","97.2","0","2.8","0.9"
"48840","Lloydminster (Alberta part)","CA","Alberta","48","47","3.7","00000","75 and over","800","785","0","20","5","100","98.1","0","2.5","0.6"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","Total","58620","34575","470","23410","165","100","59","0.8","39.9","0.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","0 to 14","9315","5865","180","3230","45","100","63","1.9","34.7","0.5"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","0 to 4","3080","2375","110","560","40","100","77.1","3.6","18.2","1.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","5 to 9","3255","1960","60","1230","10","100","60.2","1.8","37.8","0.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","10 to 14","2975","1530","15","1435","0","100","51.4","0.5","48.2","0"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","15 to 24","6710","4050","10","2640","10","100","60.4","0.1","39.3","0.1"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","15 to 19","3160","1785","5","1365","5","100","56.5","0.2","43.2","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","20 to 24","3550","2265","0","1270","10","100","63.8","0","35.8","0.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","25 to 44","12700","7330","30","5315","25","100","57.7","0.2","41.9","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","45 to 64","17360","10315","75","6930","40","100","59.4","0.4","39.9","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","65 and over","12535","7015","175","5295","40","100","56","1.4","42.2","0.3"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","65 to 74","7230","3975","60","3185","15","100","55","0.8","44.1","0.2"
"501","Cornwall","CA","Ontario","35"," ","4.0","00000","75 and over","5300","3040","120","2115","25","100","57.4","2.3","39.9","0.5"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","Total","11750","1020","2845","7870","20","100","8.7","24.2","67","0.2"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","0 to 14","1590","180","730","670","5","100","11.3","45.9","42.1","0.3"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","0 to 4","460","60","270","120","10","100","13","58.7","26.1","2.2"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","5 to 9","580","65","295","220","0","100","11.2","50.9","37.9","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","10 to 14","555","55","165","335","0","100","9.9","29.7","60.4","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","15 to 24","1165","100","210","860","0","100","8.6","18","73.8","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","15 to 19","560","55","115","395","0","100","9.8","20.5","70.5","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","20 to 24","605","45","95","465","0","100","7.4","15.7","76.9","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","25 to 44","2240","200","290","1745","5","100","8.9","12.9","77.9","0.2"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","45 to 64","3775","275","820","2680","5","100","7.3","21.7","71","0.1"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","65 and over","2980","270","800","1905","0","100","9.1","26.8","63.9","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","65 to 74","1715","120","400","1195","0","100","7","23.3","69.7","0"
"502","Hawkesbury","CA","Ontario / Quebec","35","24","4.5","00000","75 and over","1265","155","405","710","5","100","12.3","32","56.1","0.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","Total","1309210","598540","108825","586205","15640","100","45.7","8.3","44.8","1.2"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","0 to 14","227075","94575","44950","83620","3935","100","41.6","19.8","36.8","1.7"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","0 to 4","72380","39260","17760","12195","3165","100","54.2","24.5","16.8","4.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","5 to 9","79015","31595","16730","30190","505","100","40","21.2","38.2","0.6"
