"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","5 to 9","895","870","5","25","0","0","0","0","100","97.2","0.6","2.8","0","0","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","10 to 14","980","950","5","25","0","5","0","0","100","96.9","0.5","2.6","0","0.5","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","15 to 24","1750","1695","5","45","5","5","0","0","100","96.9","0.3","2.6","0.3","0.3","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","15 to 19","945","910","5","30","0","5","0","0","100","96.3","0.5","3.2","0","0.5","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","20 to 24","810","785","5","20","0","5","0","0","100","96.9","0.6","2.5","0","0.6","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","25 to 44","3370","3105","25","220","5","15","0","0","100","92.1","0.7","6.5","0.1","0.4","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","45 to 64","5170","4745","50","345","5","20","0","0","100","91.8","1","6.7","0.1","0.4","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","65 and over","4610","3890","90","595","5","35","0","0","100","84.4","2","12.9","0.1","0.8","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","65 to 74","2375","2120","45","190","0","20","0","0","100","89.3","1.9","8","0","0.8","0","0"
"920","Salmon Arm","CA","British Columbia","59"," ","5.1","00000","75 and over","2235","1770","45","410","0","15","0","0","100","79.2","2","18.3","0","0.7","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","Total","102340","91420","1165","8790","185","755","15","10","100","89.3","1.1","8.6","0.2","0.7","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","0 to 14","15765","14960","55","555","45","140","0","5","100","94.9","0.3","3.5","0.3","0.9","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","0 to 4","5075","4785","15","200","10","60","0","0","100","94.3","0.3","3.9","0.2","1.2","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","5 to 9","5365","5095","25","185","20","40","5","0","100","95","0.5","3.4","0.4","0.7","0.1","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","10 to 14","5325","5080","20","165","15","40","0","0","100","95.4","0.4","3.1","0.3","0.8","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","15 to 24","12260","11215","50","880","25","85","0","5","100","91.5","0.4","7.2","0.2","0.7","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","15 to 19","5685","5355","20","260","10","30","0","0","100","94.2","0.4","4.6","0.2","0.5","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","20 to 24","6575","5855","30","620","15","50","0","0","100","89","0.5","9.4","0.2","0.8","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","25 to 44","25430","22720","210","2220","50","230","5","0","100","89.3","0.8","8.7","0.2","0.9","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","45 to 64","30035","26860","445","2525","30","160","5","5","100","89.4","1.5","8.4","0.1","0.5","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","65 and over","18845","15660","400","2605","40","135","0","0","100","83.1","2.1","13.8","0.2","0.7","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","65 to 74","11215","9715","200","1210","15","65","5","0","100","86.6","1.8","10.8","0.1","0.6","0","0"
"925","Kamloops","CA","British Columbia","59"," ","5.4","00000","75 and over","7635","5945","195","1395","25","70","0","0","100","77.9","2.6","18.3","0.3","0.9","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","Total","99860","86910","1220","10760","200","735","15","20","100","87","1.2","10.8","0.2","0.7","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","0 to 14","18300","17380","60","665","35","150","5","5","100","95","0.3","3.6","0.2","0.8","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","0 to 4","5810","5525","20","190","15","60","5","0","100","95.1","0.3","3.3","0.3","1","0.1","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","5 to 9","6375","6085","15","215","10","50","0","0","100","95.5","0.2","3.4","0.2","0.8","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","10 to 14","6115","5770","25","265","10","45","0","5","100","94.4","0.4","4.3","0.2","0.7","0","0.1"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","15 to 24","11595","10695","45","750","25","80","0","0","100","92.2","0.4","6.5","0.2","0.7","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","15 to 19","5990","5525","20","380","10","50","0","0","100","92.2","0.3","6.3","0.2","0.8","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","20 to 24","5610","5170","25","375","15","30","0","0","100","92.2","0.4","6.7","0.3","0.5","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","25 to 44","22495","19930","185","2150","35","200","5","0","100","88.6","0.8","9.6","0.2","0.9","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","45 to 64","27695","23595","470","3390","60","170","5","5","100","85.2","1.7","12.2","0.2","0.6","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","65 and over","19770","15315","465","3805","40","140","5","5","100","77.5","2.4","19.2","0.2","0.7","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","65 to 74","11370","9285","250","1740","25","70","0","5","100","81.7","2.2","15.3","0.2","0.6","0","0"
"930","Chilliwack","CA","British Columbia","59"," ","5.3","00000","75 and over","8405","6030","215","2070","20","70","0","5","100","71.7","2.6","24.6","0.2","0.8","0","0.1"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","Total","177465","122100","1415","50030","280","3525","60","60","100","68.8","0.8","28.2","0.2","2","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","0 to 14","33250","24845","65","7090","60","1155","5","25","100","74.7","0.2","21.3","0.2","3.5","0","0.1"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","0 to 4","10735","7940","15","2410","10","365","0","5","100","74","0.1","22.4","0.1","3.4","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","5 to 9","11420","8615","15","2345","15","420","0","5","100","75.4","0.1","20.5","0.1","3.7","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","10 to 14","11090","8290","35","2335","30","375","5","20","100","74.8","0.3","21.1","0.3","3.4","0","0.2"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","15 to 24","22650","16605","100","5155","40","725","5","15","100","73.3","0.4","22.8","0.2","3.2","0","0.1"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","15 to 19","11285","8255","45","2575","20","375","5","10","100","73.2","0.4","22.8","0.2","3.3","0","0.1"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","20 to 24","11360","8350","50","2580","20","355","5","5","100","73.5","0.4","22.7","0.2","3.1","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","25 to 44","46140","30415","230","14425","75","955","25","10","100","65.9","0.5","31.3","0.2","2.1","0.1","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","45 to 64","47380","33190","575","13095","60","445","20","5","100","70.1","1.2","27.6","0.1","0.9","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","65 and over","28050","17045","450","10250","40","245","5","0","100","60.8","1.6","36.5","0.1","0.9","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","65 to 74","16310","10540","260","5355","30","125","5","0","100","64.6","1.6","32.8","0.2","0.8","0","0"
"932","Abbotsford - Mission","CMA","British Columbia","59"," ","4.3","00000","75 and over","11740","6505","190","4900","10","125","5","5","100","55.4","1.6","41.7","0.1","1.1","0","0"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","Total","2440145","1316635","25000","1020250","5200","69885","1545","1620","100","54","1","41.8","0.2","2.9","0.1","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","0 to 14","361870","239230","1830","101490","1320","17325","160","510","100","66.1","0.5","28","0.4","4.8","0","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","0 to 4","116180","75665","560","33435","370","5965","60","125","100","65.1","0.5","28.8","0.3","5.1","0.1","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","5 to 9","122660","82720","620","32845","490","5755","50","180","100","67.4","0.5","26.8","0.4","4.7","0","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","10 to 14","123030","80845","645","35215","465","5600","45","215","100","65.7","0.5","28.6","0.4","4.6","0","0.2"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","15 to 24","308790","176810","1845","116355","935","12375","135","340","100","57.3","0.6","37.7","0.3","4","0","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","15 to 19","142065","83365","700","51295","485","5955","60","200","100","58.7","0.5","36.1","0.3","4.2","0","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","20 to 24","166730","93450","1140","65060","450","6420","70","140","100","56","0.7","39","0.3","3.9","0","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","25 to 44","695730","360110","7875","304290","1525","21000","550","380","100","51.8","1.1","43.7","0.2","3","0.1","0.1"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","45 to 64","701130","352180","8305","325175","945","13770","480","265","100","50.2","1.2","46.4","0.1","2","0.1","0"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","65 and over","372620","188305","5145","172940","475","5415","220","120","100","50.5","1.4","46.4","0.1","1.5","0.1","0"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","65 to 74","218610","115650","3060","96095","270","3320","140","75","100","52.9","1.4","44","0.1","1.5","0.1","0"
"933","Vancouver","CMA","British Columbia","59"," ","4.4","00000","75 and over","154015","72655","2090","76850","205","2090","80","45","100","47.2","1.4","49.9","0.1","1.4","0.1","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","Total","19800","16060","545","2865","70","245","5","10","100","81.1","2.8","14.5","0.4","1.2","0","0.1"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","0 to 14","3920","3440","55","325","35","70","0","5","100","87.8","1.4","8.3","0.9","1.8","0","0.1"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","0 to 4","1440","1280","20","100","20","25","0","0","100","88.9","1.4","6.9","1.4","1.7","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","5 to 9","1430","1275","25","100","5","20","0","0","100","89.2","1.7","7","0.3","1.4","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","10 to 14","1050","880","10","120","5","25","0","5","100","83.8","1","11.4","0.5","2.4","0","0.5"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","15 to 24","1975","1620","25","295","5","30","0","5","100","82","1.3","14.9","0.3","1.5","0","0.3"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","15 to 19","985","805","5","160","5","15","0","0","100","81.7","0.5","16.2","0.5","1.5","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","20 to 24","990","815","20","140","5","20","0","0","100","82.3","2","14.1","0.5","2","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","25 to 44","6785","5485","275","935","20","75","0","0","100","80.8","4.1","13.8","0.3","1.1","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","45 to 64","4975","3990","140","790","10","45","0","0","100","80.2","2.8","15.9","0.2","0.9","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","65 and over","2140","1535","55","520","5","25","0","0","100","71.7","2.6","24.3","0.2","1.2","0","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","65 to 74","1340","1000","35","285","5","15","5","0","100","74.6","2.6","21.3","0.4","1.1","0.4","0"
"934","Squamish","CA","British Columbia","59"," ","6.2","00100","75 and over","795","540","20","230","0","10","0","0","100","67.9","2.5","28.9","0","1.3","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","Total","362190","302690","6060","48285","1050","3845","140","125","100","83.6","1.7","13.3","0.3","1.1","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","0 to 14","48225","43160","370","3400","275","955","25","45","100","89.5","0.8","7.1","0.6","2","0.1","0.1"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","0 to 4","15720","13990","105","1055","90","445","10","15","100","89","0.7","6.7","0.6","2.8","0.1","0.1"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","5 to 9","16255","14720","130","1045","85","255","10","10","100","90.6","0.8","6.4","0.5","1.6","0.1","0.1"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","10 to 14","16255","14445","135","1300","95","255","5","15","100","88.9","0.8","8","0.6","1.6","0","0.1"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","15 to 24","42500","35595","435","5660","160","620","25","20","100","83.8","1","13.3","0.4","1.5","0.1","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","15 to 19","18270","15475","155","2275","75","280","5","10","100","84.7","0.8","12.5","0.4","1.5","0","0.1"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","20 to 24","24235","20115","280","3385","85","345","15","10","100","83","1.2","14","0.4","1.4","0.1","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","25 to 44","92235","76045","1665","13050","325","1085","40","25","100","82.4","1.8","14.1","0.4","1.2","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","45 to 64","104995","87175","2190","14640","180","745","35","25","100","83","2.1","13.9","0.2","0.7","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","65 and over","74235","60720","1400","11530","110","440","15","15","100","81.8","1.9","15.5","0.1","0.6","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","65 to 74","42970","36140","815","5715","55","220","5","10","100","84.1","1.9","13.3","0.1","0.5","0","0"
"935","Victoria","CMA","British Columbia","59"," ","5.0","20000","75 and over","31265","24575","585","5815","55","220","10","5","100","78.6","1.9","18.6","0.2","0.7","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","Total","43770","39630","515","3235","70","290","10","15","100","90.5","1.2","7.4","0.2","0.7","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","0 to 14","6755","6450","25","210","15","45","5","0","100","95.5","0.4","3.1","0.2","0.7","0.1","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","0 to 4","2090","2010","5","55","0","20","0","0","100","96.2","0.2","2.6","0","1","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","5 to 9","2330","2230","10","75","5","15","0","0","100","95.7","0.4","3.2","0.2","0.6","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","10 to 14","2335","2210","15","85","5","15","5","5","100","94.6","0.6","3.6","0.2","0.6","0.2","0.2"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","15 to 24","4335","4080","20","200","0","30","0","5","100","94.1","0.5","4.6","0","0.7","0","0.1"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","15 to 19","2395","2245","5","120","5","20","0","0","100","93.7","0.2","5","0.2","0.8","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","20 to 24","1940","1835","15","80","0","5","0","0","100","94.6","0.8","4.1","0","0.3","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","25 to 44","8940","8195","85","585","15","65","5","5","100","91.7","1","6.5","0.2","0.7","0.1","0.1"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","45 to 64","13430","12095","205","1010","15","100","5","5","100","90.1","1.5","7.5","0.1","0.7","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","65 and over","10305","8815","190","1225","20","55","5","0","100","85.5","1.8","11.9","0.2","0.5","0","0"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","65 to 74","6150","5435","110","570","15","20","0","5","100","88.4","1.8","9.3","0.2","0.3","0","0.1"
"937","Duncan","CA","British Columbia","59"," ","5.6","00000","75 and over","4160","3385","80","660","5","35","0","0","100","81.4","1.9","15.9","0.1","0.8","0","0"
"938","Nanaimo","CA","British Columbia","59"," ","4.9","00000","Total","103135","90315","1355","10325","280","815","25","20","100","87.6","1.3","10","0.3","0.8","0","0"
"938","Nanaimo","CA","British Columbia","59"," ","4.9","00000","0 to 14","15135","14160","55","680","60","170","5","5","100","93.6","0.4","4.5","0.4","1.1","0","0"
"938","Nanaimo","CA","British Columbia","59"," ","4.9","00000","0 to 4","4830","4545","5","205","5","70","0","0","100","94.1","0.1","4.2","0.1","1.4","0","0"
"938","Nanaimo","CA","British Columbia","59"," ","4.9","00000","5 to 9","5360","5025","25","235","20","55","0","5","100","93.8","0.5","4.4","0.4","1","0","0.1"
