"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"546","Tillsonburg","CA","Ontario","35"," ","3.8","00000","65 and over","4230","3375","100","720","10","25","0","0","100","79.8","2.4","17","0.2","0.6","0","0"
"546","Tillsonburg","CA","Ontario","35"," ","3.8","00000","65 to 74","2235","1890","45","280","0","15","5","0","100","84.6","2","12.5","0","0.7","0.2","0"
"546","Tillsonburg","CA","Ontario","35"," ","3.8","00000","75 and over","1995","1485","60","435","0","15","0","0","100","74.4","3","21.8","0","0.8","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","Total","63265","54590","625","7605","75","350","20","5","100","86.3","1","12","0.1","0.6","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","0 to 14","9715","8305","35","1310","15","50","5","5","100","85.5","0.4","13.5","0.2","0.5","0.1","0.1"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","0 to 4","3160","2695","5","440","10","15","0","0","100","85.3","0.2","13.9","0.3","0.5","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","5 to 9","3220","2765","5","425","5","10","5","0","100","85.9","0.2","13.2","0.2","0.3","0.2","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","10 to 14","3335","2845","20","445","5","20","0","0","100","85.3","0.6","13.3","0.1","0.6","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","15 to 24","7175","6300","25","810","5","35","0","0","100","87.8","0.3","11.3","0.1","0.5","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","15 to 19","3635","3170","10","445","0","10","0","0","100","87.2","0.3","12.2","0","0.3","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","20 to 24","3535","3130","10","370","5","20","0","0","100","88.5","0.3","10.5","0.1","0.6","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","25 to 44","12820","11200","85","1450","15","65","0","5","100","87.4","0.7","11.3","0.1","0.5","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","45 to 64","19785","17450","250","1945","15","115","5","0","100","88.2","1.3","9.8","0.1","0.6","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","65 and over","13775","11335","235","2090","15","85","5","0","100","82.3","1.7","15.2","0.1","0.6","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","65 to 74","8375","7175","155","990","15","40","0","0","100","85.7","1.9","11.8","0.2","0.5","0","0"
"547","Norfolk","CA","Ontario","35"," ","5.0","00000","75 and over","5400","4155","80","1100","5","50","5","0","100","76.9","1.5","20.4","0.1","0.9","0.1","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","Total","150820","118635","1860","27800","365","2045","50","60","100","78.7","1.2","18.4","0.2","1.4","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","0 to 14","25765","22225","150","2710","105","545","5","25","100","86.3","0.6","10.5","0.4","2.1","0","0.1"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","0 to 4","8335","7165","45","875","30","200","5","5","100","86","0.5","10.5","0.4","2.4","0.1","0.1"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","5 to 9","8745","7580","55","880","45","170","0","10","100","86.7","0.6","10.1","0.5","1.9","0","0.1"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","10 to 14","8690","7470","45","955","35","170","0","15","100","86","0.5","11","0.4","2","0","0.2"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","15 to 24","20630","17070","160","2990","75","320","10","15","100","82.7","0.8","14.5","0.4","1.6","0","0.1"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","15 to 19","9370","7805","55","1315","30","155","0","10","100","83.3","0.6","14","0.3","1.7","0","0.1"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","20 to 24","11260","9265","100","1675","45","165","5","5","100","82.3","0.9","14.9","0.4","1.5","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","25 to 44","40670","31745","535","7690","95","580","10","10","100","78.1","1.3","18.9","0.2","1.4","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","45 to 64","41535","31165","670","9170","60","440","20","10","100","75","1.6","22.1","0.1","1.1","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","65 and over","22220","16430","355","5235","30","165","5","0","100","73.9","1.6","23.6","0.1","0.7","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","65 to 74","12690","9580","235","2750","25","95","5","5","100","75.5","1.9","21.7","0.2","0.7","0","0"
"550","Guelph","CMA","Ontario","35"," ","3.5","00000","75 and over","9530","6850","115","2485","10","70","5","0","100","71.9","1.2","26.1","0.1","0.7","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","Total","30920","28370","205","2095","45","190","10","5","100","91.8","0.7","6.8","0.1","0.6","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","0 to 14","4650","4465","5","135","10","35","5","0","100","96","0.1","2.9","0.2","0.8","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","0 to 4","1400","1345","0","40","5","15","0","0","100","96.1","0","2.9","0.4","1.1","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","5 to 9","1600","1540","5","45","0","10","0","0","100","96.3","0.3","2.8","0","0.6","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","10 to 14","1645","1580","0","50","0","5","5","0","100","96","0","3","0","0.3","0.3","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","15 to 24","3585","3415","5","145","5","15","0","0","100","95.3","0.1","4","0.1","0.4","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","15 to 19","1790","1705","5","70","5","5","0","0","100","95.3","0.3","3.9","0.3","0.3","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","20 to 24","1795","1710","5","75","0","5","0","0","100","95.3","0.3","4.2","0","0.3","0","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","25 to 44","7235","6690","45","430","10","55","5","0","100","92.5","0.6","5.9","0.1","0.8","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","45 to 64","9325","8460","85","700","15","60","5","0","100","90.7","0.9","7.5","0.2","0.6","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","65 and over","6125","5340","55","695","5","30","5","0","100","87.2","0.9","11.3","0.1","0.5","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","65 to 74","3495","3150","35","295","0","10","5","0","100","90.1","1","8.4","0","0.3","0.1","0"
"553","Stratford","CA","Ontario","35"," ","3.9","00000","75 and over","2630","2185","20","405","0","15","0","0","100","83.1","0.8","15.4","0","0.6","0","0"
"555","London","CMA","Ontario","35"," ","3.5","00000","Total","488300","387280","5785","86900","1215","6630","245","245","100","79.3","1.2","17.8","0.2","1.4","0.1","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","0 to 14","81110","69700","490","8685","355","1755","35","80","100","85.9","0.6","10.7","0.4","2.2","0","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","0 to 4","25925","22380","120","2630","105","665","5","10","100","86.3","0.5","10.1","0.4","2.6","0","0"
"555","London","CMA","Ontario","35"," ","3.5","00000","5 to 9","28030","24265","190","2845","135","545","15","30","100","86.6","0.7","10.1","0.5","1.9","0.1","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","10 to 14","27150","23055","175","3210","115","545","10","40","100","84.9","0.6","11.8","0.4","2","0","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","15 to 24","65465","52740","480","10850","200","1125","15","50","100","80.6","0.7","16.6","0.3","1.7","0","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","15 to 19","29315","24220","230","4205","90","530","10","25","100","82.6","0.8","14.3","0.3","1.8","0","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","20 to 24","36155","28520","250","6645","115","595","10","25","100","78.9","0.7","18.4","0.3","1.6","0","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","25 to 44","125480","98360","1390","23385","305","1895","80","65","100","78.4","1.1","18.6","0.2","1.5","0.1","0.1"
"555","London","CMA","Ontario","35"," ","3.5","00000","45 to 64","135890","105735","1955","26555","215","1315","75","40","100","77.8","1.4","19.5","0.2","1","0.1","0"
"555","London","CMA","Ontario","35"," ","3.5","00000","65 and over","80355","60745","1455","17430","135","540","40","15","100","75.6","1.8","21.7","0.2","0.7","0","0"
"555","London","CMA","Ontario","35"," ","3.5","00000","65 to 74","46960","36500","875","9175","70","310","25","5","100","77.7","1.9","19.5","0.1","0.7","0.1","0"
"555","London","CMA","Ontario","35"," ","3.5","00000","75 and over","33395","24245","575","8250","65","225","20","10","100","72.6","1.7","24.7","0.2","0.7","0.1","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","Total","101085","89215","2545","8390","360","540","15","15","100","88.3","2.5","8.3","0.4","0.5","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","0 to 14","16735","15240","90","1190","85","125","5","5","100","91.1","0.5","7.1","0.5","0.7","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","0 to 4","5270","4780","25","400","25","45","5","0","100","90.7","0.5","7.6","0.5","0.9","0.1","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","5 to 9","5675","5140","45","425","30","35","0","5","100","90.6","0.8","7.5","0.5","0.6","0","0.1"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","10 to 14","5785","5315","30","365","35","45","0","0","100","91.9","0.5","6.3","0.6","0.8","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","15 to 24","11630","10735","95","700","45","50","0","0","100","92.3","0.8","6","0.4","0.4","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","15 to 19","6095","5650","45","345","25","30","0","0","100","92.7","0.7","5.7","0.4","0.5","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","20 to 24","5530","5085","55","355","20","25","0","0","100","92","1","6.4","0.4","0.5","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","25 to 44","21595","19260","345","1780","75","120","10","5","100","89.2","1.6","8.2","0.3","0.6","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","45 to 64","30445","27160","965","2105","80","125","5","5","100","89.2","3.2","6.9","0.3","0.4","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","65 and over","20680","16820","1045","2615","75","125","5","0","100","81.3","5.1","12.6","0.4","0.6","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","65 to 74","11890","10040","575","1195","35","40","5","0","100","84.4","4.8","10.1","0.3","0.3","0","0"
"556","Chatham-Kent","CA","Ontario","35"," ","4.3","00000","75 and over","8790","6780","470","1420","40","80","0","0","100","77.1","5.3","16.2","0.5","0.9","0","0"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","Total","48350","34025","635","12880","115","615","30","40","100","70.4","1.3","26.6","0.2","1.3","0.1","0.1"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","0 to 14","8655","6710","25","1735","25","140","0","15","100","77.5","0.3","20","0.3","1.6","0","0.2"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","0 to 4","2770","2055","5","645","10","55","0","5","100","74.2","0.2","23.3","0.4","2","0","0.2"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","5 to 9","2940","2330","10","545","5","40","5","15","100","79.3","0.3","18.5","0.2","1.4","0.2","0.5"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","10 to 14","2945","2335","15","550","10","40","0","5","100","79.3","0.5","18.7","0.3","1.4","0","0.2"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","15 to 24","5930","4475","20","1305","25","90","0","15","100","75.5","0.3","22","0.4","1.5","0","0.3"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","15 to 19","2975","2295","10","600","15","50","0","5","100","77.1","0.3","20.2","0.5","1.7","0","0.2"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","20 to 24","2955","2180","10","705","10","40","0","5","100","73.8","0.3","23.9","0.3","1.4","0","0.2"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","25 to 44","11345","7475","105","3575","15","175","5","0","100","65.9","0.9","31.5","0.1","1.5","0","0"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","45 to 64","13515","9475","270","3580","25","145","15","0","100","70.1","2","26.5","0.2","1.1","0.1","0"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","65 and over","8900","5890","220","2690","30","65","5","0","100","66.2","2.5","30.2","0.3","0.7","0.1","0"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","65 to 74","5085","3535","135","1360","15","35","5","0","100","69.5","2.7","26.7","0.3","0.7","0.1","0"
"557","Leamington","CA","Ontario","35"," ","7.5","00100","75 and over","3815","2355","80","1335","15","35","5","0","100","61.7","2.1","35","0.4","0.9","0.1","0"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","Total","326280","235990","9580","72710","1670","5695","375","265","100","72.3","2.9","22.3","0.5","1.7","0.1","0.1"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","0 to 14","54990","44845","610","7485","395","1475","40","140","100","81.6","1.1","13.6","0.7","2.7","0.1","0.3"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","0 to 4","16490","13540","130","2245","85","450","10","25","100","82.1","0.8","13.6","0.5","2.7","0.1","0.2"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","5 to 9","18655","15240","200","2500","140","515","15","50","100","81.7","1.1","13.4","0.8","2.8","0.1","0.3"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","10 to 14","19840","16070","280","2740","165","510","15","65","100","81","1.4","13.8","0.8","2.6","0.1","0.3"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","15 to 24","43880","33970","645","7945","230","1000","40","45","100","77.4","1.5","18.1","0.5","2.3","0.1","0.1"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","15 to 19","20955","16645","310","3355","120","480","20","25","100","79.4","1.5","16","0.6","2.3","0.1","0.1"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","20 to 24","22920","17330","330","4595","105","520","25","15","100","75.6","1.4","20","0.5","2.3","0.1","0.1"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","25 to 44","78110","56640","1455","18045","335","1485","110","45","100","72.5","1.9","23.1","0.4","1.9","0.1","0.1"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","45 to 64","94685","66500","3220","23235","370","1200","135","20","100","70.2","3.4","24.5","0.4","1.3","0.1","0"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","65 and over","54615","34025","3655","16000","340","535","50","15","100","62.3","6.7","29.3","0.6","1","0.1","0"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","65 to 74","31770","21100","1960","8225","165","290","30","5","100","66.4","6.2","25.9","0.5","0.9","0.1","0"
"559","Windsor","CMA","Ontario","35"," ","3.5","00000","75 and over","22845","12930","1695","7770","180","245","20","10","100","56.6","7.4","34","0.8","1.1","0.1","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","Total","95250","85610","2090","6650","300","560","20","30","100","89.9","2.2","7","0.3","0.6","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","0 to 14","14715","14090","120","330","60","100","0","5","100","95.8","0.8","2.2","0.4","0.7","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","0 to 4","4615","4415","30","105","20","45","0","5","100","95.7","0.7","2.3","0.4","1","0","0.1"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","5 to 9","5180","4965","35","110","20","45","0","0","100","95.8","0.7","2.1","0.4","0.9","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","10 to 14","4925","4710","55","115","25","15","0","5","100","95.6","1.1","2.3","0.5","0.3","0","0.1"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","15 to 24","11075","10395","135","415","45","75","0","5","100","93.9","1.2","3.7","0.4","0.7","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","15 to 19","5215","4955","80","130","20","30","0","5","100","95","1.5","2.5","0.4","0.6","0","0.1"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","20 to 24","5855","5445","55","280","25","45","0","5","100","93","0.9","4.8","0.4","0.8","0","0.1"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","25 to 44","21450","19725","335","1175","60","140","5","5","100","92","1.6","5.5","0.3","0.7","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","45 to 64","28280","25315","710","2040","60","150","5","5","100","89.5","2.5","7.2","0.2","0.5","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","65 and over","19735","16085","790","2690","70","95","5","0","100","81.5","4","13.6","0.4","0.5","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","65 to 74","11480","9625","460","1310","35","50","0","0","100","83.8","4","11.4","0.3","0.4","0","0"
"562","Sarnia","CA","Ontario","35"," ","3.5","00000","75 and over","8255","6465","325","1385","30","40","0","0","100","78.3","3.9","16.8","0.4","0.5","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","Total","20675","17635","465","2345","55","160","5","10","100","85.3","2.2","11.3","0.3","0.8","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","0 to 14","2460","2320","35","60","10","25","0","5","100","94.3","1.4","2.4","0.4","1","0","0.2"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","0 to 4","725","685","10","10","5","15","0","0","100","94.5","1.4","1.4","0.7","2.1","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","5 to 9","850","795","20","20","5","10","0","0","100","93.5","2.4","2.4","0.6","1.2","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","10 to 14","885","845","10","30","5","5","0","0","100","95.5","1.1","3.4","0.6","0.6","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","15 to 24","1745","1650","35","55","5","10","0","0","100","94.6","2","3.2","0.3","0.6","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","15 to 19","880","825","20","25","0","5","0","0","100","93.8","2.3","2.8","0","0.6","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","20 to 24","865","820","15","25","5","5","0","0","100","94.8","1.7","2.9","0.6","0.6","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","25 to 44","3380","3030","85","225","5","30","5","0","100","89.6","2.5","6.7","0.1","0.9","0.1","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","45 to 64","6185","5225","170","705","10","65","0","0","100","84.5","2.7","11.4","0.2","1.1","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","65 and over","6905","5410","135","1305","15","35","0","0","100","78.3","2","18.9","0.2","0.5","0","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","65 to 74","4245","3430","90","690","10","20","5","0","100","80.8","2.1","16.3","0.2","0.5","0.1","0"
"565","Wasaga Beach","CA","Ontario","35"," ","4.5","00000","75 and over","2660","1980","45","615","5","10","0","0","100","74.4","1.7","23.1","0.2","0.4","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","Total","31280","29665","250","1205","55","100","5","5","100","94.8","0.8","3.9","0.2","0.3","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","0 to 14","4525","4390","15","75","10","25","0","0","100","97","0.3","1.7","0.2","0.6","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","0 to 4","1470","1435","0","15","5","10","0","0","100","97.6","0","1","0.3","0.7","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","5 to 9","1525","1480","5","25","5","10","0","5","100","97","0.3","1.6","0.3","0.7","0","0.3"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","10 to 14","1530","1470","5","35","0","5","0","0","100","96.1","0.3","2.3","0","0.3","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","15 to 24","3465","3370","10","65","5","5","0","0","100","97.3","0.3","1.9","0.1","0.1","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","15 to 19","1690","1640","5","40","0","10","0","0","100","97","0.3","2.4","0","0.6","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","20 to 24","1770","1730","10","30","5","5","0","0","100","97.7","0.6","1.7","0.3","0.3","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","25 to 44","6465","6160","50","225","15","15","0","0","100","95.3","0.8","3.5","0.2","0.2","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","45 to 64","9540","9010","115","375","15","30","0","0","100","94.4","1.2","3.9","0.2","0.3","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","65 and over","7285","6730","60","465","5","15","0","0","100","92.4","0.8","6.4","0.1","0.2","0","0"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","65 to 74","4005","3725","45","220","0","10","0","5","100","93","1.1","5.5","0","0.2","0","0.1"
"566","Owen Sound","CA","Ontario","35"," ","5.0","00000","75 and over","3275","3005","20","240","5","5","0","0","100","91.8","0.6","7.3","0.2","0.2","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","Total","21500","19595","295","1455","35","110","5","0","100","91.1","1.4","6.8","0.2","0.5","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","0 to 14","3120","3010","15","70","10","25","0","0","100","96.5","0.5","2.2","0.3","0.8","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","0 to 4","940","900","5","20","5","10","0","0","100","95.7","0.5","2.1","0.5","1.1","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","5 to 9","1110","1075","5","15","5","10","0","0","100","96.8","0.5","1.4","0.5","0.9","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","10 to 14","1070","1030","0","30","0","5","0","0","100","96.3","0","2.8","0","0.5","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","15 to 24","2090","2010","10","60","5","10","0","0","100","96.2","0.5","2.9","0.2","0.5","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","15 to 19","1010","975","5","25","0","5","0","0","100","96.5","0.5","2.5","0","0.5","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","20 to 24","1085","1035","10","35","0","0","0","0","100","95.4","0.9","3.2","0","0","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","25 to 44","4620","4225","50","295","10","35","0","0","100","91.5","1.1","6.4","0.2","0.8","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","45 to 64","6140","5510","120","475","5","25","5","0","100","89.7","2","7.7","0.1","0.4","0.1","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","65 and over","5530","4840","105","555","10","15","0","0","100","87.5","1.9","10","0.2","0.3","0","0"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","65 to 74","3135","2770","70","280","5","5","0","5","100","88.4","2.2","8.9","0.2","0.2","0","0.2"
"567","Collingwood","CA","Ontario","35"," ","4.8","00000","75 and over","2390","2065","35","275","0","5","0","0","100","86.4","1.5","11.5","0","0.2","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","Total","195610","168995","3790","20065","690","1950","55","70","100","86.4","1.9","10.3","0.4","1","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","0 to 14","35245","32575","380","1610","180","480","5","25","100","92.4","1.1","4.6","0.5","1.4","0","0.1"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","0 to 4","10635","9790","85","505","60","185","0","10","100","92.1","0.8","4.7","0.6","1.7","0","0.1"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","5 to 9","12105","11180","125","560","50","165","0","5","100","92.4","1","4.6","0.4","1.4","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","10 to 14","12515","11605","165","545","65","120","0","5","100","92.7","1.3","4.4","0.5","1","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","15 to 24","26375","24115","380","1505","120","240","5","15","100","91.4","1.4","5.7","0.5","0.9","0","0.1"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","15 to 19","13125","12070","185","675","65","130","5","10","100","92","1.4","5.1","0.5","1","0","0.1"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","20 to 24","13250","12045","195","825","55","110","0","5","100","90.9","1.5","6.2","0.4","0.8","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","25 to 44","50940","43625","995","5500","195","595","15","15","100","85.6","2","10.8","0.4","1.2","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","45 to 64","55965","46860","1340","7130","120","480","25","15","100","83.7","2.4","12.7","0.2","0.9","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","65 and over","27085","21820","695","4320","75","155","10","5","100","80.6","2.6","15.9","0.3","0.6","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","65 to 74","15745","12980","405","2215","35","95","5","0","100","82.4","2.6","14.1","0.2","0.6","0","0"
"568","Barrie","CMA","Ontario","35"," ","3.4","00000","75 and over","11340","8840","290","2105","35","60","5","5","100","78","2.6","18.6","0.3","0.5","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","Total","30295","27855","365","1835","65","155","5","10","100","91.9","1.2","6.1","0.2","0.5","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","0 to 14","4400","4270","15","75","15","25","0","5","100","97","0.3","1.7","0.3","0.6","0","0.1"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","0 to 4","1415","1375","5","20","10","5","0","0","100","97.2","0.4","1.4","0.7","0.4","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","5 to 9","1495","1460","0","30","0","5","0","0","100","97.7","0","2","0","0.3","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","10 to 14","1490","1435","10","30","5","10","0","0","100","96.3","0.7","2","0.3","0.7","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","15 to 24","3560","3430","15","95","5","20","0","5","100","96.3","0.4","2.7","0.1","0.6","0","0.1"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","15 to 19","1585","1530","0","35","0","5","0","5","100","96.5","0","2.2","0","0.3","0","0.3"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","20 to 24","1975","1895","10","55","5","10","0","5","100","95.9","0.5","2.8","0.3","0.5","0","0.3"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","25 to 44","6890","6410","75","350","15","30","0","0","100","93","1.1","5.1","0.2","0.4","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","45 to 64","8765","7885","130","675","15","55","5","0","100","90","1.5","7.7","0.2","0.6","0.1","0"
